match_date,season,home_team,away_team,home_score,away_score,goles_favor,xg_favor,xg_contra,tiros_totales,tiros_a_puerta,posesion_pct,pases_intentados,pases_completados,presiones,recuperaciones,intercepciones,faltas_cometidas,match_id,kick_off,competition,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
2008-04-12,2007/2008,Recreativo Huelva,Barcelona,2,2,2,0.98,1.5,11,3,56.56,526,418,103,57,11,16,68358,22:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:38:27.207180,2021-06-13T16:17:31.694,32,Regular Season,Estadio Nuevo Colombino,Carlos Clos Gómez,Manuel Zambrano Díaz,Frank Rijkaard,1.1.0,2,2.0
2008-05-07,2007/2008,Real Madrid,Barcelona,4,1,1,0.99,2.46,15,5,45.93,440,365,116,46,8,24,68361,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36,Regular Season,Estadio Santiago Bernabéu,Alfonso Perez Burrull,Bernd Schuster,Frank Rijkaard,1.1.0,2,2.0
2008-05-04,2007/2008,Barcelona,Valencia,6,0,6,3.12,0.32,17,12,58.88,670,582,116,39,8,20,69141,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Frank Rijkaard,Salvador González Marco,1.1.0,2,2.0
2007-12-15,2007/2008,Valencia,Barcelona,0,3,3,2.31,0.36,15,9,63.75,691,600,111,48,11,17,69145,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,16,Regular Season,Estadio de Mestalla,Eduardo Iturralde Gonzalez,Ronald Koeman,Frank Rijkaard,1.1.0,2,2.0
2008-12-13,2008/2009,Barcelona,Real Madrid,2,0,2,2.67,0.47,21,9,65.36,585,478,157,61,10,17,69225,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Spotify Camp Nou,Luis Medina Cantalejo,Josep Guardiola i Sala,Juan de la Cruz Ramos Cano,1.1.0,2,2.0
2008-10-04,2008/2009,Barcelona,Atlético Madrid,6,1,6,3.26,0.22,18,8,58.24,594,509,130,54,15,12,69212,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,Eduardo Iturralde Gonzalez,Josep Guardiola i Sala,Javier Aguirre Onaindía,1.1.0,2,2.0
2008-11-01,2008/2009,Málaga,Barcelona,1,4,3,0.64,0.62,13,4,55.77,377,203,139,72,9,25,69235,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9,Regular Season,Estadio La Rosaleda,Carlos Velasco Carballo,Antonio Tapia Flores,Josep Guardiola i Sala,1.1.0,2,2.0
2008-10-25,2008/2009,Barcelona,Almería,5,0,5,2.71,0.29,13,9,66.36,649,575,121,46,12,14,69232,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Spotify Camp Nou,Alfonso Perez Burrull,,,1.1.0,2,2.0
2009-03-07,2008/2009,Barcelona,Athletic Club,2,0,2,4.12,0.77,28,7,66.13,619,521,102,60,8,17,69216,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Josep Guardiola i Sala,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2009-02-01,2008/2009,Racing Santander,Barcelona,1,2,2,0.68,1.26,8,2,69.38,691,592,112,50,7,13,69209,17:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:45:41.486531,2021-06-13T16:17:31.694,21,Regular Season,Campos de Sport de El Sardinero,David Fernández Borbalan,Juan Ramón López Muñiz,Josep Guardiola i Sala,1.1.0,2,2.0
2009-02-08,2008/2009,Barcelona,Sporting Gijón,3,1,3,2.6,0.19,18,7,72.84,743,648,76,72,2,14,69231,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Antonio Rubinos Perez,Josep Guardiola i Sala,Manuel Preciado Rebolledo,1.1.0,2,2.0
2009-05-10,2008/2009,Barcelona,Villarreal,3,3,3,1.68,1.95,16,4,57.47,573,483,160,55,12,17,69217,19:03:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,Manuel Luis Pellegrini Ripamonti,1.1.0,2,2.0
2009-04-04,2008/2009,Real Valladolid,Barcelona,0,1,1,1.8,0.37,13,5,64.22,603,486,99,68,5,11,69273,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Estadio Municipal José Zorrilla,Miguel Pérez,José Luis Mendilibar Etxebarria,Josep Guardiola i Sala,1.1.0,2,2.0
2009-04-11,2008/2009,Barcelona,Recreativo Huelva,2,0,1,2.27,0.88,16,5,64.12,613,510,120,49,4,13,69222,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Spotify Camp Nou,Eduardo Iturralde Gonzalez,Josep Guardiola i Sala,Luis Lucas Alcaraz González,1.1.0,2,2.0
2009-04-18,2008/2009,Getafe,Barcelona,0,1,1,2.61,0.21,19,8,67.34,699,597,125,68,4,10,69223,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,Coliseum Alfonso Pérez,Turienzo,Víctor Muñoz Manrique,Josep Guardiola i Sala,1.1.0,2,2.0
2009-02-14,2008/2009,Real Betis,Barcelona,2,2,2,2.77,0.8,23,12,73.27,647,522,90,74,3,14,69195,20:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:44:09.332962,2021-06-13T16:17:31.694,23,Regular Season,Estadio Benito Villamarín,Eduardo Iturralde Gonzalez,Francisco Chaparro Jara,Josep Guardiola i Sala,1.1.0,2,2.0
2009-04-25,2008/2009,Valencia,Barcelona,2,2,2,0.82,1.21,13,6,64.08,537,411,119,47,10,11,69251,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,Estadio de Mestalla,César Muñiz,Unai Emery Etxegoien,Josep Guardiola i Sala,1.1.0,2,2.0
2009-03-01,2008/2009,Atlético Madrid,Barcelona,4,3,3,2.3,2.81,14,6,55.56,500,397,143,55,10,17,69185,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Estadio Vicente Calderón,Bernardino Gonzalez,Abel Resino Gómez,Josep Guardiola i Sala,1.1.0,2,2.0
2009-03-22,2008/2009,Barcelona,Málaga,6,0,6,3.5,0.53,25,14,66.23,700,608,82,51,7,16,69142,19:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:43:23.794420,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,Antonio Tapia Flores,1.1.0,2,2.0
2009-02-21,2008/2009,Barcelona,Espanyol,1,2,1,1.37,0.52,16,2,61.34,511,405,87,61,8,16,69139,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,Mauricio Roberto Pochettino Trossero,1.1.0,2,2.0
2009-01-24,2008/2009,Barcelona,CD Numancia de Soria,4,1,4,3.65,0.16,21,7,72.22,663,571,118,54,7,18,69189,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Spotify Camp Nou,Miguel Pérez,Josep Guardiola i Sala,Sergije Krešić Juric,1.1.0,2,2.0
2008-11-29,2008/2009,Sevilla,Barcelona,0,3,3,1.06,0.95,21,9,63.46,613,513,121,50,7,16,69171,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio Ramón Sánchez Pizjuán,Alberto Undiano Mallenco,Manuel Enrique Jiménez Jiménez,Josep Guardiola i Sala,1.1.0,2,2.0
2009-05-02,2008/2009,Real Madrid,Barcelona,2,6,6,2.27,0.67,17,13,60.33,619,522,115,57,7,13,69249,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,34,Regular Season,Estadio Santiago Bernabéu,Alberto Undiano Mallenco,Juan de la Cruz Ramos Cano,Josep Guardiola i Sala,1.1.0,2,2.0
2008-09-13,2008/2009,Barcelona,Racing Santander,1,1,1,1.93,0.25,16,6,74.78,756,636,100,50,3,12,69215,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Spotify Camp Nou,Rafael Ramírez Domínguez,Josep Guardiola i Sala,Juan Ramón López Muñiz,1.1.0,2,2.0
2008-09-21,2008/2009,Sporting Gijón,Barcelona,1,6,5,2.95,0.37,22,7,68.89,660,564,121,56,7,9,69138,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Estadio Municipal El Molinón,Carlos Megía Dávila,Manuel Preciado Rebolledo,Josep Guardiola i Sala,1.1.0,2,2.0
2008-08-31,2008/2009,CD Numancia de Soria,Barcelona,1,0,0,1.77,0.31,24,5,70.87,657,551,82,71,6,8,69147,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Los Pajaritos,David Fernández Borbalan,Sergije Krešić Juric,Josep Guardiola i Sala,1.1.0,2,2.0
2009-03-15,2008/2009,Almería,Barcelona,0,2,2,1.29,0.32,17,7,71.69,775,665,67,48,5,9,69177,21:03:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,27,Regular Season,Power Horse Stadium – Estadio de los Juegos Mediterráneos,Manuel Enrique Mejuto Gonzalez,,,1.1.0,2,2.0
2008-09-24,2008/2009,Barcelona,Real Betis,3,2,3,2.18,0.51,20,8,62.85,599,502,136,55,2,13,69207,20:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:44:55.907154,2021-06-13T16:17:31.694,4,Regular Season,Spotify Camp Nou,Arturo Daudén Ibáñez,Josep Guardiola i Sala,Francisco Chaparro Jara,1.1.0,2,2.0
2008-12-21,2008/2009,Villarreal,Barcelona,1,2,2,1.23,0.91,16,6,56.85,577,458,186,67,17,22,69228,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,16,Regular Season,Estadio de la Cerámica,Carlos Clos Gómez,Manuel Luis Pellegrini Ripamonti,Josep Guardiola i Sala,1.1.0,2,2.0
2009-01-17,2008/2009,Barcelona,RC Deportivo La Coruña,5,0,5,4.11,0.06,21,10,62.32,564,468,159,51,8,8,69183,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19,Regular Season,Spotify Camp Nou,Julian Rodriguez Santiago,Josep Guardiola i Sala,Miguel Ángel Lotina Oruecheberría,1.1.0,2,2.0
2008-11-08,2008/2009,Barcelona,Real Valladolid,6,0,6,4.16,0.04,21,13,56.12,527,430,105,56,7,9,69279,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,José Luis Mendilibar Etxebarria,1.1.0,2,2.0
2008-11-16,2008/2009,Recreativo Huelva,Barcelona,0,2,2,2.7,0.45,21,7,64.99,581,483,138,50,8,14,69285,21:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:46:29.203565,2021-06-13T16:17:31.694,11,Regular Season,Estadio Nuevo Colombino,Miguel Pérez,Luis Lucas Alcaraz González,Josep Guardiola i Sala,1.1.0,2,2.0
2008-09-27,2008/2009,Espanyol,Barcelona,1,2,2,3.73,0.33,31,8,66.09,495,409,108,61,7,16,69211,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Estadi Olímpic Lluís Companys,Luis Medina Cantalejo,Bartolomé Márquez López,Josep Guardiola i Sala,1.1.0,2,2.0
2009-01-11,2008/2009,Osasuna,Barcelona,2,3,3,1.22,0.39,17,9,65.72,671,556,160,63,11,10,69230,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,Estadio El Sadar,Fernando Teixeira,José Antonio Camacho Alfaro,Josep Guardiola i Sala,1.1.0,2,2.0
2008-12-06,2008/2009,Barcelona,Valencia,4,0,4,2.4,0.32,17,8,55.06,550,474,186,48,6,18,69149,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,14,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Josep Guardiola i Sala,Unai Emery Etxegoien,1.1.0,2,2.0
2010-01-16,2009/2010,Barcelona,Sevilla,4,0,3,2.9,0.29,26,12,71.06,717,608,145,77,1,13,69243,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,Manuel Enrique Jiménez Jiménez,1.1.0,2,2.0
2010-05-04,2009/2010,Barcelona,Tenerife,4,1,4,2.69,0.54,20,8,79.34,883,788,93,49,7,7,69241,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,José Luis Oltra Castañer,1.1.0,2,2.0
2010-05-08,2009/2010,Sevilla,Barcelona,2,3,3,2.61,1.08,18,7,65.29,662,584,74,40,4,16,69239,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,37,Regular Season,Estadio Ramón Sánchez Pizjuán,Alberto Undiano Mallenco,Antonio Álvarez,Josep Guardiola i Sala,1.1.0,2,2.0
2010-03-24,2009/2010,Barcelona,Osasuna,2,0,2,1.76,0.37,15,5,67.43,679,562,135,48,16,13,69257,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Josep Guardiola i Sala,José Antonio Camacho Alfaro,1.1.0,2,2.0
2009-10-25,2009/2010,Barcelona,Real Zaragoza,6,1,6,2.94,1.0,17,13,75.82,897,829,126,34,5,10,69253,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8,Regular Season,Spotify Camp Nou,José Paradas,Josep Guardiola i Sala,Marcelino García Toral,1.1.0,2,2.0
2010-05-01,2009/2010,Villarreal,Barcelona,1,4,4,1.49,0.84,13,6,63.07,714,599,144,60,10,12,69244,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Estadio de la Cerámica,Fernando Teixeira,Juan Carlos Garrido Fernández,Josep Guardiola i Sala,1.1.0,2,2.0
2009-10-31,2009/2010,Osasuna,Barcelona,1,1,1,1.64,0.71,15,7,69.29,668,549,69,43,4,11,69277,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9,Regular Season,Estadio El Sadar,Antonio Rubinos Perez,José Antonio Camacho Alfaro,Josep Guardiola i Sala,1.1.0,2,2.0
2009-09-12,2009/2010,Getafe,Barcelona,0,2,2,1.97,0.71,14,9,56.43,575,487,114,46,6,21,69229,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Coliseum Alfonso Pérez,Eduardo Iturralde Gonzalez,José Miguel González Martín del Campo,Josep Guardiola i Sala,1.1.0,2,2.0
2010-01-10,2009/2010,Tenerife,Barcelona,0,5,4,2.92,1.21,17,5,64.47,606,505,119,44,5,13,69219,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,17,Regular Season,Estadio Heliodoro Rodríguez Lopéz,Miguel Pérez,José Luis Oltra Castañer,Josep Guardiola i Sala,1.1.0,2,2.0
2009-12-05,2009/2010,RC Deportivo La Coruña,Barcelona,1,3,3,1.48,0.33,19,10,70.54,723,616,136,66,3,13,69218,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio Abanca-Riazor,David Fernández Borbalan,Miguel Ángel Lotina Oruecheberría,Josep Guardiola i Sala,1.1.0,2,2.0
2009-11-07,2009/2010,Barcelona,Mallorca,4,2,4,3.17,1.31,16,9,67.65,621,508,68,50,4,17,69250,20:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:48:01.770383,2021-06-13T16:17:31.694,10,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Gregorio Manzano Ballesteros,1.1.0,2,2.0
2010-05-16,2009/2010,Barcelona,Real Valladolid,4,0,3,2.01,0.79,14,7,69.05,658,582,93,51,3,17,69242,19:00:00.000,Spain - La Liga,available,scheduled,2023-04-19T10:47:17.536343,2021-06-13T16:17:31.694,38,Regular Season,Spotify Camp Nou,Miguel Pérez,Josep Guardiola i Sala,Javier Clemente Lazaro,1.1.0,2,2.0
2009-10-03,2009/2010,Barcelona,Almería,1,0,1,1.23,0.07,16,7,70.77,736,637,152,62,11,18,69256,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,,,1.1.0,2,2.0
2010-03-27,2009/2010,Mallorca,Barcelona,0,1,1,1.19,0.6,7,5,66.43,651,559,130,47,7,20,69298,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Estadi Mallorca Son Moix,David Fernández Borbalan,Gregorio Manzano Ballesteros,Josep Guardiola i Sala,1.1.0,2,2.0
2010-04-10,2009/2010,Real Madrid,Barcelona,0,2,2,0.66,1.53,7,4,55.46,554,456,127,49,8,21,69259,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,Estadio Santiago Bernabéu,Manuel Enrique Mejuto Gonzalez,Manuel Luis Pellegrini Ripamonti,Josep Guardiola i Sala,1.1.0,2,2.0
2010-03-14,2009/2010,Barcelona,Valencia,3,0,3,2.15,0.73,21,9,58.98,578,478,152,56,5,13,69224,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,Unai Emery Etxegoien,1.1.0,2,2.0
2010-01-23,2009/2010,Real Valladolid,Barcelona,0,3,3,1.08,0.7,14,8,65.53,694,590,110,53,10,17,69210,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19,Regular Season,Estadio Municipal José Zorrilla,Rafael Ramírez Domínguez,José Luis Mendilibar Etxebarria,Josep Guardiola i Sala,1.1.0,2,2.0
2010-01-30,2009/2010,Sporting Gijón,Barcelona,0,1,1,1.85,0.42,21,4,71.69,757,659,114,71,16,11,69220,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Estadio Municipal El Molinón,José Paradas,Manuel Preciado Rebolledo,Josep Guardiola i Sala,1.1.0,2,2.0
2010-02-14,2009/2010,Atlético Madrid,Barcelona,2,1,1,1.03,0.92,13,7,63.61,624,528,147,59,10,18,69237,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22,Regular Season,Estadio Vicente Calderón,Eduardo Iturralde Gonzalez,Enrique Sánchez Flores,Josep Guardiola i Sala,1.1.0,2,2.0
2010-03-06,2009/2010,Almería,Barcelona,2,2,2,2.08,0.35,22,8,69.79,707,622,128,53,14,14,69226,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Power Horse Stadium – Estadio de los Juegos Mediterráneos,Carlos Clos Gómez,Juan Manuel Lillo Díez,Josep Guardiola i Sala,1.1.0,2,2.0
2009-10-17,2009/2010,Valencia,Barcelona,0,0,0,0.75,1.24,13,3,59.38,598,481,162,52,6,12,69252,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Estadio de Mestalla,Alfonso Perez Burrull,Unai Emery Etxegoien,Josep Guardiola i Sala,1.1.0,2,2.0
2009-09-26,2009/2010,Málaga,Barcelona,0,2,2,1.73,0.05,11,6,69.0,632,543,165,53,3,19,69255,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Estadio La Rosaleda,Carlos Delgado,Juan Ramón López Muñiz,Josep Guardiola i Sala,1.1.0,2,2.0
2010-04-24,2009/2010,Barcelona,Xerez,3,1,3,1.86,0.8,13,8,71.47,684,590,66,50,2,19,69214,18:00:00.000,Spain - La Liga,available,scheduled,2021-10-26T13:56:40.989214,2021-06-13T16:17:31.694,34,Regular Season,Spotify Camp Nou,César Muñiz,Josep Guardiola i Sala,Néstor Raúl Gorosito,1.1.0,2,2.0
2009-11-29,2009/2010,Barcelona,Real Madrid,1,0,1,0.71,1.29,8,3,61.03,628,518,122,49,14,17,69262,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Josep Guardiola i Sala,Manuel Luis Pellegrini Ripamonti,1.1.0,2,2.0
2010-02-06,2009/2010,Barcelona,Getafe,2,1,2,1.62,1.8,16,6,48.78,499,417,122,41,12,15,69240,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Spotify Camp Nou,Fernando Teixeira,Josep Guardiola i Sala,José Miguel González Martín del Campo,1.1.0,2,2.0
2010-02-20,2009/2010,Barcelona,Racing Santander,4,0,4,0.91,0.69,16,9,65.42,681,596,88,56,10,15,69233,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,23,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Josep Guardiola i Sala,Miguel Ángel Portugal Vicario,1.1.0,2,2.0
2010-04-17,2009/2010,Espanyol,Barcelona,0,0,0,0.15,0.75,4,1,65.24,595,476,60,53,8,18,69213,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,RCDE Stadium,Alberto Undiano Mallenco,Mauricio Roberto Pochettino Trossero,Josep Guardiola i Sala,1.1.0,2,2.0
2010-02-27,2009/2010,Barcelona,Málaga,2,1,2,2.87,0.32,22,7,72.58,736,647,124,50,9,12,69238,22:00:00.000,Spain - La Liga,available,scheduled,2021-10-26T13:49:38.983866,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,Antonio Rubinos Perez,Josep Guardiola i Sala,Juan Ramón López Muñiz,1.1.0,2,2.0
2009-12-02,2009/2010,Xerez,Barcelona,0,2,2,1.9,0.35,12,3,69.59,659,543,126,43,5,18,69267,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Estadio Municipal de Chapín,Carlos Velasco Carballo,José Ángel Ziganda Lacunza,Josep Guardiola i Sala,1.1.0,2,2.0
2009-11-21,2009/2010,Athletic Club,Barcelona,1,1,1,1.47,0.54,13,4,63.88,596,496,111,49,13,16,69288,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,11,Regular Season,Estadio San Mamés,Fernando Teixeira,Joaquín de Jesús Caparrós Camino,Josep Guardiola i Sala,1.1.0,2,2.0
2009-09-22,2009/2010,Racing Santander,Barcelona,1,4,4,1.42,0.27,21,6,73.35,820,729,73,57,8,10,69254,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,4,Regular Season,Campos de Sport de El Sardinero,Antonio Miguel Mateu Lahoz,Juan Carlos Mandiá Lorenzo,Josep Guardiola i Sala,1.1.0,2,2.0
2009-09-19,2009/2010,Barcelona,Atlético Madrid,5,2,5,1.48,1.23,8,6,56.71,604,518,169,41,13,11,69292,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Spotify Camp Nou,Manuel Enrique Mejuto Gonzalez,Josep Guardiola i Sala,Abel Resino Gómez,1.1.0,2,2.0
2010-03-21,2009/2010,Real Zaragoza,Barcelona,2,4,4,2.79,0.89,17,6,59.01,534,442,137,54,8,20,69227,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,27,Regular Season,Estadio de la Romareda,Carlos Delgado,José Aurelio Gay López,Josep Guardiola i Sala,1.1.0,2,2.0
2010-04-03,2009/2010,Barcelona,Athletic Club,4,1,4,2.62,1.92,16,7,64.89,682,580,143,50,15,5,69247,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Josep Guardiola i Sala,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2010-04-14,2009/2010,Barcelona,RC Deportivo La Coruña,3,0,3,2.51,0.12,22,10,73.82,843,746,113,67,2,12,69221,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,32,Regular Season,Spotify Camp Nou,José Paradas,Josep Guardiola i Sala,Miguel Ángel Lotina Oruecheberría,1.1.0,2,2.0
2011-02-05,2010/2011,Barcelona,Atlético Madrid,3,0,3,2.22,0.99,16,8,69.82,835,751,216,57,6,10,69276,22:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:34:10.047942,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Turienzo,Josep Guardiola i Sala,Enrique Sánchez Flores,1.1.0,2,2.0
2011-04-02,2010/2011,Villarreal,Barcelona,0,1,1,0.85,0.67,10,6,68.96,813,726,79,65,5,16,69304,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Estadio de la Cerámica,Rafael Ramírez Domínguez,Juan Carlos Garrido Fernández,Josep Guardiola i Sala,1.1.0,2,2.0
2010-12-04,2010/2011,Osasuna,Barcelona,0,3,3,2.65,0.17,14,9,72.56,809,682,118,71,7,8,69307,20:45:00.000,Spain - La Liga,available,scheduled,2022-11-30T15:32:00.298936,2021-06-13T16:17:31.694,14,Regular Season,Estadio El Sadar,Fernando Teixeira,José Antonio Camacho Alfaro,Josep Guardiola i Sala,1.1.0,2,2.0
2011-04-23,2010/2011,Barcelona,Osasuna,2,0,2,0.77,1.03,11,2,69.28,708,602,112,50,6,11,69271,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,Spotify Camp Nou,Carlos Delgado,Josep Guardiola i Sala,José Luis Mendilibar Etxebarria,1.1.0,2,2.0
