match_date,season,home_team,away_team,home_score,away_score,goles_favor,xg_favor,xg_contra,tiros_totales,tiros_a_puerta,posesion_pct,pases_intentados,pases_completados,presiones,recuperaciones,intercepciones,faltas_cometidas,match_id,kick_off,competition,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
2015-01-18,2014/2015,RC Deportivo La Coruña,Barcelona,0,4,3,1.84,0.56,15,7,67.27,738,638,162,63,14,9,266230,19:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:43:47.980754,2021-06-13T16:17:31.694,19,Regular Season,Estadio Abanca-Riazor,,Victor Fernández Braulio,Luis Enrique Martínez García,1.1.0,2,2.0
2015-04-18,2014/2015,Barcelona,Valencia,2,0,2,2.17,1.83,11,5,67.34,703,616,138,38,4,18,266525,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:43:55.012811,2021-06-13T16:17:31.694,32,Regular Season,Spotify Camp Nou,José Luis González González,Luis Enrique Martínez García,Nuno Herlander Simões Espírito Santo,1.1.0,2,2.0
2014-11-30,2014/2015,Valencia,Barcelona,0,1,1,1.48,0.87,14,3,70.79,756,651,146,53,8,11,266560,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio de Mestalla,David Fernández Borbalan,Nuno Herlander Simões Espírito Santo,Luis Enrique Martínez García,1.1.0,2,2.0
2014-12-20,2014/2015,Barcelona,Córdoba CF,5,0,5,1.88,0.11,16,9,73.32,838,735,105,50,4,13,266846,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,16,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Luis Enrique Martínez García,Miroslav Đukić,1.1.0,2,2.0
2015-04-25,2014/2015,Espanyol,Barcelona,0,2,2,1.93,0.52,13,5,71.18,751,657,113,41,2,13,266531,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:48:36.369414,2021-06-13T16:17:31.694,33,Regular Season,RCDE Stadium,Antonio Miguel Mateu Lahoz,Sergio González Soriano,Luis Enrique Martínez García,1.1.0,2,2.0
2014-08-24,2014/2015,Barcelona,Elche,3,0,3,1.47,0.07,12,6,70.09,832,761,77,42,8,10,266921,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Spotify Camp Nou,Fernando Teixeira,Luis Enrique Martínez García,Francisco Escriba Segura,1.1.0,2,2.0
2014-11-08,2014/2015,Almería,Barcelona,1,2,2,3.2,0.57,19,7,69.82,620,534,136,40,11,11,267499,16:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:35:46.658152,2021-06-13T16:17:31.694,11,Regular Season,Power Horse Stadium – Estadio de los Juegos Mediterráneos,Alberto Undiano Mallenco,Francisco Javier Rodríguez Vílchez,Luis Enrique Martínez García,1.1.0,2,2.0
2015-02-15,2014/2015,Barcelona,Levante UD,5,0,5,3.31,0.34,19,10,75.0,798,714,60,47,10,8,266741,17:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:44:55.278824,2021-06-13T16:17:31.694,23,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Luis Lucas Alcaraz González,1.1.0,2,2.0
2015-02-08,2014/2015,Athletic Club,Barcelona,2,5,4,3.36,2.02,20,9,72.3,830,730,59,41,11,9,266871,21:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:46:02.129374,2021-06-13T16:17:31.694,22,Regular Season,San Mamés Barria,Antonio Miguel Mateu Lahoz,Ernesto Valverde Tejedor,Luis Enrique Martínez García,1.1.0,2,2.0
2015-03-14,2014/2015,Eibar,Barcelona,0,2,2,1.66,0.45,11,4,68.59,760,663,84,56,8,4,266967,18:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:48:04.558640,2021-06-13T16:17:31.694,27,Regular Season,Estadio Municipal de Ipurúa,,Gaizka Garitano Aguirre,Luis Enrique Martínez García,1.1.0,2,2.0
2015-04-05,2014/2015,Celta Vigo,Barcelona,0,1,1,1.2,0.4,11,3,61.41,603,496,186,51,14,13,266929,21:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:17:43.021648,2021-06-13T16:17:31.694,29,Regular Season,Abanca-Balaídos,,Manuel Eduardo Berizzo,Luis Enrique Martínez García,1.1.0,2,2.0
2014-09-21,2014/2015,Levante UD,Barcelona,0,5,5,3.47,0.37,17,8,74.22,855,768,103,45,7,11,266770,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,4,Regular Season,Estadio Ciudad de Valencia,José Luis González González,José Luis Mendilibar Etxebarria,Luis Enrique Martínez García,1.1.0,2,2.0
2015-04-11,2014/2015,Sevilla,Barcelona,2,2,2,1.3,0.97,17,6,69.39,764,679,120,46,6,11,266142,20:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:25:25.446317,2021-06-13T16:17:31.694,31,Regular Season,Estadio Ramón Sánchez Pizjuán,,Unai Emery Etxegoien,Luis Enrique Martínez García,1.1.0,2,2.0
2015-11-08,2015/2016,Barcelona,Villarreal,3,0,3,2.87,0.33,20,9,63.14,687,585,121,43,23,15,3825660,17:00:00.000,Spain - La Liga,available,unscheduled,2022-02-28T16:58:10.853647,,11,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Luis Enrique Martínez García,Marcelino García Toral,1.1.0,2,2.0
2015-10-25,2015/2016,Barcelona,Eibar,3,1,3,1.71,0.78,14,5,66.6,626,530,109,53,28,14,3825637,19:15:00.000,Spain - La Liga,available,unscheduled,2022-02-14T14:44:25.324498,,9,Regular Season,Spotify Camp Nou,Carlos del Cerro Grande,Luis Enrique Martínez García,José Luis Mendilibar Etxebarria,1.1.0,2,2.0
2015-10-31,2015/2016,Getafe,Barcelona,0,2,2,1.98,0.24,15,6,69.38,775,663,133,52,14,3,3825645,21:30:00.000,Spain - La Liga,available,unscheduled,2022-02-14T14:53:16.243302,,10,Regular Season,Coliseum Alfonso Pérez,Juan Martínez Munuera,Francisco Escriba Segura,Luis Enrique Martínez García,1.1.0,2,2.0
2015-10-17,2015/2016,Barcelona,Rayo Vallecano,5,2,5,4.68,2.47,14,9,44.68,462,376,172,47,33,9,3825627,20:30:00.000,Spain - La Liga,available,unscheduled,2022-02-14T14:33:42.685284,,8,Regular Season,Spotify Camp Nou,Pedro Jesús Pérez Montero,Luis Enrique Martínez García,Francisco Jémez Martín,1.1.0,2,2.0
2015-10-03,2015/2016,Sevilla,Barcelona,2,1,1,3.41,1.3,28,8,62.87,579,479,90,36,13,17,3825617,16:00:00.000,Spain - La Liga,available,unscheduled,2022-02-14T14:22:14.714154,,7,Regular Season,Estadio Ramón Sánchez Pizjuán,Jesús Gil Manzano,Unai Emery Etxegoien,Luis Enrique Martínez García,1.1.0,2,2.0
2016-03-12,2015/2016,Barcelona,Getafe,6,0,5,2.93,0.26,15,9,68.76,711,638,139,42,10,7,266498,17:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:49:59.471748,2021-06-13T16:17:31.694,29,Regular Season,Spotify Camp Nou,Pedro Jesús Pérez Montero,Luis Enrique Martínez García,Francisco Escriba Segura,1.1.0,2,2.0
2016-04-30,2015/2016,Real Betis,Barcelona,0,2,2,2.13,0.09,12,4,73.65,777,688,135,50,8,13,266986,20:30:00.000,Spain - La Liga,available,scheduled,2022-08-30T12:52:34.036721,2021-06-13T16:17:31.694,36,Regular Season,Estadio Benito Villamarín,Antonio Miguel Mateu Lahoz,Juan Merino Ruíz,Luis Enrique Martínez García,1.1.0,2,2.0
2016-04-02,2015/2016,Barcelona,Real Madrid,1,2,1,0.73,1.32,14,3,67.04,712,645,81,47,5,21,267533,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:51:48.410526,2021-06-13T16:17:31.694,31,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Zinédine Zidane,1.1.0,2,2.0
2016-04-20,2015/2016,RC Deportivo La Coruña,Barcelona,0,8,8,4.03,1.63,17,9,64.99,748,692,167,19,16,9,266310,20:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:52:42.890908,2021-06-13T16:17:31.694,34,Regular Season,Estadio Abanca-Riazor,,Víctor Sánchez del Amo,Luis Enrique Martínez García,1.1.0,2,2.0
2016-01-30,2015/2016,Barcelona,Atlético Madrid,2,1,2,0.57,0.68,10,4,70.01,719,642,124,50,2,8,267576,17:00:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:31:07.816757,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Luis Enrique Martínez García,Diego Pablo Simeone,1.1.0,2,2.0
2016-03-03,2015/2016,Rayo Vallecano,Barcelona,1,5,5,3.61,1.3,21,8,62.1,549,460,120,49,6,10,266653,22:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:44:55.075875,2021-06-13T16:17:31.694,27,Regular Season,Estadio de Vallecas,,Francisco Jémez Martín,Luis Enrique Martínez García,1.1.0,2,2.0
2016-04-23,2015/2016,Barcelona,Sporting Gijón,6,0,6,4.72,0.41,23,8,71.88,744,648,106,42,6,11,265944,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:54:12.421030,2021-06-13T16:17:31.694,35,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Luis Enrique Martínez García,Abelardo Fernández Antuña,1.1.0,2,2.0
2016-01-23,2015/2016,Málaga,Barcelona,1,2,2,2.13,1.09,11,5,65.53,597,504,85,46,1,10,265894,17:00:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:24:51.437349,2021-06-13T16:17:31.694,21,Regular Season,Estadio La Rosaleda,Carlos Clos Gómez,Javier Gracia Carlos,Luis Enrique Martínez García,1.1.0,2,2.0
2016-05-08,2015/2016,Barcelona,Espanyol,5,0,5,2.93,0.49,14,7,66.99,625,542,107,51,4,15,265958,17:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:48:06.008416,2021-06-13T16:17:31.694,37,Regular Season,Spotify Camp Nou,Jesús Gil Manzano,Luis Enrique Martínez García,Constantin Gâlcă,1.1.0,2,2.0
2015-09-26,2015/2016,Barcelona,Las Palmas,2,1,2,2.09,0.69,16,6,65.73,658,567,137,58,12,12,267611,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:51:58.861743,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Francisco Herrera Lorenzo,1.1.0,2,2.0
2015-08-29,2015/2016,Barcelona,Málaga,1,0,1,1.83,0.43,23,13,72.91,697,599,64,55,10,4,267422,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:43:56.490047,2021-06-13T16:17:31.694,2,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Javier Gracia Carlos,1.1.0,2,2.0
2015-08-23,2015/2016,Athletic Club,Barcelona,0,1,1,1.74,0.3,10,4,67.58,736,596,67,50,6,11,266236,18:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:45:51.010993,2021-06-13T16:17:31.694,1,Regular Season,San Mamés Barria,,Ernesto Valverde Tejedor,Luis Enrique Martínez García,1.1.0,2,2.0
2015-12-05,2015/2016,Valencia,Barcelona,1,1,1,1.33,0.48,16,5,69.99,758,660,116,59,9,18,267274,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:46:03.786687,2021-06-13T16:17:31.694,14,Regular Season,Estadio de Mestalla,,Salvador González Marco,Luis Enrique Martínez García,1.1.0,2,2.0
2015-12-12,2015/2016,Barcelona,RC Deportivo La Coruña,2,2,2,1.04,0.99,19,8,67.82,727,635,147,47,9,6,266961,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Víctor Sánchez del Amo,1.1.0,2,2.0
2015-11-28,2015/2016,Barcelona,Real Sociedad,4,0,4,2.49,0.61,12,7,55.87,571,468,81,56,11,13,266885,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:46:45.620687,2021-06-13T16:17:31.694,13,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Luis Enrique Martínez García,Eusebio Sacristán Mena,1.1.0,2,2.0
2016-02-17,2015/2016,Sporting Gijón,Barcelona,1,3,3,2.36,0.57,17,9,77.59,810,728,69,48,5,11,266815,18:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:51:07.293520,2021-06-13T16:17:31.694,16,Regular Season,Estadio Municipal El Molinón,,Abelardo Fernández Antuña,Luis Enrique Martínez García,1.1.0,2,2.0
2016-05-14,2015/2016,Granada,Barcelona,0,3,3,2.42,0.51,12,10,65.31,595,514,136,42,5,10,267506,17:00:00.000,Spain - La Liga,available,scheduled,2022-08-30T13:00:21.018790,2021-06-13T16:17:31.694,38,Regular Season,Estadio Nuevo Los Cármenes,,José Manuel González López,Luis Enrique Martínez García,1.1.0,2,2.0
2016-04-09,2015/2016,Real Sociedad,Barcelona,1,0,0,1.17,0.43,13,6,72.75,726,613,128,60,7,16,266664,20:30:00.000,Spain - La Liga,available,scheduled,2022-08-30T12:06:30.681236,2021-06-13T16:17:31.694,32,Regular Season,Reale Arena,Ignacio Iglesias Villanueva,Eusebio Sacristán Mena,Luis Enrique Martínez García,1.1.0,2,2.0
2016-03-20,2015/2016,Villarreal,Barcelona,2,2,2,1.78,1.27,15,6,67.51,719,629,86,45,6,11,266106,17:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Estadio de la Cerámica,,Marcelino García Toral,Luis Enrique Martínez García,1.1.0,2,2.0
2016-01-02,2015/2016,Espanyol,Barcelona,0,0,0,1.01,0.23,10,2,70.74,643,539,147,55,7,11,266670,16:00:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:07:03.376857,2021-06-13T16:17:31.694,18,Regular Season,RCDE Stadium,José Luis González González,Constantin Gâlcă,Luis Enrique Martínez García,1.1.0,2,2.0
2016-01-17,2015/2016,Barcelona,Athletic Club,6,0,6,2.82,1.09,20,8,76.05,775,676,70,57,5,7,266149,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:47:37.819590,2021-06-13T16:17:31.694,20,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Luis Enrique Martínez García,Ernesto Valverde Tejedor,1.1.0,2,2.0
2016-01-09,2015/2016,Barcelona,Granada,4,0,4,3.21,0.37,17,8,65.87,691,595,192,50,7,15,266620,16:00:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:16:19.049611,2021-06-13T16:17:31.694,19,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Luis Enrique Martínez García,José Ramón Sandoval Huertas,1.1.0,2,2.0
2016-03-06,2015/2016,Eibar,Barcelona,0,4,4,2.33,0.54,10,7,67.39,773,670,73,53,13,11,266056,17:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:45:04.556843,2021-06-13T16:17:31.694,28,Regular Season,Estadio Municipal de Ipurúa,Alberto Undiano Mallenco,José Luis Mendilibar Etxebarria,Luis Enrique Martínez García,1.1.0,2,2.0
2015-12-30,2015/2016,Barcelona,Real Betis,4,0,3,3.46,1.2,16,7,62.76,610,509,130,41,5,17,267327,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:59:40.159198,2021-06-13T16:17:31.694,17,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,José Mel Pérez,1.1.0,2,2.0
2015-09-12,2015/2016,Atlético Madrid,Barcelona,1,2,2,1.73,0.71,14,4,68.14,755,657,126,44,5,5,266166,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:46:36.538236,2021-06-13T16:17:31.694,3,Regular Season,Estadio Vicente Calderón,Antonio Miguel Mateu Lahoz,Diego Pablo Simeone,Luis Enrique Martínez García,1.1.0,2,2.0
2016-02-07,2015/2016,Levante UD,Barcelona,0,2,1,1.08,0.85,11,4,67.98,658,565,167,44,7,10,266160,13:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:45:46.207168,2021-06-13T16:17:31.694,23,Regular Season,Estadio Ciudad de Valencia,Pedro Jesús Pérez Montero,Joan Francesc Ferrer Sicilia,Luis Enrique Martínez García,1.1.0,2,2.0
2016-02-28,2015/2016,Barcelona,Sevilla,2,1,2,2.06,1.5,15,8,67.99,720,610,127,52,5,13,265839,21:30:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:54:13.382802,2021-06-13T16:17:31.694,26,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Unai Emery Etxegoien,1.1.0,2,2.0
2015-11-21,2015/2016,Real Madrid,Barcelona,0,4,4,2.48,1.34,18,6,57.99,671,591,113,46,5,12,266424,18:15:00.000,Spain - La Liga,available,scheduled,2022-08-30T11:00:31.902311,2021-06-13T16:17:31.694,12,Regular Season,Estadio Santiago Bernabéu,David Fernández Borbalan,Rafael Benítez Maudes,Luis Enrique Martínez García,1.1.0,2,2.0
2015-09-23,2015/2016,Celta Vigo,Barcelona,4,1,1,1.94,2.11,18,7,55.53,517,412,138,50,5,4,266467,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Abanca-Balaídos,Alberto Undiano Mallenco,Manuel Eduardo Berizzo,Luis Enrique Martínez García,1.1.0,2,2.0
2016-02-20,2015/2016,Las Palmas,Barcelona,1,2,2,2.66,1.35,12,8,53.51,609,525,205,48,6,16,267273,17:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Estadio de Gran Canaria,,Enrique Setién Solar,Luis Enrique Martínez García,1.1.0,2,2.0
2015-09-20,2015/2016,Barcelona,Levante UD,4,1,4,3.53,0.72,20,7,68.46,712,623,111,45,5,7,266490,20:30:00.000,Spain - La Liga,available,scheduled,2022-08-30T10:30:18.594970,2021-06-13T16:17:31.694,4,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Luis Enrique Martínez García,Luis Lucas Alcaraz González,1.1.0,2,2.0
2016-02-14,2015/2016,Barcelona,Celta Vigo,6,1,6,4.18,1.34,20,10,63.35,579,477,194,57,18,12,266254,21:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:56:08.111843,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Manuel Eduardo Berizzo,1.1.0,2,2.0
2016-04-17,2015/2016,Barcelona,Valencia,1,2,1,2.26,0.68,22,7,69.57,686,582,146,54,4,12,266557,20:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T18:00:30.746407,2021-06-13T16:17:31.694,33,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Luis Enrique Martínez García,Francisco Martín Ayestarán Barandiarán,1.1.0,2,2.0
2016-11-06,2016/2017,Sevilla,Barcelona,1,2,2,1.85,1.41,14,7,52.11,519,444,196,43,10,13,266989,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:50:55.698179,2021-06-13T16:17:31.694,11,Regular Season,Estadio Ramón Sánchez Pizjuán,,Jorge Luis Sampaoli Moya,Luis Enrique Martínez García,1.1.0,2,2.0
2016-12-10,2016/2017,Osasuna,Barcelona,0,3,3,3.29,0.09,17,6,79.47,906,819,104,43,4,6,266357,13:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:41:37.118536,2021-06-13T16:17:31.694,15,Regular Season,Estadio El Sadar,,Joaquín de Jesús Caparrós Camino,Luis Enrique Martínez García,1.1.0,2,2.0
2017-04-23,2016/2017,Real Madrid,Barcelona,2,3,3,1.78,2.68,16,9,56.68,581,509,125,37,5,9,267569,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:43:33.680670,2021-06-13T16:17:31.694,33,Regular Season,Estadio Santiago Bernabéu,,Zinédine Zidane,Luis Enrique Martínez García,1.1.0,2,2.0
2016-09-17,2016/2017,Leganés,Barcelona,1,5,5,3.35,1.09,10,7,61.05,536,455,154,57,8,8,267212,13:00:00.000,Spain - La Liga,available,scheduled,2022-11-19T16:09:54.565019,2021-06-13T16:17:31.694,4,Regular Season,Estadio Municipal de Butarque,,Asier Garitano Aguirrezábal,Luis Enrique Martínez García,1.1.0,2,2.0
2016-09-10,2016/2017,Barcelona,Deportivo Alavés,1,2,1,1.65,0.4,17,2,74.3,746,651,111,42,8,13,266669,20:30:00.000,Spain - La Liga,available,scheduled,2023-05-11T08:12:51.955151,2021-06-13T16:17:31.694,3,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Mauricio Pellegrino,1.1.0,2,2.0
2016-08-28,2016/2017,Athletic Club,Barcelona,0,1,1,1.81,0.55,11,2,63.28,648,540,86,45,7,13,266892,20:15:00.000,Spain - La Liga,available,scheduled,2022-11-19T16:05:59.289907,2021-06-13T16:17:31.694,2,Regular Season,San Mamés Barria,Antonio Miguel Mateu Lahoz,Ernesto Valverde Tejedor,Luis Enrique Martínez García,1.1.0,2,2.0
2016-09-21,2016/2017,Barcelona,Atlético Madrid,1,1,1,1.03,0.58,19,7,70.39,775,690,120,41,14,15,267220,22:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:42:13.386289,2021-06-13T16:17:31.694,5,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Luis Enrique Martínez García,Diego Pablo Simeone,1.1.0,2,2.0
2016-08-20,2016/2017,Barcelona,Real Betis,6,2,6,3.53,0.23,29,12,72.23,723,631,92,50,12,17,267670,18:15:00.000,Spain - La Liga,available,scheduled,2022-11-19T16:01:22.382731,2021-06-13T16:17:31.694,1,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Luis Enrique Martínez García,Gustavo Augusto Poyet Domínguez,1.1.0,2,2.0
2017-01-29,2016/2017,Real Betis,Barcelona,1,1,1,0.92,1.29,10,4,66.4,587,489,100,54,2,15,266516,12:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:45:34.371938,2021-06-13T16:17:31.694,20,Regular Season,Estadio Benito Villamarín,,Víctor Sánchez del Amo,Luis Enrique Martínez García,1.1.0,2,2.0
2017-05-14,2016/2017,Las Palmas,Barcelona,1,4,4,1.87,0.72,11,5,60.94,671,592,134,41,7,17,267039,20:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:43:11.033141,2021-06-13T16:17:31.694,37,Regular Season,Estadio de Gran Canaria,José Luis González González,Enrique Setién Solar,Luis Enrique Martínez García,1.1.0,2,2.0
2017-01-08,2016/2017,Villarreal,Barcelona,1,1,1,1.38,0.32,20,8,68.83,720,632,118,59,3,15,266477,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:55:12.814918,2021-06-13T16:17:31.694,17,Regular Season,Estadio de la Cerámica,Ignacio Iglesias Villanueva,Francisco Escriba Segura,Luis Enrique Martínez García,1.1.0,2,2.0
2017-04-26,2016/2017,Barcelona,Osasuna,7,1,7,3.66,0.08,19,10,76.08,846,749,135,46,2,3,267101,19:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:48:41.471109,2021-06-13T16:17:31.694,34,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Petar Vasiljević,1.1.0,2,2.0
2017-03-19,2016/2017,Barcelona,Valencia,4,2,4,3.72,0.98,28,11,71.97,670,588,100,51,7,4,266440,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:40:36.642214,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Salvador González Marco,1.1.0,2,2.0
2016-10-22,2016/2017,Valencia,Barcelona,2,3,3,1.97,1.04,15,8,69.03,682,593,152,55,3,15,266033,16:15:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:49:01.733896,2021-06-13T16:17:31.694,9,Regular Season,Estadio de Mestalla,Alberto Undiano Mallenco,Claudio Cesare Prandelli,Luis Enrique Martínez García,1.1.0,2,2.0
2017-03-12,2016/2017,RC Deportivo La Coruña,Barcelona,2,1,1,1.34,1.57,15,5,70.41,747,635,101,54,4,9,267660,16:15:00.000,Spain - La Liga,available,scheduled,2022-11-30T17:50:11.505639,2021-06-13T16:17:31.694,27,Regular Season,Estadio Abanca-Riazor,David Fernández Borbalan,José Mel Pérez,Luis Enrique Martínez García,1.1.0,2,2.0
2017-02-11,2016/2017,Deportivo Alavés,Barcelona,0,6,5,2.88,1.42,22,9,69.9,734,648,77,48,8,10,266273,16:15:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:49:40.233242,2021-06-13T16:17:31.694,22,Regular Season,Estadio de Mendizorroza,Carlos Clos Gómez,Mauricio Pellegrino,Luis Enrique Martínez García,1.1.0,2,2.0
2017-01-14,2016/2017,Barcelona,Las Palmas,5,0,5,3.38,0.57,23,10,59.98,595,524,181,39,11,14,267395,16:15:00.000,Spain - La Liga,available,scheduled,2023-05-11T08:13:40.117646,2021-06-13T16:17:31.694,18,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Luis Enrique Martínez García,Enrique Setién Solar,1.1.0,2,2.0
2017-02-04,2016/2017,Barcelona,Athletic Club,3,0,3,0.97,0.82,16,6,54.12,539,443,93,46,4,13,266874,16:15:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:57:56.516416,2021-06-13T16:17:31.694,21,Regular Season,Spotify Camp Nou,José Luis González González,Luis Enrique Martínez García,Ernesto Valverde Tejedor,1.1.0,2,2.0
2017-01-22,2016/2017,Eibar,Barcelona,0,4,4,1.84,0.61,14,7,60.61,617,499,119,59,8,5,266731,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T17:57:06.130288,2021-06-13T16:17:31.694,19,Regular Season,Estadio Municipal de Ipurúa,,José Luis Mendilibar Etxebarria,Luis Enrique Martínez García,1.1.0,2,2.0
2016-12-18,2016/2017,Barcelona,Espanyol,4,1,4,2.02,0.25,14,7,66.43,645,567,154,44,9,11,266528,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:42:34.637040,2021-06-13T16:17:31.694,16,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Luis Enrique Martínez García,Enrique Sánchez Flores,1.1.0,2,2.0
2017-04-05,2016/2017,Barcelona,Sevilla,3,0,3,1.17,0.61,13,7,56.78,628,547,159,41,9,17,266280,19:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:46:34.060601,2021-06-13T16:17:31.694,30,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Luis Enrique Martínez García,Jorge Luis Sampaoli Moya,1.1.0,2,2.0
2017-05-21,2016/2017,Barcelona,Eibar,4,2,3,5.02,1.08,17,10,71.89,642,552,102,55,6,5,267432,20:00:00.000,Spain - La Liga,available,scheduled,2022-11-30T18:34:51.329429,2021-06-13T16:17:31.694,38,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,José Luis Mendilibar Etxebarria,1.1.0,2,2.0
2016-12-03,2016/2017,Barcelona,Real Madrid,1,1,1,1.22,1.11,12,2,55.51,594,506,259,44,11,20,267076,16:15:00.000,Spain - La Liga,available,scheduled,2022-11-19T16:45:15.008713,2021-06-13T16:17:31.694,14,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Luis Enrique Martínez García,Zinédine Zidane,1.1.0,2,2.0
2017-04-08,2016/2017,Málaga,Barcelona,2,0,0,1.32,0.87,12,3,67.64,669,569,118,38,16,21,267590,20:45:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:41:12.651789,2021-06-13T16:17:31.694,31,Regular Season,Estadio La Rosaleda,Jesús Gil Manzano,José Miguel González Martín del Campo,Luis Enrique Martínez García,1.1.0,2,2.0
