50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.343849,,,,,,,,,,,,,37388a94-cb64-48e8-98e8-78eae17bf9d4,2612,,"[69.0, 31.5]",69238,62,,,,1.2409596,,Right Foot,,,,"[76.6, 53.7]",,Ground Pass,,23.464867,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,129,Barcelona,217,['0011bd65-ac48-494f-a89d-f46e222d0417'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:17:37.365,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.257121,,,,,,,,,,,,,64fd759e-3698-4d28-adc2-d85632deea7a,2617,,"[39.5, 20.7]",69238,62,,,,2.2794225,,Left Foot,,,,"[35.9, 24.9]",,Ground Pass,,5.531727,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,Recovery,2,Regular Play,Valmiro Lópes Rocha,25872.0,Left Back,130,Málaga,223,"['49b21d35-a81b-46aa-b4a9-de236b5bea59', '81e646fb-8e3e-4f91-8770-cd9f84274734']",40,,,,,,,,,,,,,,,,,,Málaga,223,00:17:40.722,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,0.634086,,,,,,,,,,,,,d7c9161a-18d8-42b3-9a45-f9f94ed26d84,2621,,"[41.8, 28.3]",69238,62,,,,0.20902294,,Left Foot,,,,"[51.7, 30.4]",,Ground Pass,,10.120276,,,Victor Obinna Nsofor,26678.0,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Back,130,Málaga,223,"['54f71dad-e3ea-45b6-93d6-229afba6207d', '8e436660-b0bf-4aeb-aa84-1a88ea4d2db1']",43,,,,,,,,,,,,,,,,,,Málaga,223,00:17:43.385,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.62688,,,,,,,,,,,,,b5bf7b22-9d3b-4d81-8b36-212f752498de,2624,,"[51.7, 30.4]",69238,62,,,,-0.8990009,,Right Foot,,,,"[64.9, 13.8]",,Ground Pass,,21.208488,,,Valmiro Lópes Rocha,25872.0,,,,,,2,Regular Play,Victor Obinna Nsofor,26678.0,Center Forward,130,Málaga,223,['a2c17195-454c-45b6-b9a7-eeff7ec4ac5d'],44,,,,,,,,,,,,,,,,,,Málaga,223,00:17:44.420,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,0.994917,,,,,,,,,,,,,ef10f96d-839a-4fda-8e4f-ff2a4197c4fc,2627,,"[80.1, 12.7]",69238,62,,,,-2.4569755,,Right Foot,,,,"[75.2, 8.7]",,Ground Pass,,6.325346,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,2,Regular Play,Valmiro Lópes Rocha,25872.0,Left Back,130,Málaga,223,['5e049b50-758f-428b-945a-b656a15adcc4'],49,,,,,,,,,,,,,,,,,,Málaga,223,00:17:49.648,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.4397,,,,,,,,,,,,,b74c5dbd-cd7b-4624-a215-aa32e0842d72,2633,,"[78.4, 11.2]",69238,63,,,,0.7065552,,Left Foot,,,,"[102.3, 31.6]",,High Pass,,31.422443,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Sérgio Paulo Barbosa Valente,25859.0,Left Back,131,Málaga,223,['09aa0863-0893-4b3a-9db3-5e9cce0ecda3'],20,,,,,,,,,,,,,,,,,,Málaga,223,00:18:20.511,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.656391,,,,,,,,,,,,,eabaf7f8-4d92-463e-ae79-23e60b7d306e,2637,,"[27.2, 5.8]",69238,63,,,,0.9459101,,Right Foot,,,,"[36.0, 18.0]",,Ground Pass,,15.042606,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,132,Barcelona,217,['050c5898-7ad0-4b16-ad01-d650211fe517'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:30.021,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.489702,,,,,,,,,,,,,07dc5565-0c29-4b7d-b906-6ccc19904f61,2641,,"[36.7, 30.4]",69238,63,,,,1.0494037,,Right Foot,,,,"[58.7, 68.7]",,Low Pass,,44.16888,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,132,Barcelona,217,"['69de0b2e-8941-4830-af2b-9f6a4bfeaf19', '883195b5-8087-4020-adbc-f26b5df2821c']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:33.806,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.047399,,,,,,,,,,,,,2dbcebf7-c8b9-4d0b-b94e-8c06b81236af,2644,,"[78.9, 62.1]",69238,63,,,,-1.4617074,,Left Foot,,,,"[81.2, 41.1]",,Ground Pass,,21.125576,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,132,Barcelona,217,['b64ed5f9-a19e-46b2-be85-f719ac57f59b'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:40.427,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.111682,,,,,,,,,,,,,2634177e-ed30-4ce8-bce1-bdb42ab30190,2647,,"[87.1, 52.1]",69238,63,,,,1.0303768,,Right Foot,,,,"[95.5, 66.1]",,Ground Pass,,16.326666,,,Zlatan Ibrahimović,3672.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,132,Barcelona,217,['b5725bdf-83eb-4778-a1c3-3d2b41c6b83d'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:43.634,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.352734,,,,,,,,,,,,,43a2e390-24f6-4eac-ab37-21b896c8a040,2650,,"[100.6, 60.2]",69238,63,,,,-1.7373797,,Right Foot,,,,"[98.7, 48.9]",,Ground Pass,,11.458621,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,132,Barcelona,217,['989ea1b4-1750-4db2-b5a6-8c066ceef91c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:47.316,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,0.7539,,,,,,,,,,,,,eed094c8-7119-48a6-8764-16a56cfef59a,2653,,"[98.7, 48.9]",69238,63,,,,-0.49782234,,Right Foot,,,,"[107.9, 43.9]",,High Pass,,10.470912,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,132,Barcelona,217,"['5749bc1a-be2a-4460-9351-283b5bb330f2', 'f2e5a408-f441-45d4-8624-94408db56bdf']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:48.709,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.378026,,,,,,,,,,,,,4d951d70-5c9f-45cc-b64e-8f2442349a7b,2661,,"[35.5, 39.2]",69238,63,,,,-0.14324296,,Right Foot,,,,"[56.3, 36.2]",,Ground Pass,,21.015232,,,Victor Obinna Nsofor,26678.0,,,,,,2,Regular Play,Valmiro Lópes Rocha,25872.0,Left Back,133,Málaga,223,['0ddd5401-11bc-48bd-b95c-665dddc3b561'],55,,,,,,,,,,,,,,,,,,Málaga,223,00:18:55.563,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.5835,,,,,,,,,,,,,99c47b67-1b71-412a-ae4b-8538fd4e0137,2664,,"[64.7, 37.1]",69238,63,,,,-0.913305,,Right Foot,,,,"[81.3, 15.6]",,Ground Pass,,27.162659,Incomplete,,Nabil Baha,26670.0,,,,,,2,Regular Play,Victor Obinna Nsofor,26678.0,Center Forward,133,Málaga,223,"['c2e42032-df01-4036-a649-fd8569524621', 'e42c20b4-7089-4e4b-b3c0-025302740ae7']",58,,,,,,,,,,,,,,,,,,Málaga,223,00:18:58.484,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.095232,,,,,,,,,,,,,8a1b6a71-1bbe-4021-a3e2-82e96e54a24c,2668,,"[87.2, 0.1]",69238,64,,,,0.9240379,,,,,,"[98.3, 14.8]",,Low Pass,,18.420097,,,Victor Obinna Nsofor,26678.0,,,,,Throw-in,2,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Left Back,134,Málaga,223,['ee324900-5d13-4538-b4fc-0fbb3da1aae7'],24,,,,,,,,,,,,,,,,,,Málaga,223,00:19:24.937,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.469709,,,,,,,,,,,,,95470f68-7c23-402d-a275-359e3be69595,2672,,"[97.9, 15.9]",69238,64,,,,-3.038511,,Left Foot,,,,"[83.4, 14.4]",,High Pass,,14.57738,,,Daniel Toribio Gutiérrez,23792.0,,,,,,2,From Throw In,Victor Obinna Nsofor,26678.0,Center Forward,134,Málaga,223,"['35d8aa97-3c17-4ed4-8a4d-ba34f2d6b3b7', 'a001869e-1aad-4de9-bb20-198cc655735d']",26,,,,,,,,,,,,,,,,,,Málaga,223,00:19:26.072,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.051149,,,,,,,,,,,,,49752c06-ab01-4e35-8950-b1de4168611b,2676,,"[86.2, 11.0]",69238,64,,,,-0.51278836,,Left Foot,,,,"[98.1, 4.3]",,High Pass,,13.6565,,,Valmiro Lópes Rocha,25872.0,,,,,,2,From Throw In,Daniel Toribio Gutiérrez,23792.0,Left Center Midfield,134,Málaga,223,['215ff0ac-57ac-4a91-9405-bdb615c3a9ed'],28,,,,,,,,,,,,,,,,,,Málaga,223,00:19:28.479,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,0.7019,,,,,,,,,,,,,4179c271-ccca-4038-a95f-3c009d8fe854,2687,,"[117.5, 12.9]",69238,64,,,,1.7328249,,Left Foot,True,,,"[114.1, 33.7]",,Low Pass,,21.076054,Incomplete,,Nabil Baha,26670.0,,,,,,2,From Throw In,Valmiro Lópes Rocha,25872.0,Left Back,134,Málaga,223,"['3c8e93ef-cc5a-432a-9233-cd3728f15f5e', '4367d7d9-386d-44ba-ae17-bed33345142f', 'e10bb264-7bb9-49f7-bccb-ca15697b42e1']",38,,,,,,,,,,,,,,,,,,Málaga,223,00:19:38.242,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.365981,,,,,,,,,,,,,5792884b-4f12-4f36-bedd-c23905eaea60,2690,,"[108.6, 0.1]",69238,64,,,,1.0703555,,,,,,"[115.6, 12.9]",,Low Pass,,14.589037,,,Victor Obinna Nsofor,26678.0,,,,,Throw-in,2,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Left Back,135,Málaga,223,['09142783-eea9-4123-a84a-2967479b76f0'],53,,,,,,,,,,,,,,,,,,Málaga,223,00:19:53.846,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.786346,,,,,,,,,,,,,501399ba-e3e5-411a-ae06-61c9b5380803,2694,,"[116.4, 7.7]",69238,64,,,,3.1415927,,Right Foot,,,,"[108.0, 7.7]",,Ground Pass,,8.4,,,Daniel Toribio Gutiérrez,23792.0,,,,,,2,From Throw In,Victor Obinna Nsofor,26678.0,Center Forward,135,Málaga,223,"['56af37ea-8bdb-42cb-8051-ddcbf1945b9b', 'ca6f86e3-34c9-4b46-8f66-efb8b7042ce8']",57,,,,,,,,,,,,,,,,,,Málaga,223,00:19:57.232,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.5016,,,,,,,,,,,,,5b492549-0e3a-4d97-bfa0-b4ea8a816f0e,2697,,"[108.0, 7.7]",69238,64,,,,1.3559809,,Left Foot,True,,,"[115.2, 40.7]",,High Pass,,33.77632,Incomplete,,Nabil Baha,26670.0,,,,,,2,From Throw In,Daniel Toribio Gutiérrez,23792.0,Left Center Midfield,135,Málaga,223,"['166141bd-748e-458e-af99-13b678d2c4f3', '575d50a7-7bcc-4da2-a834-cd03675234d5']",59,,,,,,,,,,,,,,,,,,Málaga,223,00:19:59.047,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.2817,,,,,,,,,,,,,61f269d9-c508-4512-85ff-ffb2fdfb87e3,2700,,"[87.2, 21.7]",69238,65,,,,0.47335604,,Head,,,,"[103.6, 30.1]",,High Pass,,18.42607,Incomplete,,Valmiro Lópes Rocha,25872.0,,,,,Recovery,2,From Throw In,Daniel Toribio Gutiérrez,23792.0,Left Center Midfield,135,Málaga,223,"['30b5cc72-cd95-44f9-a34b-04df0348d6bc', '6dcc3f85-d322-46e8-970e-41cc655ee68f']",2,,,,,,,,,,,,,,,,,,Málaga,223,00:20:02.975,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.014969,,,,,,,,,,,,,b7f2375e-c686-45f8-8aee-fe31726aeba4,2707,,"[91.6, 24.1]",69238,65,,,,-0.64715517,,Right Foot,,,,"[104.7, 14.2]",,Ground Pass,,16.420109,,,Victor Obinna Nsofor,26678.0,,,,,,2,From Throw In,Daniel Toribio Gutiérrez,23792.0,Left Center Midfield,135,Málaga,223,"['21dda564-8d49-4d20-8182-f29b02380385', 'deffc5c5-73ff-4df4-86c6-5bb56bfe157b']",7,,,,,,,,,,,,,,,,,,Málaga,223,00:20:07.089,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,0.3304,,,,,,,,,,,,,f5abb4e2-47ce-4522-a136-d476c582d04b,2711,,"[114.5, 23.4]",69238,65,,,,1.5300026,,Left Foot,,,,"[114.7, 28.3]",,Low Pass,,4.90408,Incomplete,,Daniel Toribio Gutiérrez,23792.0,,,,,,2,From Throw In,Victor Obinna Nsofor,26678.0,Center Forward,135,Málaga,223,"['6354fa63-8c9f-44f7-9bed-ebaadb2721d0', 'aee17e01-b613-40f2-b5cc-a94b5db48f67']",10,,,,,,,,,,,,,,,,,,Málaga,223,00:20:10.681,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.0943,,,,,,,,,,,,,85854dd5-2211-4b70-8845-15bbd4610688,2714,,"[120.0, 0.1]",69238,65,,,,1.6761519,,Right Foot,,,,"[115.4, 43.6]",,High Pass,True,43.742542,Incomplete,,,,,True,Inswinging,,Corner,2,From Corner,Eduardo Ramos Gómez,23977.0,Right Center Midfield,136,Málaga,223,['8ff9dc4b-010e-44b3-a1e0-b27240f85f50'],37,,,,,,,,,,,,,,,,,,Málaga,223,00:20:37.398,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.879867,,,,,,,,,,,,,c4d38415-b22b-4c24-bce9-e88ebc4a6859,2719,,"[4.5, 38.4]",69238,66,True,,,-0.471537,,Right Foot,,,,"[44.9, 17.8]",,Low Pass,,45.34887,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,138,Barcelona,217,['d3499e6f-a4b3-4cd8-b1f4-2e47fdebb1f1'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:01.504,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.655481,,,,,,,,,,,,,0d328e7d-7536-4d6c-97d0-b20385f68d19,2721,,"[44.9, 17.8]",69238,66,,,,1.6106688,,Right Foot,,,,"[43.4, 55.4]",,Ground Pass,,37.62991,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,138,Barcelona,217,['6aa2259d-1dbc-4b10-9fc9-f2d022c3d53d'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:06.228,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,0.858969,,,,,,,,,,,,,fe7111ec-f368-43da-9b18-0cb458cd0d22,2724,,"[72.4, 62.1]",69238,66,,,,2.005982,,Right Foot,,,,"[67.1, 73.5]",,Ground Pass,,12.571794,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,['9222baeb-d7da-4b90-9ce7-6be435096b07'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:13.575,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.267014,,,,,,,,,,,,,19dfa381-de40-460e-9e2b-e64a8ce549d0,2727,,"[66.9, 73.5]",69238,66,,,,-0.019605331,,Right Foot,,,,"[87.3, 73.1]",,Ground Pass,,20.403921,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,138,Barcelona,217,['dd739727-1eb9-42b1-8da4-6e731981f93c'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:14.514,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.057667,,,,,,,,,,,,,67842a3d-5fe8-4053-9a08-ab113e303319,2730,,"[85.6, 59.4]",69238,66,,,,-0.31926918,,Left Foot,,,,"[109.8, 51.4]",,Low Pass,,25.488037,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,138,Barcelona,217,['2dde1476-d59c-438a-be29-a4906ec9e936'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:18.415,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.6028,,,,,,,,,,,,,3419024d-a234-48b8-b42f-3a0ed92f84a5,2734,,"[109.2, 51.4]",69238,66,,,,-2.4704487,,Right Foot,,,,"[105.8, 48.7]",,Ground Pass,,4.3416586,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Zlatan Ibrahimović,3672.0,Center Forward,138,Barcelona,217,"['3689df8b-b3c9-4b54-abf6-54155cb12ce3', 'f1d3f965-90f8-45ce-8c84-b6925112d85e', 'f792ff31-02da-4f14-91ef-bd897fce741d']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:20.512,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.662443,,,,,,,,,,,,,10e700d7-7fee-45af-9195-3e3478c301da,2739,,"[33.5, 20.7]",69238,66,,,,1.4626923,,Right Foot,,,,"[37.7, 59.4]",,Ground Pass,,38.92724,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,138,Barcelona,217,['aaaa8146-d1c1-4c69-8730-922b53cdea14'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.462,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.2942,,,,,,,,,,,,,b5d406e0-3734-4b5b-b886-570ac1b7d8d1,2743,,"[41.1, 60.9]",69238,66,,,,0.4713844,,Right Foot,,,,"[61.7, 71.4]",,Ground Pass,,23.121635,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,138,Barcelona,217,"['6bc48d5c-f3ed-4236-980e-d9234e7a7485', '7ea0949f-d106-4853-9ab3-562160cc1d11']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:34.381,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.734,,,,,,,,,,,,,20538219-69f0-4d62-998e-661655919932,2747,,"[87.1, 77.1]",69238,66,,,,-1.553704,,Right Foot,,,,"[87.5, 53.7]",,Low Pass,,23.40342,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,138,Barcelona,217,['cde0b6de-2819-4783-8c15-5bc3f5213ee8'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:40.640,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.6501,,,,,,,,,,,,,70a0f619-56c7-4129-993d-e47a00cc95dd,2762,,"[108.1, 57.3]",69238,66,,,,-1.1682013,,Right Foot,,,,"[119.3, 31.0]",,High Pass,,28.585485,Out,,Zlatan Ibrahimović,3672.0,,,,,Recovery,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,139,Málaga,223,['22078f46-a69b-4bd5-9b1f-ce7d10af5e4a'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.168,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.462397,,,,,,,,,,,,,89bb87fe-3d18-455b-abef-5aaebbe37578,2764,,"[7.0, 36.1]",69238,67,True,,,0.33210394,,Right Foot,,,,"[76.3, 60.0]",,High Pass,,73.30553,,,Eduardo Ramos Gómez,23977.0,,,,,Goal Kick,2,From Goal Kick,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,140,Málaga,223,['77dceb89-e1b4-4a01-9416-559665a1ac63'],18,,,,,,,,,,,,,,,,,,Málaga,223,00:22:18.941,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.965249,,,,,,,,,,,,,477708cb-0f6a-480a-8017-36adaa6724e3,2766,,"[78.6, 60.2]",69238,67,True,,,-0.41882277,,Right Foot,,,,"[94.1, 53.3]",,Ground Pass,,16.966438,Pass Offside,,Victor Obinna Nsofor,26678.0,,,,,,2,From Goal Kick,Eduardo Ramos Gómez,23977.0,Right Center Midfield,140,Málaga,223,['e9a77364-55b1-45cf-b424-507d8653b953'],22,,,,,,,,,,,,,,,,,,Málaga,223,00:22:22.034,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,2.279896,,,,,,,,,,,,,5a83a939-8272-46b8-92a7-1d24b7332a9b,2768,,"[26.0, 26.8]",69238,67,True,,,1.051253,,Right Foot,,,,"[41.5, 53.9]",,Ground Pass,,31.219545,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,141,Barcelona,217,['e58714e9-db5f-4058-b48e-15d24cefb1a3'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.216,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.392845,,,,,,,,,,,,,83ea049e-37a4-4142-898b-0f55b857b607,2770,,"[46.3, 57.7]",69238,67,,,,0.64217746,,Right Foot,,,,"[70.5, 75.8]",,Ground Pass,,30.220026,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,141,Barcelona,217,['cf3e5fe9-1ce8-4f5b-94cb-89ba44c67861'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:40.579,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.871959,,,,,,,,,,,,,5b21058d-ef91-42d0-a678-51e0f92ff010,2775,,"[80.4, 80.0]",69238,67,,,,-2.6296554,,,,,,"[69.9, 74.1]",,Low Pass,,12.0440855,,,Daniel Alves da Silva,4324.0,,,,,Throw-in,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,142,Barcelona,217,['50075bac-4007-48e1-8578-5258aa5d7d88'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:46.689,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.166564,,,,,,,,,,,,,b652d0ca-30db-4c06-b992-82d93877116d,2778,,"[69.7, 72.4]",69238,67,,,,-1.3628378,,Right Foot,,,,"[72.0, 61.5]",,Ground Pass,,11.1400175,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,142,Barcelona,217,['3b4d15f5-0279-4ffa-9af1-7dff09715905'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:49.714,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,0.947266,,,,,,,,,,,,,331d5503-76de-45d9-af0d-595d54971c4d,2782,,"[70.9, 64.5]",69238,67,,,,2.7672591,,Right Foot,,,,"[62.5, 67.8]",,Ground Pass,,9.024965,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,142,Barcelona,217,"['c6d0177e-4992-401c-9a35-cb3ffbbe9ecc', 'fe49b4ba-ff12-44a0-b03d-a9f72dea545e']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:51.595,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.2198,,,,,,,,,,,,,8ec2031a-f02e-45ab-89fa-905553e5320d,2785,,"[62.5, 67.8]",69238,67,,,,-1.5191182,,Left Foot,,,,"[63.4, 50.4]",,Ground Pass,,17.42326,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,142,Barcelona,217,['e8692222-30ea-4c5e-9846-1b58cb5710da'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:52.685,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.760532,,,,,,,,,,,,,835e0565-ad76-4470-96b2-8e3bc442e377,2789,,"[63.2, 47.4]",69238,67,,,,-1.1578864,,Right Foot,,,,"[67.8, 36.9]",,Ground Pass,,11.46342,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,"['471842a7-c5f9-4f4d-ac46-664c11f9241b', '8f37e486-cacc-4982-b955-18ef2394f94c']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:54.734,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,1.1998,,,,,,,,,,,,,5c2e199c-ec98-4cad-96ba-eccc01d40d2d,2792,,"[77.4, 36.1]",69238,67,,,,-0.65226185,,Right Foot,,,,"[90.1, 26.4]",,Ground Pass,,15.980614,,,Zlatan Ibrahimović,3672.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,142,Barcelona,217,['330ef91b-e883-498b-b3c0-ce6e348df16b'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:57.078,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,1.408062,,,,,,,,,,,,,510240ec-61e8-49e6-99af-c4eaf7dc38bd,2795,,"[90.1, 26.4]",69238,67,,,,-2.0224924,fe4f6549-730f-4e85-8801-94b33cddcd08,Right Foot,,,,"[85.2, 16.3]",True,Ground Pass,,11.225863,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,142,Barcelona,217,['dfe8ff50-c7cd-45fa-92bd-d7503883da8f'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:58.318,Pass,,2009/2010
