bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.604588,,,,,,,,,,,,,,ba051990-ff13-4e65-a7f5-e4c932a6e1e7,1320,,"[47.6, 45.9]",303615,28,,,,,-1.815775,,Right Foot,,,,"[43.6, 29.9]",Ground Pass,,16.492422,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,50,Barcelona,217,['1d826dc8-4395-4071-9269-1fcf4977bd38'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:35.554,Pass,,2019/2020
,,,,,,,,,,,,,,2.490983,,,,,,,,,,,,,,ad421b16-6e95-44a5-89be-44dfe34493ec,1322,,"[43.6, 29.9]",303615,28,,,,,-0.87320787,,Left Foot,,,,"[63.8, 5.8]",Ground Pass,,31.445986,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,50,Barcelona,217,['50623880-92c3-4e05-8011-218814afdf32'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:37.158,Pass,,2019/2020
,,,,,,,,,,,,,,0.719999,,,,,,,,,,,,,,3bbc1758-a0ff-4194-8e5b-442e00628282,1325,,"[67.1, 3.6]",303615,28,,,,,1.895348,,Left Foot,,,,"[63.5, 14.3]",Ground Pass,,11.289375,,,,Antoine Griezmann,5487.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,50,Barcelona,217,['983ef585-27b0-43cd-9455-599dab545b85'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:41.360,Pass,,2019/2020
,,,,,,,,,,,,,,1.038842,,,,,,,,,,,,,,2b2f0be9-f4b9-4bcd-885c-046243ccd387,1327,,"[63.5, 14.3]",303615,28,,,,,-1.1112809,,Right Foot,,,,"[68.3, 4.6]",Ground Pass,,10.822661,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,50,Barcelona,217,['0cd3dacb-f770-4a9e-a073-1df705ff7ecd'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:42.080,Pass,,2019/2020
,,,,,,,,,,,,,,0.840243,,,,,,,,,,,,,,c4ae0509-4f31-4b0e-988e-45d9b38a690d,1330,,"[68.3, 4.6]",303615,28,,,,,1.8662372,,Right Foot,,,,"[65.5, 13.8]",Ground Pass,,9.6166525,,,,Antoine Griezmann,5487.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,50,Barcelona,217,['76bba5bd-cd16-4975-bffa-64075c13330c'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.024,Pass,,2019/2020
,,,,,,,,,,,,,,1.147936,,,,,,,,,,,,,,e0f3decc-3cc5-472c-af9e-33157fe05058,1333,,"[65.5, 13.8]",303615,28,,,,,1.7325292,,Left Foot,,,,"[62.4, 32.8]",Ground Pass,,19.251234,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,50,Barcelona,217,['bb8104a7-3c36-46b2-b0c7-213212038580'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:46.160,Pass,,2019/2020
,,,,,,,,,,,,,,1.20208,,,,,,,,,,,,,,e2745455-ce7a-4665-90fe-d9b042ac81dc,1336,,"[62.4, 32.8]",303615,28,,,,,0.989714,,Right Foot,,,,"[66.8, 39.5]",Ground Pass,,8.01561,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,50,Barcelona,217,['dd0ed994-dca3-4f9f-9077-962ac64b7ee3'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:48.371,Pass,,2019/2020
,,,,,,,,,,,,,,1.412258,,,,,,,,,,,,,,c1092a8e-255b-47e1-954f-f1826668bdca,1339,,"[71.2, 45.9]",303615,28,,,,,1.2918965,,Right Foot,,,,"[77.5, 67.9]",Ground Pass,,22.884274,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,50,Barcelona,217,['f245433a-e1e6-49f0-abc5-c7e0cfb291ad'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:51.570,Pass,,2019/2020
,,,,,,,,,,,,,,0.821113,,,,,,,,,,,,,,3e6ae324-a07a-4072-b604-f0e9de5c8e1b,1342,,"[77.5, 67.9]",303615,28,,,,,1.2662854,,Left Foot,,,,"[79.7, 74.9]",Ground Pass,,7.3375745,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,50,Barcelona,217,['1bd728ac-fc55-47d6-a107-cdb66996a51d'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:53.863,Pass,,2019/2020
,,,,,,,,,,,,,,1.472689,,,,,,,,,,,,,,1e3d3b83-85b0-4526-a5ba-092b3858d1ca,1345,,"[89.7, 60.8]",303615,28,,,,,-1.6585469,,Left Foot,,,,"[86.7, 26.7]",Ground Pass,,34.231712,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,50,Barcelona,217,['ea0048ef-972c-4137-a7cb-bda63cca3564'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:59.475,Pass,,2019/2020
,,,,,,,,,,,,,,1.877192,,,,,,,,,,,,,,cbbe6b88-fb2e-443c-a5df-8b01195f5e43,1349,,"[98.0, 22.9]",303615,29,,,,,-0.91862494,,Right Foot,,,,"[106.4, 11.9]",Ground Pass,,13.84052,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,50,Barcelona,217,"['d061d007-1696-40c1-a83b-dc4a3e72519a', 'ea9ccf7c-bb42-4ffb-be86-77e55aba9da8']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:02.745,Pass,True,2019/2020
,,,,,,,,,,,,,,0.948148,,,,,,,,,,,,,,1457d678-bd65-4b18-9dd3-88ab1a51154d,1352,,"[106.4, 11.9]",303615,29,,,,,2.3507302,,Left Foot,,,,"[97.3, 21.1]",Ground Pass,,12.940248,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,50,Barcelona,217,"['0be47688-c6f3-44be-9734-7c664885c255', '42a9ae38-b2ed-47b3-8b9e-a80c86ae39bf']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:07.288,Pass,,2019/2020
,,,,,,,,,,,,,,0.84489,,,,,,,,,,,,,,42a9ae38-b2ed-47b3-8b9e-a80c86ae39bf,1355,,"[22.8, 59.0]",303615,29,,,,,-3.0459945,,Right Foot,,,,"[15.5, 58.3]",Ground Pass,,7.3334846,,,,David López Silva,6754.0,,,,,,Recovery,1,Regular Play,Pol Lozano Vizuete,31885.0,Right Center Midfield,51,Espanyol,214,"['1457d678-bd65-4b18-9dd3-88ab1a51154d', 'adff63bb-8207-4af8-9367-48010e83a068', 'f60da74b-d495-4546-a690-a508d523ac69']",8,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:08.236,Pass,True,2019/2020
,,,,,,,,,,,,,,3.241823,,,,,,,,,,,,,,b2ded8b6-aa21-4f6a-9bf8-3d91ad8ac3e3,1361,,"[21.6, 55.9]",303615,29,,,,,-0.6506438,,Right Foot,,,,"[77.3, 13.5]",High Pass,,70.001785,,,,Dídac Vilá Rosselló,6886.0,,,True,,,Free Kick,1,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,52,Espanyol,214,['bbe58f84-90e8-4561-81c3-08fc43048dce'],38,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:38.162,Pass,,2019/2020
,,,,,,,,,,,,,,2.63233,,,,,,,,,,,,,,84a69916-3531-4e08-9550-b8fab9c04975,1364,,"[77.3, 13.5]",303615,29,,,,True,-0.91705227,,,,,,"[86.8, 1.1]",High Pass,,15.620819,,Out,,Raúl de Tomás Gómez,16209.0,,,,,,,1,From Free Kick,Dídac Vilá Rosselló,6886.0,Left Wing Back,52,Espanyol,214,"['37862a85-ef3c-4dbe-93fc-d2a38e84cb3e', '61ee0348-19cf-443f-9af5-d4f63deb0c81']",41,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:41.403,Pass,True,2019/2020
,,,,,,,,,,,,,,0.851476,,,,,,,,,,,,,,bb03aa75-e72b-4e5c-aa71-af92079c475c,1366,,"[40.9, 80.0]",303615,29,,,,,-1.39553,,,,,,"[42.6, 70.4]",Low Pass,,9.749359,,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,53,Barcelona,217,['083c61dc-df23-4c10-bf6b-0ea90ba74672'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:48.207,Pass,,2019/2020
,,,,,,,,,,,,,,0.850274,,,,,,,,,,,,,,0215247f-5874-4034-82b8-5991ea32f462,1368,,"[42.6, 70.4]",303615,29,,,,,2.332943,,Right Foot,,,,"[36.3, 77.0]",Low Pass,,9.124144,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,53,Barcelona,217,['d5ebc46b-e1bd-4955-90b2-2ce5b888c4aa'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.059,Pass,,2019/2020
,,,,,,,,,,,,,,0.96134,,,,,,,,,,,,,,58bc068a-ada8-4936-8364-0174bd5a6796,1372,,"[34.0, 76.4]",303615,29,,,,,-1.5034825,,Left Foot,,,,"[34.6, 67.5]",Ground Pass,,8.920202,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,53,Barcelona,217,"['5859f5b4-0d89-4698-8abc-83821c6d0662', '78fa6d10-e561-4f63-9b59-6331459464f5']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:50.657,Pass,True,2019/2020
,,,,,,,,,,,,,,1.89328,,,,,,,,,,,,,,293aa37c-734b-41d6-816e-96353a13eb87,1379,,"[35.8, 64.3]",303615,29,,,,,-1.5902743,,Left Foot,,,,"[35.2, 33.5]",Ground Pass,,30.805843,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['a4767ee6-1cbb-48cf-a4db-eb40600d8899'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:53.840,Pass,,2019/2020
,,,,,,,,,,,,,,2.446543,,,,,,,,,,,,,,f19f3ae3-326f-4b31-b15f-083c123e4614,1382,,"[73.7, 30.3]",303615,30,,,,,-1.0604995,,Right Foot,,,,"[82.6, 14.4]",Ground Pass,,18.221416,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,53,Barcelona,217,['01027e0b-f17d-40d8-935b-cd9b94cb4c14'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:03.570,Pass,,2019/2020
,,,,,,,,,,,,,,0.956596,,,,,,,,,,,,,,d358c582-4d9a-496a-9c24-cf24f23a1580,1385,,"[82.6, 14.4]",303615,30,,,,,2.3516695,,Left Foot,,,,"[71.6, 25.5]",Ground Pass,,15.62722,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,53,Barcelona,217,['f123cac3-8157-4ea6-aa01-81f2c3f2f4af'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:08.173,Pass,,2019/2020
,,,,,,,,,,,,,,1.073493,,,,,,,,,,,,,,4805f3b1-f4c7-4c2b-83dd-36a8bde5ccf1,1388,,"[71.6, 25.5]",303615,30,,,,,-0.8902751,,Right Foot,,,,"[76.7, 19.2]",Ground Pass,,8.105554,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,53,Barcelona,217,['582dce96-b60a-4063-9e68-ca47f42a8661'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:11.077,Pass,,2019/2020
,,,,,,,,,,,,,,1.133562,,,,,,,,,,,,,,96628e15-9425-4144-ba27-68cbd6522087,1391,,"[76.7, 19.2]",303615,30,,,,,-0.49488744,,Right Foot,,,,"[89.3, 12.4]",Ground Pass,,14.3178215,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,53,Barcelona,217,['4f4830cd-d888-4bef-a542-79f14611bd74'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:12.831,Pass,,2019/2020
,,,,,,,,,,,,,,0.880352,,,,,,,,,,,,,,9f5e3f99-8c3f-4a66-9078-35d7bce93ec2,1394,,"[89.3, 12.4]",303615,30,,,,,2.4881663,,Left Foot,,,,"[82.9, 17.3]",Ground Pass,,8.060397,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,53,Barcelona,217,['aeb5c28f-fb7c-4310-bbca-e6211a7fc26e'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:15.336,Pass,,2019/2020
,,,,,,,,,,,,,,1.06156,,,,,,,,,,,,,,8e4ab529-120e-4a82-bbad-2b6974f863a6,1397,,"[82.9, 17.3]",303615,30,,,,,2.4485238,,Right Foot,,,,"[65.2, 32.0]",Ground Pass,,23.008259,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,53,Barcelona,217,['6341825e-8419-4159-ab66-8bf5ca41bb3d'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:17.347,Pass,,2019/2020
,,,,,,,,,,,,,,0.662793,,,,,,,,,,,,,,5eae96e2-8fd9-404d-a56e-c8b8f067e1a2,1400,,"[64.9, 33.4]",303615,30,,,,,1.2634852,,Right Foot,,,,"[70.2, 50.1]",Ground Pass,,17.520845,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,"['b8832bd4-5475-4f54-b9eb-77a4931c6f5f', 'f3679222-dd3b-4489-ae7a-a633d8d6028c']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:19.715,Pass,,2019/2020
,,,,,,,,,,,,,,2.308791,,,,,,,,,,,,,,a4c35b11-8957-4048-ae75-f4f25d5e58b2,1403,,"[65.5, 51.2]",303615,30,,,,,-2.0274017,,Right Foot,,,,"[57.1, 34.1]",Ground Pass,,19.051771,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,53,Barcelona,217,['1a41e394-8083-4a8d-9e23-50430dbc2632'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:21.139,Pass,,2019/2020
,,,,,,,,,,,,,,1.397445,,,,,,,,,,,,,,6cdafa38-67f7-4e1f-9b88-9fd2fe7cd73f,1407,,"[56.6, 33.9]",303615,30,,,,,-1.6301326,,Left Foot,,,,"[55.4, 13.7]",Ground Pass,,20.235613,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,"['27d64128-6ad0-4738-8bcd-b1efb584dccc', 'b6963e58-0843-4de0-898d-e5c927ead82d']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:23.527,Pass,True,2019/2020
,,,,,,,,,,,,,,0.920867,,,,,,,,,,,,,,c59d979c-d134-4ca2-b5a8-cdba08fa8fc5,1410,,"[76.3, 24.2]",303615,30,,,,,1.5243182,,Left Foot,,,,"[76.7, 32.8]",Ground Pass,,8.609298,,,,Antoine Griezmann,5487.0,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,53,Barcelona,217,['518aa5e1-d2b6-4afc-ab52-775a5d631339'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:30.393,Pass,,2019/2020
,,,,,,,,,,,,,,0.564476,,,,,,,,,,,,,,37f2b3a2-1ab8-431c-8554-3678d93be469,1413,,"[75.9, 37.7]",303615,30,,,,,0.7628456,,Right Foot,,,,"[82.7, 44.2]",Ground Pass,,9.406913,,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Center Forward,53,Barcelona,217,['9a3ec400-13af-4bc7-a0c7-667aea2c33bb'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:32.523,Pass,,2019/2020
,,,,,,,,,,,,,,0.679624,,,,,,,,,,,,,,6ad8c52c-3a89-4ab4-a55b-68bb852697c9,1415,,"[82.7, 44.2]",303615,30,,,,,2.904744,,Right Foot,,,,"[76.9, 45.6]",Ground Pass,,5.9665737,,,,Antoine Griezmann,5487.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,53,Barcelona,217,['21bd645f-53ea-47eb-9661-d7c4ad032a57'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:33.087,Pass,,2019/2020
,,,,,,,,,,,,,,1.398851,,,,,,,,,,,,,,e3defa45-c0ed-448b-893a-73177be82e64,1417,,"[76.9, 45.6]",303615,30,,,,,1.2349951,,Left Foot,,,,"[85.8, 71.1]",Ground Pass,,27.008516,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Center Forward,53,Barcelona,217,['c9e8bf2c-280b-4e1b-8d63-e014188b90c4'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:33.767,Pass,,2019/2020
,,,,,,,,,,,,,,0.786169,,,,,,,,,,,,,,2ca58d5f-01c6-44a6-85a9-53ab4cd683a6,1420,,"[85.8, 71.1]",303615,30,,,,,-2.4210386,,Right Foot,,,,"[81.7, 67.5]",Ground Pass,,5.456189,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,53,Barcelona,217,['7305dc22-8b0c-46c7-96d5-271b6ada9e83'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.347,Pass,,2019/2020
,,,,,,,,,,,,,,0.910672,,,,,,,,,,,,,,2348710d-110d-4874-8ffc-5d1062fd356e,1424,,"[105.5, 69.2]",303615,30,,,,,2.768605,,Left Foot,,,,"[98.6, 71.9]",Ground Pass,,7.4094534,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,53,Barcelona,217,['f8708c6c-3c8b-42da-846a-118461687794'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:41.117,Pass,,2019/2020
,,,,,,,,,,,,,,0.921157,,,,,,,,,,,,,,a2f9f6ed-6e62-44e2-94db-1180b3c5799d,1427,,"[98.6, 71.9]",303615,30,,,,,-2.2221713,,Right Foot,,,,"[90.9, 61.8]",Ground Pass,,12.700394,,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,53,Barcelona,217,['40d8753b-5043-4eab-af1f-2e8fcfea96bc'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:42.516,Pass,,2019/2020
,,,,,,,,,,,,,,2.500519,,,,,,,,,,,,,,ef095510-4c62-498c-8bc3-a11c8e856f02,1430,,"[90.9, 61.8]",303615,30,,,,,-1.3076626,,Right Foot,,,,"[104.8, 10.2]",High Pass,,53.439404,,,,Jordi Alba Ramos,5211.0,,,True,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,53,Barcelona,217,['07ed981f-944b-4a63-a744-d612d0febeb5'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:44.640,Pass,,2019/2020
,,,,,,,,,,,,,,0.149962,,,,,,,,,,,,,,1417a948-5823-4020-9145-2bd5aa065435,1433,,"[104.8, 10.2]",303615,30,,,,,0.90675014,,Left Foot,,,,"[106.6, 12.5]",Ground Pass,,2.9206164,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,53,Barcelona,217,"['5158f6dc-c838-4c4f-bb8a-f37c2d3feeca', '735de16d-37f3-4266-a332-26cc8c504887']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:48.222,Pass,,2019/2020
,,,,,,,,,,,,,,0.846909,,,,,,,,,,,,,,f350dae5-91af-4782-8a36-d6fb5830d825,1436,,"[120.0, 0.1]",303615,31,,True,,,3.0172377,,Left Foot,,,,"[109.6, 1.4]",Ground Pass,,10.480935,,,,Ivan Rakitić,5470.0,,,,,,Corner,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,54,Barcelona,217,['572f14e5-d9d2-48a2-8653-fd966297f859'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:02.285,Pass,,2019/2020
,,,,,,,,,,,,,,1.205775,,,,,,,,,,,,,,d515dad1-da44-47cd-add6-58749452f380,1438,,"[106.6, 4.0]",303615,31,,True,,,2.4393358,,Right Foot,,,,"[88.4, 19.4]",Ground Pass,,23.84114,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,54,Barcelona,217,['0907a9cd-482d-4e5a-84ce-3781120b89e3'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:04.268,Pass,,2019/2020
,,,,,,,,,,,,,,0.981455,,,,,,,,,,,,,,5ece2497-af5f-43ae-9e0a-d28f6b0e1f83,1440,,"[88.4, 19.4]",303615,31,,,,,-0.7651989,,Right Foot,,,,"[98.5, 9.7]",Ground Pass,,14.003571,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Corner,Sergi Roberto Carnicer,6379.0,Left Center Midfield,54,Barcelona,217,['9d0699f7-6a52-4559-9de4-03ab54627430'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:06.290,Pass,,2019/2020
,,,,,,,,,,,,,,1.954965,,,,,,,,,,,,,,6623c3b3-40a3-488b-a410-ee20e1afb2b4,1443,,"[98.5, 9.7]",303615,31,,,,,0.49148265,,Left Foot,,,,"[115.5, 18.8]",Ground Pass,,19.282375,,,,Ivan Rakitić,5470.0,,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,54,Barcelona,217,['f9ee3280-fea9-4abf-b45d-edee1de05575'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:08.800,Pass,,2019/2020
,,,,,,,,,,,,,,0.550077,,,,,,,,,,,,,,105c500c-891c-45a0-bb53-c09d1d741472,1446,,"[115.5, 18.8]",303615,31,,,,,1.5237722,,Left Foot,True,,,"[116.3, 35.8]",High Pass,,17.018812,,Incomplete,,,,,,,,,,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,54,Barcelona,217,['812600d1-d0d7-459a-a630-bee2910e263e'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:10.795,Pass,,2019/2020
,,,,,,,,,,,,,,3.888812,,,,,,,,,,,,,,05eb82f4-c09a-44b3-9cd0-2eff416845c7,1451,,"[12.9, 74.3]",303615,31,,,,,-0.069958635,,Right Foot,,,,"[81.4, 69.5]",High Pass,,68.66797,,Incomplete,,,,,,,,,,1,From Corner,Víctor Gómez Perea,32670.0,Right Wing Back,54,Barcelona,217,"['81e0684c-52eb-401d-a84a-aaa7f8fc0351', 'f0fb6b70-af68-4b3b-bf70-98e9c61e3e6f']",15,,,,,,,,,,,,,,,,,,Espanyol,214,00:31:15.650,Pass,True,2019/2020
,,,,,,,,,,,,,,1.516904,,,,,,,,,,,,,,2a248a11-44a0-4177-af51-d994f7dd477d,1454,,"[38.7, 10.3]",303615,31,,,,,1.1050783,,Left Foot,,,,"[48.4, 29.6]",Ground Pass,,21.600464,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Corner,Marc-André ter Stegen,20055.0,Goalkeeper,54,Barcelona,217,['8324a45a-5ccc-4189-80f3-1e8760f5212c'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:20.426,Pass,,2019/2020
,,,,,,,,,,,,,,1.342755,,,,,,,,,,,,,,9e6730bb-65ce-4682-b1ea-7b24ff4069d1,1457,,"[54.1, 43.4]",303615,31,,,,,-1.4406462,,Right Foot,,,,"[56.6, 24.3]",Ground Pass,,19.262918,,,,Clément Lenglet,6826.0,,,,,,,1,From Corner,Nélson Cabral Semedo,6374.0,Right Back,54,Barcelona,217,['2de1b782-3e78-4458-9f6b-bce6aabab13c'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:26.882,Pass,,2019/2020
,,,,,,,,,,,,,,0.819953,,,,,,,,,,,,,,87cf35f3-e814-4f5f-ad2d-a5ce99976949,1460,,"[56.6, 24.3]",303615,31,,,,,-0.51048833,,Left Foot,,,,"[64.1, 20.1]",Ground Pass,,8.595929,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Corner,Clément Lenglet,6826.0,Left Center Back,54,Barcelona,217,['6c3e21ab-0587-426f-8472-cc4af4cdb655'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:29.087,Pass,,2019/2020
,,,,,,,,,,,,,,1.360952,,,,,,,,,,,,,,553e29a0-e2ed-405e-91c4-e7d9d7b05d81,1463,,"[64.1, 20.1]",303615,31,,,,,-0.58248794,,Right Foot,,,,"[76.7, 11.8]",Ground Pass,,15.088075,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Corner,Sergi Roberto Carnicer,6379.0,Left Center Midfield,54,Barcelona,217,['10e40202-5577-4565-8fdb-0b1882d138b8'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:31.062,Pass,,2019/2020
,,,,,,,,,,,,,,1.000284,,,,,,,,,,,,,,85939d72-021c-45ea-bb31-18f011e3df59,1466,,"[78.9, 9.3]",303615,31,,,,,-0.7086263,,Right Foot,,,,"[85.9, 3.3]",Ground Pass,,9.219544,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,54,Barcelona,217,['bbd15980-8401-4068-abe5-e04daabf5dd8'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.549,Pass,,2019/2020
