ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.387424,,,,,,,,,,,,,,,f6a5a85c-797d-448e-9f95-1a845cf45bec,3651,,,"[86.0, 60.9]",3825627,89,,,,,-1.8988588,,Right Foot,,,"[74.7, 27.7]",,Ground Pass,,35.07036,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,213,Rayo Vallecano,360,"['4aac222f-b3a3-43c4-ba74-7a032b4d3ae1', '541cb2df-4452-45ee-b7d6-6172e4965e8d']",23,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:23.370,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.112255,,,,,,,,,,,,,,,fc7995e6-7f5b-4c57-b95a-8dece946003c,3654,,,"[74.1, 24.5]",3825627,89,,,,,-0.32440308,a92fcf9e-25e4-43b6-9389-c826a2e92399,Right Foot,,,"[85.4, 20.7]",,Ground Pass,,11.921828,,,,Adrián Embarba Blázquez,11539.0,True,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,213,Rayo Vallecano,360,['fc83bfa2-78f4-4f0a-a24d-5f91b0dd38f7'],26,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:26.894,Pass,,2015/2016
,,,,,,,,,,,,,,,0.676738,,,,,,,,,,,,,,,fd19d171-3984-455f-b2d6-4b5018f5daca,3663,,,"[22.5, 54.3]",3825627,89,,,,,-1.1046673,,Left Foot,,,"[30.6, 38.2]",,Ground Pass,,18.022764,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Gerard Gumbau Garriga,6834.0,Center Defensive Midfield,213,Rayo Vallecano,360,"['1b6a1fae-70b2-42c6-8888-bda79e80eee6', '2fec3fbf-58c9-4529-a65b-935dd648e45d']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:32.980,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.370791,,,,,,,,,,,,,,,04788210-60cf-4b9c-abf1-3a9c6ec769fb,3668,,,"[85.2, 56.6]",3825627,89,,,,,1.1116532,,Left Foot,,,"[94.0, 74.4]",,Ground Pass,,19.856485,,,,Alhassane Bangoura,23761.0,,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Back,213,Rayo Vallecano,360,['43d1f785-75c0-4b72-995f-59ec747f1e98'],37,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:37.023,Pass,,2015/2016
,,,,,,,,,,,,,,,1.213752,,,,,,,,,,,,,,,1bc4cc2b-d91b-4bd0-8cad-254ba802b450,3671,,,"[106.2, 57.0]",3825627,89,,,,,-2.6011732,,Right Foot,,,"[100.2, 53.4]",,Ground Pass,,6.9971423,,,,Patrick Ebert,9246.0,,,,,,2,Regular Play,Alhassane Bangoura,23761.0,Right Wing,213,Rayo Vallecano,360,['b89d2b3f-7fb7-417c-9d57-81ebe5e671e3'],42,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:42.863,Pass,,2015/2016
,,,,,,,,,,,,,,,0.188383,,,,,,,,,,,,,,,d3b3a918-a399-43b9-863b-58f54a580ff3,3674,,,"[100.2, 53.4]",3825627,89,,,,,-0.7531513,,Right Foot,,,"[103.4, 50.4]",,Low Pass,,4.3863425,,Incomplete,,Adrián Embarba Blázquez,11539.0,,,,,,2,Regular Play,Patrick Ebert,9246.0,Center Attacking Midfield,213,Rayo Vallecano,360,"['046c7f97-b184-41f7-9c8e-34b42b7127c7', 'd3b4625f-8ddc-4422-a0df-3767c33cdaf5']",44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:44.104,Pass,,2015/2016
,,,,,,,,,,,,,,,3.139319,,,,,,,,,,,,,,,aee7e2b2-144a-489e-981c-274c7cfde724,3679,,,"[5.0, 24.8]",3825627,89,,,,,0.031663623,,Left Foot,,,"[71.3, 26.9]",,High Pass,,66.33325,,Incomplete,,,,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,214,Barcelona,217,['4b6e257d-19d5-4db9-afa5-22a1a09ed03c'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:48.156,Pass,,2015/2016
,,,,,,,,,,,,,,,2.396899,,,,,,,,,,,,,,,4b6e257d-19d5-4db9-afa5-22a1a09ed03c,3680,,,"[48.8, 53.2]",3825627,89,,,,,0.8675176,,Head,,,"[71.1, 79.5]",,High Pass,,34.48159,,Out,,,,,,,,Recovery,2,Regular Play,José Antonio Dorado Ramírez,11543.0,Right Center Back,214,Barcelona,217,['aee7e2b2-144a-489e-981c-274c7cfde724'],51,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:51.295,Pass,,2015/2016
,,,,,,,,,,,,,,,1.160036,,,,,,,,,,,,,,,1cc76919-7b20-47ae-bb34-f00f3e320c81,3681,,,"[49.5, 0.1]",3825627,90,,True,,,2.2259023,,,,,"[43.2, 8.3]",,Low Pass,,10.340696,,,,Jordi Alba Ramos,5211.0,,,,,Throw-in,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,215,Barcelona,217,['4051ccc7-18aa-4d42-bef2-2672d4e2f9f1'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:06.538,Pass,,2015/2016
,,,,,,,,,,,,,,,1.431636,,,,,,,,,,,,,,,ab918e54-0e75-401f-a358-e19deadc7ef2,3683,,,"[43.0, 8.7]",3825627,90,,,,,2.3294947,,Left Foot,,,"[26.6, 26.0]",,Ground Pass,,23.837996,,,,Jérémy Mathieu,10609.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,215,Barcelona,217,['d392761d-014c-4750-9045-c35b10568ab6'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:09.220,Pass,,2015/2016
,,,,,,,,,,,,,,,2.097423,,,,,,,,,,,,,,,8c9da154-d629-4c31-9b68-f56843396455,3686,,,"[26.6, 26.3]",3825627,90,,,,,1.6388028,,Left Foot,,,"[24.4, 58.6]",,Ground Pass,,32.374836,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,215,Barcelona,217,['0f49728e-2a94-4156-8983-38dc94f761c7'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:11.249,Pass,,2015/2016
,,,,,,,,,,,,,,,6.267032,,,,,,,,,,,,,,,38bf439a-376e-44a6-b381-20857c363178,3689,,,"[40.9, 60.9]",3825627,90,,,,,-0.021488475,,Right Foot,,,"[120.0, 59.2]",,High Pass,,79.11826,,Out,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,215,Barcelona,217,,16,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:16.211,Pass,,2015/2016
,,,,,,,,,,,,,,,1.871378,,,,,,,,,,,,,,,34d3ceb0-e538-4c4a-83d8-e53b724108e7,3690,,,"[6.0, 44.0]",3825627,90,,,,,-0.8237632,,Right Foot,,,"[29.8, 18.3]",,Ground Pass,,35.02756,,,,Roberto Trashorras Gayoso,26848.0,,,,,Goal Kick,2,From Goal Kick,Antonio Rodríguez Martínez,26070.0,Goalkeeper,216,Rayo Vallecano,360,['060b9e11-d33c-4701-8d50-1af41292cdd4'],32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:32.245,Pass,,2015/2016
,,,,,,,,,,,,,,,0.922287,,,,,,,,,,,,,,,f4b872bd-98d4-47b1-bed8-6d7436588992,3698,,,"[39.2, 19.6]",3825627,90,,,,,-0.15499674,,Right Foot,,,"[48.8, 18.1]",,Ground Pass,,9.716481,,,,Javier Guerra Rodríguez,11542.0,,,,,,2,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,216,Rayo Vallecano,360,"['18cb7f9b-3df9-4b6b-8c6f-3b7ddee9e2a6', 'e42bd345-92fd-4111-8d5f-a277985f4c05']",38,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:38.641,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.641602,,,,,,,,,,,,,,,0f77e042-11a2-4797-af9f-83f1015d33e0,3701,,,"[48.8, 18.1]",3825627,90,,,,,1.6466001,,Right Foot,,,"[48.2, 26.0]",,Ground Pass,,7.922752,,,,Roberto Trashorras Gayoso,26848.0,,,,,,2,From Goal Kick,Javier Guerra Rodríguez,11542.0,Center Forward,216,Rayo Vallecano,360,['23daa1b0-9b5b-4579-80d6-b63d11f7887a'],39,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:39.612,Pass,,2015/2016
,,,,,,,,,,,,,,,1.7407,,,,,,,,,,,,,,,57e6cf11-4b90-4a56-8f30-407949316ae4,3704,,,"[55.5, 21.8]",3825627,90,,,,,-0.85614604,,Right Foot,,,"[73.2, 1.4]",,Ground Pass,,27.008331,,,,Adrián Embarba Blázquez,11539.0,,,,,,2,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,216,Rayo Vallecano,360,['a97100c7-0165-4f3d-8fcf-0972139609d4'],43,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:43.294,Pass,,2015/2016
,,,,,,,,,,,,,,,1.101711,,,,,,,,,,,,,,,6150c975-ed83-485a-8410-a76c7f8fbe38,3708,,,"[77.7, 20.3]",3825627,90,,,,,-3.0258334,,Right Foot,,,"[73.4, 19.8]",,Ground Pass,,4.3289723,,,,Roberto Trashorras Gayoso,26848.0,,,,,,2,From Goal Kick,Adrián Embarba Blázquez,11539.0,Left Wing,216,Rayo Vallecano,360,"['eb73ac68-483e-493c-bc57-20c2ba88a56a', 'f206f0d6-d5dd-4098-86f4-f63850b7546f']",49,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:49.951,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.689661,,,,,,,,,,,,,,,5d06096a-d3db-48db-a6f1-eff23231d94c,3711,,,"[71.7, 23.0]",3825627,90,,,,,1.2703191,,Right Foot,,,"[87.1, 72.7]",,High Pass,,52.031242,,,,Alhassane Bangoura,23761.0,,True,,,,2,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,216,Rayo Vallecano,360,['6d362232-5459-43dd-ad39-ee8cf5dabac5'],52,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:52.302,Pass,,2015/2016
,,,,,,,,,,,,,,,1.410546,,,,,,,,,,,,,,,dfe0651d-61ec-4dbb-ad58-cae81a783341,3714,,,"[91.8, 71.8]",3825627,90,,,,,-0.90082484,,Right Foot,,,"[104.0, 56.4]",,Ground Pass,,19.646883,,,,Adrián Embarba Blázquez,11539.0,,,,,,2,From Goal Kick,Alhassane Bangoura,23761.0,Right Wing,216,Rayo Vallecano,360,['fc136637-d402-4668-9db0-b30fa7b40172'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:57.168,Pass,,2015/2016
,,,,,,,,,,,,,,,1.851916,,,,,,,,,,,,,,,41785390-8f89-40f0-9bf7-d49f1ec27020,3717,,,"[104.0, 56.4]",3825627,90,,,,,0.635453,,Right Foot,,,"[120.0, 68.2]",,Ground Pass,,19.880644,,Out,,Alhassane Bangoura,23761.0,,,,,,2,From Goal Kick,Adrián Embarba Blázquez,11539.0,Left Wing,216,Rayo Vallecano,360,['41582f74-dba6-4a6e-905e-5f45f0428f91'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:45:58.835,Pass,,2015/2016
,,,,,,,,,,,,,,,3.658009,,,,,,,,,,,,,,,01f6be2e-719f-4df7-bd17-aee519fd63bd,3719,,,"[7.0, 44.1]",3825627,91,,,,,0.047077652,,Right Foot,,,"[72.8, 47.2]",,High Pass,,65.872986,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Goal Kick,2,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,217,Barcelona,217,['ba764390-f514-4a19-9ebe-48ecfa0dfb9d'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:29.161,Pass,,2015/2016
,,,,,,,,,,,,,,,1.670632,,,,,,,,,,,,,,,c1b4e2be-7b32-4e0a-a0d7-84fa2d7c9144,3721,,,"[72.8, 47.2]",3825627,91,,,,True,0.69473827,,,,,"[85.4, 57.7]",,Low Pass,,16.401524,,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,217,Barcelona,217,"['89fda725-f506-4221-bbc5-2025853e4332', 'dc8897ff-83d5-4333-929a-717c22ffc9d9', 'f85d3316-48fc-4294-8132-ebe2c251a8e4']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:46:32.819,Pass,True,2015/2016
,,,,,,,,,,,,,,,2.024431,,,,,,,,,,,,,,,dc8897ff-83d5-4333-929a-717c22ffc9d9,3724,,,"[34.7, 22.4]",3825627,91,,,,,-0.28969157,,Left Foot,,,"[55.5, 16.2]",,High Pass,,21.704378,,,,Adrián Embarba Blázquez,11539.0,,,,,Recovery,2,Regular Play,Răzvan Dincă Raț,10727.0,Left Back,218,Rayo Vallecano,360,"['c1b4e2be-7b32-4e0a-a0d7-84fa2d7c9144', 'e244997a-ca2e-499d-9888-d5ebf2dcd66d']",34,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:34.490,Pass,,2015/2016
,,,,,,,,,,,,,,,0.919807,,,,,,,,,,,,,,,bb74d614-c596-4f09-8c4c-1434aabdd257,3728,,,"[56.1, 17.3]",3825627,91,,,,,2.300696,,Right Foot,,,"[51.0, 23.0]",,Ground Pass,,7.648529,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,2,Regular Play,Adrián Embarba Blázquez,11539.0,Left Wing,218,Rayo Vallecano,360,['82cf8c68-7927-435b-89cd-30b034f32def'],38,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:38.475,Pass,,2015/2016
,,,,,,,,,,,,,,,2.21353,,,,,,,,,,,,,,,ea45d525-0750-42f9-a622-0eff07e44106,3731,,,"[53.1, 28.8]",3825627,91,,,,,-0.102896184,,Right Foot,,,"[89.9, 25.0]",,High Pass,,36.995674,,Incomplete,,Patrick Ebert,9246.0,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,218,Rayo Vallecano,360,"['379ba176-8d69-4f4a-8f5b-1dad82700134', 'df71daa2-5a4f-487c-9e07-a45db2e6e41d']",41,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:41.365,Pass,,2015/2016
,,,,,,,,,,,,,,,0.705917,,,,,,,,,,,,,,,2e37f948-9efa-4403-875f-c9af9786b52c,3738,,,"[89.3, 42.3]",3825627,91,,,,,0.5915997,,Right Foot,,,"[95.7, 46.6]",,Ground Pass,,7.7103825,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,2,Regular Play,Javier Guerra Rodríguez,11542.0,Center Forward,218,Rayo Vallecano,360,"['02dace6a-8919-43e7-a9bb-6e41ea633e3f', '2e01ccfb-1f3d-46a5-9468-af8a478e2aba']",48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:48.622,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.848084,,,,,,,,,,,,,,,d62e4a3f-a817-4e8f-962d-25e6531fd39c,3741,,,"[95.7, 46.6]",3825627,91,,,,,2.725154,,Right Foot,,,"[90.5, 48.9]",,Ground Pass,,5.6859474,,,,Alhassane Bangoura,23761.0,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,218,Rayo Vallecano,360,['ca73b5f5-8eb5-4da6-b69d-33c344ab45be'],49,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:49.399,Pass,,2015/2016
,,,,,,,,,,,,,,,1.350843,,,,,,,,,,,,,,,0d6c3361-0c6e-4621-ac04-4ed99596f44c,3744,,,"[90.5, 48.9]",3825627,91,,,,,-2.431681,,Right Foot,,,"[84.1, 43.4]",,Ground Pass,,8.4386015,,,,Roberto Trashorras Gayoso,26848.0,,,,,,2,Regular Play,Alhassane Bangoura,23761.0,Right Wing,218,Rayo Vallecano,360,['d44b7368-50dd-4afc-9f4d-c483ead91cda'],50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:50.970,Pass,,2015/2016
,,,,,,,,,,,,,,,2.116206,,,,,,,,,,,,,,,5328a03b-2fad-4887-8e41-26c9dc8dbe3e,3747,,,"[84.1, 42.9]",3825627,91,,,,,-1.0325422,,Right Foot,,,"[104.4, 8.9]",,High Pass,,39.599117,,Incomplete,,Adrián Embarba Blázquez,11539.0,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,218,Rayo Vallecano,360,"['0596f327-2a1e-432e-8fcf-fcb9de5f6ccd', '6c64b867-d89f-419f-aca4-9557f0f64f6f']",53,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:53.416,Pass,,2015/2016
,,,,,,,,,,,,,,,0.960715,,,,,,,,,,,,,,,c808375f-c9be-4fbd-b3cd-9c28ab6dce34,3752,,,"[116.4, 12.3]",3825627,91,,,,,1.8673421,,Left Foot,True,True,"[109.8, 33.9]",,Low Pass,,22.585836,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,2,Regular Play,Adrián Embarba Blázquez,11539.0,Left Wing,218,Rayo Vallecano,360,"['1e19859e-b800-414f-9890-f232a1b05b84', 'ab3d5e12-0641-4e8f-85fe-d052b7be99a4']",58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:46:58.242,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862fcd23-0a16-4788-b1dd-ed41259ce7b4,6,,,"[59.5, 36.5]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Patrick Ebert,9246.0,Center Attacking Midfield,2,Rayo Vallecano,360,['9f62bcd0-57cf-40be-bc4d-32a59ac51cf8'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.656,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b2863d1-cfb0-43b5-a49a-04ecbdc394f4,9,,,"[43.7, 47.2]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['5baba234-a916-4276-a982-270977aabc4e'],2,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.033,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba6e0699-d433-47c2-8592-7b059d3beb25,12,,,"[41.8, 74.0]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ignacio Martínez García,11298.0,Right Back,2,Rayo Vallecano,360,['bbcb12be-53c9-409e-bde1-da8969914fba'],4,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:04.720,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57d9319e-b35f-4854-a397-ae9755481871,15,,,"[30.0, 60.5]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,['1b31451d-97ee-4e8b-976e-a897de48d439'],7,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:07.075,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d1278f1-de38-44de-9900-431ccbe9f1d1,18,,,"[20.4, 32.9]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,2,Rayo Vallecano,360,['bd3a107a-1708-42ed-a53e-e6aad9c0c0fd'],9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:09.989,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be7a936f-e779-43cb-a182-e7186788429c,21,,,"[24.6, 58.6]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,['7f7bb1b1-913c-484c-a76f-5e64a1b19015'],12,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:12.945,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1f2a6b5-f86b-449b-bed2-bb00a33fc08d,25,,,"[36.8, 78.7]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Ignacio Martínez García,11298.0,Right Back,2,Rayo Vallecano,360,"['21b63ee8-b91b-4900-a629-678a0e518bb9', '63c79cda-b548-4e55-b7cd-f4406686b4bc']",15,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:15.767,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d35b46cf-e13d-42db-8fd2-576cbe57fb6e,28,,,"[19.3, 67.5]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Right Center Back,2,Rayo Vallecano,360,['94e83463-4f8e-4fbb-b62c-32c5aa3de39f'],17,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:17.823,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad8518dc-382c-4729-8ab8-8678522380cb,32,,,"[50.5, 47.2]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Center Forward,2,Rayo Vallecano,360,['6a2a088e-a77f-4d6c-bd67-4318cb167d9f'],21,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:21.473,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbe59c82-96c2-400c-be41-e7fd52236702,37,,,"[55.5, 45.7]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['85133710-3d62-4c11-8586-b3b697cc6f5d', 'ae726556-8ea7-489f-925b-b1eca964ee5d']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.098,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9552b3fd-96c1-4eb1-ba7b-868a82f25e12,40,,,"[23.4, 35.9]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['19ee82b4-152c-4fdd-be85-2d11c613620c'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.718,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f97505c-13c2-4ebd-b49e-aa0941e78e34,43,,,"[29.6, 20.3]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['5612dc2b-3f40-4b09-8838-0c1de96d0385'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.487,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee34f1c5-d78d-4062-b2e8-44931f29fcdf,46,,,"[40.1, 3.1]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['f5c1eba1-535e-4fd9-b9b5-0b9341105fdd'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.653,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5be2e063-c060-4a28-85c4-b14c6664c61b,49,,,"[46.9, 11.7]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,3,Barcelona,217,['7fd32a44-6f86-4ef3-bfbb-8a6b3b64996e'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.268,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007ef815-c3e9-4b7a-a335-6e6068a8bf92,53,,,"[37.1, 9.6]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['c6950732-16a5-48a8-8e86-1e2a36a4b70c', 'e1fea0aa-2bc1-451d-a3c9-a0135b70dad4']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.376,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c45aa6a1-20be-4d45-b781-a1cff32f4a46,56,,,"[22.3, 13.4]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['c974f6e7-7978-44a6-a27d-2a8d2125715c'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.494,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84d359eb-030d-4f92-b739-5b350cce9cac,59,,,"[15.0, 52.3]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['dc1b404f-107f-4ebe-bda1-5e714b2f8e9a'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.364,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a92c271-ad27-4bb4-8263-5be1076d8870,63,,,"[25.9, 74.2]",3825627,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['818c8ee1-3c80-4817-b10c-766d0509e3ac', 'f6dea031-b503-4003-9553-bdf8c43136ec']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.383,Ball Receipt*,True,2015/2016
