50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.2105,,,,,,,,,,,,,2b061479-a308-4d30-acd0-534e8997f5ce,2351,,,"[73.4, 53.7]",70275,53,,,,,-0.4266275,,Left Foot,,,,"[76.7, 52.2]",,Ground Pass,,3.6249137,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,107,Barcelona,217,"['80770ebb-5f07-427a-afb2-9c9168cce157', 'f162c095-725a-4665-b224-8722bca028de']",21,,,,,,,,,,,,,,,,Barcelona,217,00:08:21.507,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.5671,,,,,,,,,,,,,60b51193-ae99-4211-86bc-603607d549be,2354,,,"[44.3, 28.8]",70275,53,,,,,1.0460006,,Right Foot,,,,"[47.6, 34.5]",,Ground Pass,,6.5863495,,,,,Emir Spahić,26791.0,,,,,Recovery,2,Regular Play,Ivan Rakitić,5470.0,Center Attacking Midfield,108,Sevilla,213,['3b1bd12c-7a23-402c-88d8-c9374adadde6'],22,,,,,,,,,,,,,,,,Sevilla,213,00:08:22.806,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.046868,,,,,,,,,,,,,b5e40148-4980-43c2-ad39-912e4ffa3844,2361,,,"[67.4, 39.9]",70275,53,,,,,-0.77329224,,Right Foot,,,,"[88.3, 19.5]",,Low Pass,,29.20565,,,,,Manuel del Moral Fernández,24507.0,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,108,Sevilla,213,['3fa61d94-11d6-4731-9cc8-f83713daaf9b'],28,,,,,,,,,,,,,,,,Sevilla,213,00:08:28.387,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.250098,,,,,,,,,,,,,bf683bce-d2b9-45fe-81a5-dad235902721,2365,,,"[113.6, 19.0]",70275,53,,,,,1.4410938,,Left Foot,,,,"[114.2, 23.6]",,Ground Pass,,4.6389656,,,Incomplete,,,,,,,,,2,Regular Play,Manuel del Moral Fernández,24507.0,Left Wing,108,Sevilla,213,['b25144ff-d2a3-497d-baf3-878277f706b2'],32,,,,,,,,,,,,,,,,Sevilla,213,00:08:32.582,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.263562,,,,,,,,,,,,,71e4908e-1bf9-4694-82af-4c5503f562f9,2369,,,"[103.1, 7.9]",70275,53,,,,,1.3171222,,Right Foot,True,,,"[113.6, 48.4]",,High Pass,,41.838978,,,Incomplete,,,,,True,,,,2,Regular Play,Manuel del Moral Fernández,24507.0,Left Wing,108,Sevilla,213,['54a4adc8-4e24-48b3-87e9-377511936db8'],37,,,,,,,,,,,,,,,,Sevilla,213,00:08:37.403,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.576799,,,,,,,,,,,,,a42b1d52-0d2a-485a-88b1-abf6ddd8f77a,2372,,,"[22.9, 30.6]",70275,53,,,,,0.57637525,,Head,,,,"[32.9, 37.1]",,Low Pass,,11.926861,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,109,Barcelona,217,['8d451cce-5258-4621-a9c9-c6102f0479d6'],42,,,,,,,,,,,,,,,,Barcelona,217,00:08:42.284,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.220401,,,,,,,,,,,,,3ef54074-c884-4312-83da-947f5d3261f1,2374,,,"[32.9, 37.1]",70275,53,,,,,-2.9415996,,Left Foot,,,,"[25.5, 35.6]",,Ground Pass,,7.5504966,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,['297bf30c-3af9-45da-9575-84f693cb52b2'],43,,,,,,,,,,,,,,,,Barcelona,217,00:08:43.861,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.743478,,,,,,,,,,,,,c104ff00-5ed6-4529-9b42-beeb196b4a43,2376,,,"[25.5, 35.6]",70275,53,,,,,0.63188124,,Left Foot,,,,"[50.5, 53.9]",,Ground Pass,,30.982092,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,109,Barcelona,217,['c6d42bfd-d97a-4fe1-ab4e-e2b7baef8edd'],45,,,,,,,,,,,,,,,,Barcelona,217,00:08:45.082,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.9947,,,,,,,,,,,,,075ed8de-6c80-44c9-bb88-67c7307d77bd,2379,,,"[66.9, 55.2]",70275,53,,,,,-0.18241541,,Right Foot,,,,"[97.8, 49.5]",,Ground Pass,,31.42133,,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,109,Barcelona,217,"['8e63749c-a304-4ede-a706-e2eeaa221d90', 'a1133f6e-bfbf-4e79-8945-0c1fed45a34d']",49,,,,,,,,,,,,,,,,Barcelona,217,00:08:49.575,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.170709,,,,,,,,,,,,,680552be-bf6a-4571-a058-e160616af339,2382,,,"[36.4, 50.4]",70275,53,,,,,-0.19037461,,Other,,,,"[55.6, 46.7]",,Low Pass,,19.55326,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Right Center Back,109,Barcelona,217,['5ef0fe9c-de89-42ca-9b58-d8ebc7838e57'],55,,,,,,,,,,,,,,,,Barcelona,217,00:08:55.260,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.691979,,,,,,,,,,,,,fde77940-6447-4e9a-a710-4d5eb01e0dec,2385,,,"[56.2, 47.6]",70275,53,,,,,1.541516,,Right Foot,,,,"[56.9, 71.5]",,High Pass,,23.91025,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,109,Barcelona,217,['c0060529-f969-4de9-b602-40bf87ca62bc'],57,,,,,,,,,,,,,,,,Barcelona,217,00:08:57.712,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.802329,,,,,,,,,,,,,abd1d73d-26f8-48c0-ab69-289d74779c4b,2388,,,"[65.8, 72.6]",70275,54,,,,,-1.7873466,,Right Foot,,,,"[60.3, 47.6]",,Ground Pass,,25.59785,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,109,Barcelona,217,['6c0d1a2c-9876-4f6c-b05a-5d780c726a7c'],0,,,,,,,,,,,,,,,,Barcelona,217,00:09:00.831,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.6946,,,,,,,,,,,,,2796a26f-f9e8-4062-87d2-94bb997b2feb,2391,,,"[64.5, 42.4]",70275,54,,,,,-0.695593,,Left Foot,,,,"[76.0, 32.8]",,Ground Pass,,14.98032,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,109,Barcelona,217,['ac8d78ba-e9ca-4284-b370-65861a8d5bde'],4,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.021,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.3123,,,,,,,,,,,,,1936e744-8aa6-4d6a-aa5d-60504b092540,2399,,,"[81.5, 30.6]",70275,54,,,,,0.36254424,,Left Foot,,,,"[87.3, 32.8]",,Ground Pass,,6.203225,,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,"['08c239c0-ac87-4c16-a97d-04b3feb37ad7', 'ffc86398-0897-4c2b-90dd-eab8d5621010']",9,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.475,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.842177,,,,,,,,,,,,,268f7d17-dd41-44da-9fbb-5b0b5a46fb44,2404,,,"[91.0, 11.7]",70275,54,,,,,1.7547398,,Right Foot,,,,"[87.8, 28.9]",,Ground Pass,,17.495142,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,109,Barcelona,217,['a0b32844-f827-46db-a644-47bfd7e60bf0'],14,,,,,,,,,,,,,,,,Barcelona,217,00:09:14.508,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.845362,,,,,,,,,,,,,4f30cad9-3fe5-4473-82e2-f512b0238006,2408,,,"[89.1, 28.4]",70275,54,,,,,1.6400189,,Left Foot,,,,"[86.5, 65.9]",,High Pass,,37.590027,,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,"['49fd1d2e-7030-4b47-a76f-c5dbfe532015', 'd7ad17fc-1780-4740-b00f-267ccc8bba67']",18,,,,,,,,,,,,,,,,Barcelona,217,00:09:18.466,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.7294,,,,,,,,,,,,,32db09c4-011e-423c-bb02-1c0b5150ae3e,2411,,,"[88.4, 65.9]",70275,54,,,,,-0.75661534,,Right Foot,True,,,"[115.2, 40.6]",,High Pass,,36.85553,,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,109,Barcelona,217,"['74d81b8e-d600-408d-a5a8-4b8c054a16a9', '95514928-16ca-4179-b91e-e5cbb7c35d60']",22,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.146,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,3.016863,,,,,,,,,,,,,4ee85a3e-efb4-4e52-89b5-912961a6efe4,2415,,,"[19.9, 67.6]",70275,54,,,,,0.69608414,,Right Foot,,,,"[34.5, 79.8]",,High Pass,,19.026299,,,Out,,,,,,,,Recovery,2,Regular Play,Jesús Navas González,6821.0,Right Wing,109,Barcelona,217,['bae09672-3e01-4f63-a3dd-eb3a21b0a263'],26,,,,,,,,,,,,,,,,Sevilla,213,00:09:26.323,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.6895,,,,,,,,,,,,,6fb3d6c8-61e9-42f1-ab81-fdefd9107e59,2416,,,"[81.5, 1.0]",70275,54,,,,,1.6884325,,,,,,"[78.9, 23.0]",,Low Pass,,22.153103,,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['46725944-1ed7-4645-a0d4-3e827e1de7d6'],31,,,,,,,,,,,,,,,,Barcelona,217,00:09:31.890,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.3176,,,,,,,,,,,,,6a4050c3-9722-46a8-9002-af6a2a5522ae,2419,,,"[81.7, 17.8]",70275,54,,,,,-1.967505,,Right Foot,,,,"[78.6, 10.4]",,Low Pass,,8.023091,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,110,Barcelona,217,['2a6d5e0c-69a6-4dc4-baeb-4a8d97930a16'],33,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.599,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.208035,,,,,,,,,,,,,f871ab86-a7b0-4a59-91b2-4580ec312739,2422,,,"[78.6, 10.4]",70275,54,,,,,2.0249505,,Left Foot,,,,"[66.2, 35.8]",,Low Pass,,28.265173,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['42d4409e-9107-46fa-aa08-396f5d0885d2'],34,,,,,,,,,,,,,,,,Barcelona,217,00:09:34.956,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,4.368859,,,,,,,,,,,,,569d1d3d-21d2-415a-853f-78e7f1705dc8,2425,,,"[82.1, 48.9]",70275,54,,,,,0.7408807,,Right Foot,,,,"[116.1, 80.0]",,Ground Pass,,46.078304,,,Out,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Alexandre Dimitri Song-Billong,27053.0,Right Center Back,110,Barcelona,217,['fa74f13d-0e3f-4ca1-9a4d-e3f3397b1cd2'],41,,,,,,,,,,,,,,,,Barcelona,217,00:09:41.362,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.4631,,,,,,,,,,,,,e0f1c7ab-cfc1-47cf-8836-4787ecfee758,2427,,,"[6.4, 1.0]",70275,55,,,,,0.45231664,,,,,,"[20.6, 7.9]",,High Pass,,15.787653,,,,,Álvaro Negredo Sánchez,20542.0,,,,,Throw-in,2,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,111,Sevilla,213,['d1c9bfdf-2cab-4627-8d8a-5f2d0f3f891e'],4,,,,,,,,,,,,,,,,Sevilla,213,00:10:04.896,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.7352,,,,,,,,,,,,,a3010d3d-e240-42fe-bdfe-80a8acab386d,2434,,,"[98.0, 72.6]",70275,55,,,,,-1.8597717,,Left Foot,,,,"[95.8, 65.2]",,Ground Pass,,7.7201037,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,112,Barcelona,217,['4fd6c8e0-b73a-48b8-b2eb-04cad70a0ed5'],8,,,,,,,,,,,,,,,,Barcelona,217,00:10:08.774,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.6709,,,,,,,,,,,,,2ea64635-2737-48fd-82bc-c04faca138e6,2437,,,"[95.4, 66.1]",70275,55,,,,,0.68648535,,Left Foot,,,,"[102.6, 72.0]",,Low Pass,,9.3085985,,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,112,Barcelona,217,['a48c7d83-804f-4e33-a4ce-97368008177a'],9,,,,,,,,,,,,,,,,Barcelona,217,00:10:09.509,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.6592,,,,,,,,,,,,,f2983cf8-87ea-487a-920d-8eac60166af2,2440,,,"[108.5, 59.6]",70275,55,,,,,-2.893638,04b49d31-9ce7-4b19-8d67-3bc008377a05,Right Foot,,,,"[100.6, 57.6]",,Ground Pass,,8.149233,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,112,Barcelona,217,['98ca5197-d650-4d47-ad1b-ef5564be6887'],11,,,,,,,,,,,,,,,,Barcelona,217,00:10:11.748,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.31687,,,,,,,,,,,,,83d61e91-fd0d-4f39-a3ff-3b848f9981fe,2452,,,"[113.5, 10.1]",70275,55,,,,,2.3561945,,Right Foot,,,,"[101.5, 22.1]",,Ground Pass,,16.970562,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,112,Barcelona,217,"['5f140113-5767-4bf5-823e-3b9829c5b262', 'c18fc8c5-8078-4048-8eef-6a6d907119ee']",20,,,,,,,,,,,,,,,,Barcelona,217,00:10:20.646,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.9404,,,,,,,,,,,,,d96603e9-22c1-4a5a-864d-9e44943a12af,2455,,,"[102.4, 22.5]",70275,55,,,,,0.20902294,,Right Foot,,,,"[118.9, 26.0]",,Ground Pass,,16.867128,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,112,Barcelona,217,['42740e6f-83c0-4576-a817-a604a8fdee05'],22,,,,,,,,,,,,,,,,Barcelona,217,00:10:22.639,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.0604,,,,,,,,,,,,,5e2510cd-9054-4df4-8f96-fad4ef79f277,2458,,,"[118.3, 24.3]",70275,55,,,,,1.3909428,,Left Foot,,,,"[118.7, 26.5]",,Low Pass,,2.236068,,,Incomplete,,,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,112,Barcelona,217,"['24c0ff9e-578f-4480-8de9-fe04d01b83d0', 'f50d9a94-ec65-4c3e-9326-d3c3d6ad63c7']",24,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.579,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,,1.4402,,,,,,,,,,,,,ba53ef75-1be6-48ad-b96d-7f4d5b8a4403,2460,,,"[120.0, 1.0]",70275,55,,,,,1.7796617,,Right Foot,,,,"[112.2, 37.8]",,High Pass,,37.61755,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['fbcdd561-e845-41fb-8e07-c71ffcc04b59'],45,,,,,,,,,,,,,,,,Barcelona,217,00:10:45.263,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.129904,,,,,,,,,,,,,4717b4b3-bcd5-4792-994a-4021a9d035c9,2465,,,"[116.9, 6.9]",70275,55,,,,,2.921344,,Left Foot,,,,"[103.5, 9.9]",,Ground Pass,,13.731715,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['76b3eea7-faa6-4d14-915e-19301b932b28'],52,,,,,,,,,,,,,,,,Barcelona,217,00:10:52.646,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.869646,,,,,,,,,,,,,5e54a416-ba53-4528-b032-cf40b8100172,2468,,,"[103.5, 9.9]",70275,55,,,,,1.9890207,,Right Foot,,,,"[94.3, 30.6]",,Ground Pass,,22.652372,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['3ed85ff6-afe6-4900-adf7-94e593c4a3f6'],55,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.067,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.199657,,,,,,,,,,,,,661416a2-9c9f-41fb-a9e5-cde55eb25c26,2471,,,"[93.2, 30.8]",70275,55,,,,,1.6848036,,Right Foot,,,,"[91.7, 43.9]",,Ground Pass,,13.185598,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['75623d08-24bb-4da1-87b1-09f23bc3127b'],57,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.525,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.2889,,,,,,,,,,,,,72380939-9888-4f2b-8d22-511feeeb914c,2475,,,"[96.9, 51.7]",70275,56,,,,,0.8734055,,Left Foot,,,,"[112.4, 70.2]",,Ground Pass,,24.135036,,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,113,Barcelona,217,['3d249443-c8e6-42d6-8777-a99719743af6'],0,,,,,,,,,,,,,,,,Barcelona,217,00:11:00.242,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,0.3167,,,,,,,,,,,,,c525e388-003d-4a96-8bdb-09a914fe7241,2477,,,"[112.4, 70.2]",70275,56,,,,,-1.6475682,,Right Foot,,,,"[111.5, 58.5]",,High Pass,,11.734565,,,Incomplete,,,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['40f9055a-41fa-494a-b0cb-2c60a4d49a9e'],2,,,,,,,,,,,,,,,,Barcelona,217,00:11:02.531,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.1596,,,,,,,,,,,,,c17a6d67-1950-4a1c-9a87-488c549d6ebc,2479,,,"[71.2, 64.6]",70275,56,,,,,-1.2464617,,Left Foot,,,,"[75.1, 53.0]",,Ground Pass,,12.238055,,,,,Francesc Fàbregas i Soler,3478.0,,,,,Recovery,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,113,Barcelona,217,['74c41961-28d0-4eab-a7cd-5e79a6c4bccc'],8,,,,,,,,,,,,,,,,Barcelona,217,00:11:08.864,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.326584,,,,,,,,,,,,,edeefbb7-8e0d-4934-b529-d10addcfd900,2483,,,"[72.3, 48.0]",70275,56,,,,,-2.7842839,,Right Foot,,,,"[57.3, 42.4]",,Ground Pass,,16.011246,,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,"['c977d617-aa37-4d01-bf1b-ffc4e8f28742', 'f5fb1a5e-4dd4-44cb-8c4d-d7f4d052634d']",12,,,,,,,,,,,,,,,,Barcelona,217,00:11:12.038,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,,2.1647,,,,,,,,,,,,,7af59614-e0c0-43ca-ad29-e3109a79b778,2486,,,"[56.9, 43.0]",70275,56,,,,,0.94716656,,Right Foot,,,,"[81.0, 76.5]",,High Pass,,41.268147,,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,113,Barcelona,217,['77159519-25f2-458f-bf2f-c50e144a1090'],14,,,,,,,,,,,,,,,,Barcelona,217,00:11:14.456,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.51795,,,,,,,,,,,,,413a9352-02e4-4fae-9f75-c5c0830cbd22,2488,,,"[81.0, 76.5]",70275,56,,,,,-2.415584,,Head,,,,"[71.2, 67.8]",,Low Pass,,13.104579,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['40d1f220-52ee-496d-ab86-74e4c92c2e33'],16,,,,,,,,,,,,,,,,Barcelona,217,00:11:16.621,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.266643,,,,,,,,,,,,,b0b75e6d-18c9-4772-98f8-396061601062,2491,,,"[70.6, 67.6]",70275,56,,,,,-1.890387,,Right Foot,,,,"[66.0, 53.7]",,Ground Pass,,14.641379,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,113,Barcelona,217,['a36a831d-2af1-47e8-8b5f-253b74baa4bf'],19,,,,,,,,,,,,,,,,Barcelona,217,00:11:19.698,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.240484,,,,,,,,,,,,,f037a0ab-f4c5-4848-95b7-aca5787ace48,2494,,,"[66.9, 43.0]",70275,56,,,,,-0.8679171,,Right Foot,,,,"[73.0, 35.8]",,Ground Pass,,9.436631,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['b4624be0-404f-45c8-8061-50f5fdbc7eff'],22,,,,,,,,,,,,,,,,Barcelona,217,00:11:22.912,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.023569,,,,,,,,,,,,,f227b50f-a55a-452f-9a5c-084b3d5d0140,2498,,,"[75.4, 33.9]",70275,56,,,,,-1.5120405,,Right Foot,,,,"[76.9, 8.4]",,Ground Pass,,25.544079,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['78f8d236-9bd8-4e3a-bf43-7f371e4ee10a'],25,,,,,,,,,,,,,,,,Barcelona,217,00:11:25.456,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.685992,,,,,,,,,,,,,813d521c-17bb-4478-91e0-f1e2f96d94f8,2501,,,"[82.3, 10.8]",70275,56,,,,,-0.4200245,,Left Foot,,,,"[92.6, 6.2]",,Ground Pass,,11.280514,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['204e49c3-5330-4a81-a86b-a3d7d3827b5b'],27,,,,,,,,,,,,,,,,Barcelona,217,00:11:27.661,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.068229,,,,,,,,,,,,,d32f15b0-a1bd-4d64-b9e6-4be6cfd9570e,2504,,,"[91.0, 5.1]",70275,56,,,,,-3.0693502,,Right Foot,,,,"[75.8, 4.0]",,Ground Pass,,15.239751,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,113,Barcelona,217,['13f5d469-5c8e-44e1-a84b-2d2d725a5c40'],30,,,,,,,,,,,,,,,,Barcelona,217,00:11:30.114,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.3256,,,,,,,,,,,,,8af3cf43-7425-4f2a-81f1-59229217d982,2507,,,"[64.9, 5.8]",70275,56,,,,,1.4212366,,Right Foot,,,,"[67.1, 20.4]",,Ground Pass,,14.764823,,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['95ae6683-5d7c-43e8-adf9-6f4a59021311'],32,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.607,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,2.813682,,,,,,,,,,,,,b23a3fef-83dd-4fc1-ab29-0a15f3e7174f,2510,,,"[81.0, 37.6]",70275,56,,,,,1.4353833,,Right Foot,,,,"[86.3, 76.5]",,High Pass,,39.259396,,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['1643a508-b260-4679-aaf5-d5f687247cc4'],38,,,,,,,,,,,,,,,,Barcelona,217,00:11:38.309,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,,1.323597,,,,,,,,,,,,,a2c4674a-e909-471f-9b4e-398d8c472282,2513,,,"[86.3, 76.5]",70275,56,,,,,-1.95566,,Right Foot,,,,"[76.7, 52.8]",,Low Pass,,25.57049,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['6aaa9897-9c2f-47ea-a228-62af5ebc1289'],42,,,,,,,,,,,,,,,,Barcelona,217,00:11:42.237,Pass,,2012/2013
