ball_receipt_outcome,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.909663,,,,,,,,,,,,,5e23e43f-0e25-4bff-893b-edd8e700bba2,2096,,"[72.4, 0.1]",267085,51,True,,,1.9173352,,,,,,"[69.8, 7.3]",,Low Pass,,7.6550636,,,,Javier Alejandro Mascherano,5506.0,,,,,Throw-in,2,From Throw In,Jérémy Mathieu,10609.0,Left Back,104,Barcelona,217,['5d204332-7671-490f-9dd5-e6bba19d56f9'],59,,,,,,,,,,,,,,,,Barcelona,217,00:06:59.922,Pass,,2014/2015
,,,,,,,,,,,,,,0.942462,,,,,,,,,,,,,1c45e26c-4270-44ed-8502-5744f5da2a4b,2098,,"[57.3, 7.4]",267085,52,,,,1.7451968,,Right Foot,,,,"[53.6, 28.4]",,Ground Pass,,21.323462,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,104,Barcelona,217,['14424f9f-5019-48c4-8c47-b1677661eaec'],1,,,,,,,,,,,,,,,,Barcelona,217,00:07:01.742,Pass,,2014/2015
,,,,,,,,,,,,,,1.765071,,,,,,,,,,,,,d18d47c1-7461-4cb1-94a5-91a84e3436ad,2101,,"[53.0, 30.1]",267085,52,,,,1.4372673,,Right Foot,,,,"[54.8, 43.5]",,Ground Pass,,13.520355,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,104,Barcelona,217,['5ff63fb5-8eaf-4420-b7a5-809010a6bb5e'],4,,,,,,,,,,,,,,,,Barcelona,217,00:07:04.044,Pass,,2014/2015
,,,,,,,,,,,,,,1.280609,,,,,,,,,,,,,b5c86633-7dba-408e-8d89-1409d9f9bd38,2104,,"[62.7, 42.3]",267085,52,,,,-1.8603987,,Right Foot,,,,"[56.8, 22.5]",,Ground Pass,,20.660349,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,104,Barcelona,217,['02705372-ea8c-4932-8c53-ed3c04f8061a'],8,,,,,,,,,,,,,,,,Barcelona,217,00:07:08.313,Pass,,2014/2015
,,,,,,,,,,,,,,1.4449,,,,,,,,,,,,,7dba888d-5b99-4bfa-9549-8d3fd557720e,2108,,"[71.3, 29.3]",267085,52,,,,-0.96233624,,Right Foot,,,,"[89.9, 2.6]",,High Pass,,32.539974,,,,Jérémy Mathieu,10609.0,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,104,Barcelona,217,"['8e647e60-7579-4eaa-bf7e-d6d733ed1ea4', 'd98d31de-694d-4e50-b199-651af0e07181']",16,,,,,,,,,,,,,,,,Barcelona,217,00:07:16.368,Pass,True,2014/2015
,,,,,,,,,,,,,,0.4683,,,,,,,,,,,,,4d03c83c-df12-4a0f-a2ab-c5924cbdb208,2110,,"[89.9, 2.6]",267085,52,,,,1.0216434,,Other,,,,"[94.0, 9.3]",,Low Pass,,7.8549347,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jérémy Mathieu,10609.0,Left Back,104,Barcelona,217,"['08b2492c-dbaf-4108-acc9-5de9e5e0e4cd', 'dd186fb7-ff7a-4fad-b287-cfea54bade3e']",17,,,,,,,,,,,,,,,,Barcelona,217,00:07:17.813,Pass,,2014/2015
,,,,,,,,,,,,,,0.7195,,,,,,,,,,,,,dd186fb7-ff7a-4fad-b287-cfea54bade3e,2112,,"[26.1, 70.8]",267085,52,,,,-0.33517256,,Head,,,,"[35.0, 67.7]",,High Pass,,9.424437,,,,James David Rodríguez Rubio,5695.0,,,,,Recovery,2,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,104,Barcelona,217,"['057998ad-e697-45b3-8c1c-de043093c799', '4d03c83c-df12-4a0f-a2ab-c5924cbdb208']",18,,,,,,,,,,,,,,,,Real Madrid,220,00:07:18.281,Pass,,2014/2015
,,,,,,,,,,,,,,0.6535,,,,,,,,,,,,,cd5a54e9-5d66-454a-a4e4-58850aa316d3,2115,,"[35.0, 67.7]",267085,52,,,,-1.1983979,,Left Foot,,,,"[37.5, 61.3]",,Ground Pass,,6.8709536,,Incomplete,,Luka Modrić,5463.0,,,,,,2,From Throw In,James David Rodríguez Rubio,5695.0,Right Midfield,104,Barcelona,217,"['8b0060cb-f639-4433-b63a-daa4488a5038', 'c120048c-7c3e-4d1c-89fd-e3a6ecfef9db']",19,,,,,,,,,,,,,,,,Real Madrid,220,00:07:19.795,Pass,,2014/2015
,,,,,,,,,,,,,,0.9269,,,,,,,,,,,,,c120048c-7c3e-4d1c-89fd-e3a6ecfef9db,2117,,"[82.6, 18.8]",267085,52,,,,0.49934673,,Left Foot,,,,"[93.6, 24.8]",,Low Pass,,12.529964,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Wing,104,Barcelona,217,"['b59cf2dd-c9bf-4829-9b49-aa700e623f20', 'cd5a54e9-5d66-454a-a4e4-58850aa316d3']",20,,,,,,,,,,,,,,,,Barcelona,217,00:07:20.448,Pass,,2014/2015
,,,,,,,,,,,,,,0.632,,,,,,,,,,,,,1c10afac-da92-4f1c-91d6-f21dc8ecb28d,2121,,"[94.3, 27.9]",267085,52,,,,2.3737366,,Left Foot,,,,"[91.4, 30.7]",,Low Pass,,4.031129,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['d90f56a4-1a9c-4ae5-86df-16ec2e8b75e1'],22,,,,,,,,,,,,,,,,Barcelona,217,00:07:22.356,Pass,,2014/2015
,,,,,,,,,,,,,,0.6824,,,,,,,,,,,,,647ad591-1807-4e0e-91f8-44b04340578d,2126,,"[29.8, 49.1]",267085,52,,,,-1.3139699,,Right Foot,,,,"[32.4, 39.2]",,Ground Pass,,10.235722,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,Recovery,2,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,105,Real Madrid,220,['abbb6f55-a9b7-4278-b82d-2eb3f8cc5d87'],24,,,,,,,,,,,,,,,,Real Madrid,220,00:07:24.526,Pass,,2014/2015
,,,,,,,,,,,,,,0.200906,,,,,,,,,,,,,51ec44d8-14c2-4b91-b169-55d52b01f51e,2129,,"[33.2, 38.4]",267085,52,,,,-0.513606,,Right Foot,,,,"[41.0, 34.0]",,Ground Pass,,8.955445,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,105,Real Madrid,220,['905608c2-7e65-4394-965e-55433569ca97'],26,,,,,,,,,,,,,,,,Real Madrid,220,00:07:26.097,Pass,,2014/2015
,,,,,,,,,,,,,,0.736,,,,,,,,,,,,,feec0c90-5433-4468-94a9-48ae90f5ba0c,2131,,"[41.0, 34.0]",267085,52,,,,-1.9124118,,Left Foot,,,,"[37.8, 25.0]",,Ground Pass,,9.551963,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,105,Real Madrid,220,['ad48287e-f106-4dc6-a109-ff3c319bbf89'],26,,,,,,,,,,,,,,,,Real Madrid,220,00:07:26.298,Pass,,2014/2015
,,,,,,,,,,,,,,1.527,,,,,,,,,,,,,42f0e2b1-04ea-4f75-998c-832aefc0cbf7,2134,,"[59.4, 14.2]",267085,52,,,,0.060992956,,Left Foot,,,,"[72.5, 15.0]",,Ground Pass,,13.124405,,,,Karim Benzema,19677.0,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,105,Real Madrid,220,['6f747acd-67d5-4781-a1fb-11020bd57097'],29,,,,,,,,,,,,,,,,Real Madrid,220,00:07:29.955,Pass,,2014/2015
,,,,,,,,,,,,,,2.1541,,,,,,,,,,,,,c4b88384-3103-4184-97ec-854321cc3617,2138,,"[79.5, 32.1]",267085,52,,,,0.15609674,,Right Foot,,,,"[110.0, 36.9]",,Ground Pass,,30.875395,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,Regular Play,Karim Benzema,19677.0,Right Center Forward,105,Real Madrid,220,"['0e2a4bac-5abd-40ec-930d-11473d817ce2', 'f0fb038e-75f9-4b10-a5b9-84d372036b9d']",34,,,,,,,,,,,,,,,,Real Madrid,220,00:07:34.755,Pass,,2014/2015
,,,,,,,,,,,,,,0.520197,,,,,,,,,,,,,ede6dd02-adc5-4b7e-84b6-916622387b68,2141,,"[8.6, 40.9]",267085,52,True,,,0.50894237,,Keeper Arm,,,,"[22.4, 48.6]",,Ground Pass,,15.802848,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,106,Barcelona,217,['439a917a-e07d-4f97-9b95-4dbb7f060147'],48,,,,,,,,,,,,,,,,Barcelona,217,00:07:48.798,Pass,,2014/2015
,,,,,,,,,,,,,,0.799006,,,,,,,,,,,,,da512fe1-ee5e-42f6-b96f-ccc58e9a141e,2144,,"[16.3, 52.0]",267085,52,,,,0.7460484,,Right Foot,,,,"[29.5, 64.2]",,Ground Pass,,17.974426,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,106,Barcelona,217,['2e36c746-cda6-45c5-bf1b-8ba359a063fd'],50,,,,,,,,,,,,,,,,Barcelona,217,00:07:50.957,Pass,,2014/2015
,,,,,,,,,,,,,,1.212349,,,,,,,,,,,,,fdcd081b-3b8d-4745-b777-45a79e7874ff,2147,,"[30.8, 64.2]",267085,52,,,,-0.3704924,,Right Foot,,,,"[55.0, 54.8]",,Ground Pass,,25.96151,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,106,Barcelona,217,['e7fd2f51-f71c-4b9a-aa85-4ead2de65c1e'],53,,,,,,,,,,,,,,,,Barcelona,217,00:07:53.047,Pass,,2014/2015
,,,,,,,,,,,,,,0.6493,,,,,,,,,,,,,c7e2a05d-8e82-440f-8256-ed7aa9a45416,2156,,"[77.5, 51.4]",267085,52,,,,0.22064719,,Left Foot,,,,"[88.2, 53.8]",,Ground Pass,,10.965857,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,106,Barcelona,217,"['4108bad4-7ff3-4ebd-b632-a7ae91c390ec', '7f61f42c-9878-4625-a8d6-6615eb850d3a', 'b6e55988-269b-4aaa-af59-964b1bd40fba']",58,,,,,,,,,,,,,,,,Barcelona,217,00:07:58.382,Pass,True,2014/2015
,,,,,,,,,,,,,,1.1736,,,,,,,,,,,,,f3b322f9-9bc4-49fb-b33e-0c449bb84b48,2160,,"[38.4, 36.6]",267085,53,,,,-0.86592543,,Right Foot,,,,"[51.5, 21.2]",,Ground Pass,,20.218061,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,2,Regular Play,Sergio Ramos García,5201.0,Left Center Back,107,Real Madrid,220,['6b7a5590-c658-4233-9cb3-ff30e3ea1ec2'],3,,,,,,,,,,,,,,,,Real Madrid,220,00:08:03.747,Pass,,2014/2015
,,,,,,,,,,,,,,1.3414,,,,,,,,,,,,,dff0c9a9-2cfb-49e5-800c-2d35d05840ed,2163,,"[53.8, 21.0]",267085,53,,,,-1.0143924,,Right Foot,,,,"[58.9, 12.8]",,Ground Pass,,9.656604,,,,Toni Kroos,5574.0,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,107,Real Madrid,220,['1d58020f-f7c7-429a-a1d5-bf4f932a613d'],5,,,,,,,,,,,,,,,,Real Madrid,220,00:08:05.497,Pass,,2014/2015
,,,,,,,,,,,,,,0.882,,,,,,,,,,,,,aaba2cd3-2333-49c5-8319-a3ed7bd63ef7,2166,,"[63.3, 12.1]",267085,53,,,,-0.60228735,,Right Foot,,,,"[69.7, 7.7]",,Ground Pass,,7.7665954,,,,Karim Benzema,19677.0,,,,,,2,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,107,Real Madrid,220,['a97d7476-d72d-42ef-a013-cdfc1bdcbb5e'],7,,,,,,,,,,,,,,,,Real Madrid,220,00:08:07.432,Pass,,2014/2015
,,,,,,,,,,,,,,1.481602,,,,,,,,,,,,,96384205-6b12-474a-b3b3-d10534a3c506,2172,,"[58.2, 0.1]",267085,53,,,,2.9778185,,,,,,"[34.6, 4.0]",,Low Pass,,23.920074,,,,Sergio Ramos García,5201.0,,,,,Throw-in,2,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,108,Real Madrid,220,['c903218b-5118-4e92-91ce-7c9934857f13'],26,,,,,,,,,,,,,,,,Real Madrid,220,00:08:26.142,Pass,,2014/2015
,,,,,,,,,,,,,,1.788802,,,,,,,,,,,,,f64a9eac-e9b3-4352-8c7c-f81ce8d500e2,2175,,"[32.4, 7.7]",267085,53,,,,1.5893127,,Left Foot,,,,"[31.9, 34.7]",,Ground Pass,,27.00463,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,2,From Throw In,Sergio Ramos García,5201.0,Left Center Back,108,Real Madrid,220,['f8a2630b-b8c0-4f1b-8c17-8fa38389497e'],29,,,,,,,,,,,,,,,,Real Madrid,220,00:08:29.051,Pass,,2014/2015
,,,,,,,,,,,,,,1.7834,,,,,,,,,,,,,e7298c57-094a-455d-b40f-3e5f19b1d4c4,2178,,"[32.3, 41.2]",267085,53,,,,1.0901049,,Right Foot,,,,"[50.5, 76.1]",,Ground Pass,,39.36051,,,,Daniel Carvajal Ramos,5721.0,,,,,,2,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,108,Real Madrid,220,['151381a3-ca4d-47a4-b34d-61d01febb14a'],32,,,,,,,,,,,,,,,,Real Madrid,220,00:08:32.604,Pass,,2014/2015
,,,,,,,,,,,,,,1.3187,,,,,,,,,,,,,0c52923a-807e-458f-b9e7-50372968aba5,2181,,"[57.5, 77.3]",267085,53,,,,-2.2097104,,Right Foot,,,,"[49.7, 66.8]",,Ground Pass,,13.080137,,,,Luka Modrić,5463.0,,,,,,2,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,108,Real Madrid,220,['0180c202-86e1-427e-88de-5e260baea5d2'],37,,,,,,,,,,,,,,,,Real Madrid,220,00:08:37.923,Pass,,2014/2015
,,,,,,,,,,,,,,0.9741,,,,,,,,,,,,,f34524df-f8c6-4803-9861-b2715d942a50,2184,,"[49.2, 63.9]",267085,53,,,,-1.21357,,Left Foot,,,,"[54.5, 49.7]",,Ground Pass,,15.156847,,,,Toni Kroos,5574.0,,,,,,2,From Throw In,Luka Modrić,5463.0,Right Defensive Midfield,108,Real Madrid,220,['307ad4f1-be09-46f3-a0d6-086b738df2bd'],40,,,,,,,,,,,,,,,,Real Madrid,220,00:08:40.297,Pass,,2014/2015
,,,,,,,,,,,,,,2.4729,,,,,,,,,,,,,e89cc462-a3f4-4fb1-84f3-2e6f66321d52,2188,,"[57.7, 46.2]",267085,53,,,,-1.0048287,,Right Foot,,,,"[84.7, 3.7]",,High Pass,,50.351265,,,,Marcelo Vieira da Silva Júnior,5552.0,,True,,,,2,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,108,Real Madrid,220,['2722fe41-a9c6-4f6e-a208-299ce6b88290'],42,,,,,,,,,,,,,,,,Real Madrid,220,00:08:42.443,Pass,,2014/2015
,,,,,,,,,,,,,,0.7142,,,,,,,,,,,,,66af8e12-800a-43cb-baa2-8cae69fafe1f,2191,,"[90.9, 16.1]",267085,53,,,,2.1531494,,Left Foot,,,,"[85.5, 24.3]",,Ground Pass,,9.81835,,,,Karim Benzema,19677.0,,,,,,2,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,108,Real Madrid,220,['fd07ac8d-a9a3-4e1f-bca0-09326c5d3535'],47,,,,,,,,,,,,,,,,Real Madrid,220,00:08:47.718,Pass,,2014/2015
,,,,,,,,,,,,,,1.1047,,,,,,,,,,,,,1cf1c536-d2e2-45fd-b736-0cb7d81a926c,2194,,"[91.6, 18.2]",267085,53,,,,1.6469845,,Right Foot,,,,"[90.6, 31.3]",,Ground Pass,,13.138112,,,,Toni Kroos,5574.0,,,,,,2,From Throw In,Karim Benzema,19677.0,Right Center Forward,108,Real Madrid,220,['0362a29e-0ae2-4bb3-9595-2783fb6ddc39'],51,,,,,,,,,,,,,,,,Real Madrid,220,00:08:51.732,Pass,,2014/2015
,,,,,,,,,,,,,,0.8429,,,,,,,,,,,,,a5747672-92c6-4199-af8e-8b6ae247b46e,2197,,"[96.7, 34.0]",267085,53,,,,1.6481067,,Left Foot,,,,"[95.6, 48.2]",,Ground Pass,,14.242542,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,From Throw In,Toni Kroos,5574.0,Left Defensive Midfield,108,Real Madrid,220,['5507d5b0-648f-451a-96ec-ba8469dd4692'],54,,,,,,,,,,,,,,,,Real Madrid,220,00:08:54.306,Pass,,2014/2015
,,,,,,,,,,,,,,1.3529,,,,,,,,,,,,,d24d36a1-99ec-4ed1-9ad8-1e87bcd6c8a1,2201,,"[98.9, 35.2]",267085,53,,,,-1.0952798,,Right Foot,,,,"[105.8, 21.8]",,Ground Pass,,15.07216,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,2,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,108,Real Madrid,220,"['69657fc6-5c34-443d-9248-ae720098814f', '6fdb4aa4-17ad-4247-a753-88d51d3c0d61']",57,,,,,,,,,,,,,,,,Real Madrid,220,00:08:57.323,Pass,True,2014/2015
,,,,,,,,,,,,,,0.1906,,,,,,,,,,,,,a0866664-4eaa-4f64-b193-3f1e1893f32e,2204,,"[107.2, 23.0]",267085,53,,,,1.2220253,,Left Foot,,,,"[108.4, 26.3]",,Low Pass,,3.51141,,Incomplete,,,,,,,,,2,From Throw In,Francisco Román Alarcón Suárez,4926.0,Left Midfield,108,Real Madrid,220,['4cbb0559-8c9d-4167-befd-a5b981eeb081'],59,,,,,,,,,,,,,,,,Real Madrid,220,00:08:59.499,Pass,,2014/2015
,,,,,,,,,,,,,,2.786,,,,,,,,,,,,,09cf8b89-a178-4b03-b02d-06ff692f2890,2207,,"[13.0, 45.5]",267085,54,True,,,-0.96606886,,Keeper Arm,,,,"[39.4, 7.3]",,High Pass,,46.434902,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,109,Barcelona,217,['40574b9a-3a76-4ef4-858d-0d792a632d98'],3,,,,,,,,,,,,,,,,Barcelona,217,00:09:03.469,Pass,,2014/2015
,,,,,,,,,,,,,,0.9774,,,,,,,,,,,,,ea4264a8-55ad-4e45-a525-32300dfede43,2217,,"[102.0, 58.6]",267085,54,,,,-2.9229238,5ee9dc58-71c0-476c-bb13-06483d682215,Right Foot,,,,"[97.5, 57.6]",,Ground Pass,,4.609772,,,,James David Rodríguez Rubio,5695.0,True,,,,,2,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,110,Real Madrid,220,"['117ba304-ec9c-4c6a-b10b-c82376d259b1', '31933b26-e85b-4aaa-8733-6addb4767ad7']",14,,,,,,,,,,,,,,,,Real Madrid,220,00:09:14.098,Pass,True,2014/2015
,,,,,,,,,,,,,,1.336942,,,,,,,,,,,,,e8466056-9d10-4a9a-81b4-9c95dc48d458,2222,,"[9.2, 42.1]",267085,54,,,,0.9597748,,Keeper Arm,,,,"[25.1, 64.8]",,Ground Pass,,27.714617,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Keeper,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,112,Barcelona,217,['51c4e3cc-81fd-48e5-9504-2a9dbc7407c8'],20,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.863,Pass,,2014/2015
,,,,,,,,,,,,,,1.5481,,,,,,,,,,,,,d7d15319-d99e-45a8-beac-b3e43847facf,2225,,"[29.2, 69.9]",267085,54,,,,-0.21569276,,Right Foot,,,,"[47.0, 66.0]",,Ground Pass,,18.222239,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['18b97431-a5da-4526-a534-0817202dd402'],24,,,,,,,,,,,,,,,,Barcelona,217,00:09:24.441,Pass,,2014/2015
,,,,,,,,,,,,,,2.2697,,,,,,,,,,,,,27f78d7d-351b-48ed-a733-10d00e6d5120,2229,,"[64.6, 48.6]",267085,54,,,,-1.0562623,,Right Foot,,,,"[87.1, 8.8]",,High Pass,,45.71969,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Right Wing,114,Barcelona,217,['1d3f07f1-718f-479d-ad59-40518ff48435'],29,,,,,,,,,,,,,,,,Barcelona,217,00:09:29.521,Pass,,2014/2015
,,,,,,,,,,,,,,1.2214,,,,,,,,,,,,,479fac73-7a16-4b74-b6c1-f4990b9c8599,2235,,"[86.6, 22.5]",267085,54,,,,0.16076274,,Right Foot,,,,"[108.8, 26.1]",,Ground Pass,,22.489998,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,115,Barcelona,217,['954ba300-e564-4025-8ca7-54d3c53ab71a'],34,,,,,,,,,,,,,,,,Barcelona,217,00:09:34.442,Pass,,2014/2015
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,c92246b8-be2f-44d9-9921-f0a81c8e8e31,2244,,"[10.7, 54.6]",267085,54,True,,,-1.4735432,,Right Foot,,,,"[13.9, 21.8]",,Ground Pass,,32.955727,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Free Kick,2,From Free Kick,Iker Casillas Fernández,11179.0,Goalkeeper,117,Real Madrid,220,['a8f3ff7a-a695-4efb-9736-7a9c8e8bfdd3'],50,,,,,,,,,,,,,,,,Real Madrid,220,00:09:50.617,Pass,,2014/2015
,,,,,,,,,,,,,,1.4923,,,,,,,,,,,,,2595eefc-cbbe-4856-b80d-1ad1d215923c,2246,,"[24.1, 18.5]",267085,54,True,,,-0.8553943,,Left Foot,,,,"[36.7, 4.0]",,Ground Pass,,19.209633,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,2,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,117,Real Madrid,220,['32de1522-2e4a-4a22-963b-c5f165e0d200'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:09:56.291,Pass,,2014/2015
,,,,,,,,,,,,,,1.0146,,,,,,,,,,,,,b6523121-230e-4a31-a16b-e34c0d08f195,2248,,"[42.1, 5.3]",267085,54,,,,2.1112158,,Left Foot,,,,"[37.6, 12.8]",,Ground Pass,,8.746428,,,,Toni Kroos,5574.0,,,,,,2,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Left Midfield,117,Real Madrid,220,['9e62322b-6aa7-4375-93bf-4ac760deecac'],58,,,,,,,,,,,,,,,,Real Madrid,220,00:09:58.951,Pass,,2014/2015
,,,,,,,,,,,,,,0.9858,,,,,,,,,,,,,b03dde11-41e9-4abb-85bc-15acbc17eb8f,2251,,"[38.9, 12.7]",267085,55,,,,0.109850116,,Right Foot,,,,"[52.5, 14.2]",,Ground Pass,,13.68247,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,117,Real Madrid,220,['b5a37908-cffa-413b-a623-b3ddd7f89862'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:10:00.456,Pass,,2014/2015
,,,,,,,,,,,,,,1.0612,,,,,,,,,,,,,60738c01-6037-4cf5-8a13-6fdfc1a4c25d,2255,,"[50.9, 14.1]",267085,55,,,,-2.7080112,,Right Foot,,,,"[40.1, 9.1]",,Ground Pass,,11.90126,,,,Toni Kroos,5574.0,,,,,,2,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,117,Real Madrid,220,['c0912892-4e2b-44a4-a171-83f772c948c8'],1,,,,,,,,,,,,,,,,Real Madrid,220,00:10:01.878,Pass,,2014/2015
,,,,,,,,,,,,,,2.718,,,,,,,,,,,,,97553d50-ddca-4e99-9b36-41e89450d4f0,2258,,"[42.9, 14.2]",267085,55,,,,1.5858202,,Right Foot,,,,"[42.0, 74.1]",,High Pass,,59.90676,,,,Daniel Carvajal Ramos,5721.0,,True,,,,2,From Free Kick,Toni Kroos,5574.0,Left Defensive Midfield,117,Real Madrid,220,['3020c513-8e22-4ef6-b5b6-bd27ea564085'],6,,,,,,,,,,,,,,,,Real Madrid,220,00:10:06.659,Pass,,2014/2015
,,,,,,,,,,,,,,1.3074,,,,,,,,,,,,,14f6e36c-1dbb-4b92-abea-18d84fb452ff,2261,,"[42.0, 74.1]",267085,55,,,,0.16977827,,Left Foot,,,,"[52.5, 75.9]",,Ground Pass,,10.653169,,,,James David Rodríguez Rubio,5695.0,,,,,,2,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,117,Real Madrid,220,['a702f6f0-51f0-4f4d-914b-bf81f1383d98'],11,,,,,,,,,,,,,,,,Real Madrid,220,00:10:11.159,Pass,,2014/2015
,,,,,,,,,,,,,,0.9968,,,,,,,,,,,,,0435d4ee-28f4-450d-a82b-0b98372817ee,2263,,"[52.5, 75.9]",267085,55,,,,-3.00111,,Left Foot,,,,"[42.6, 74.5]",,Ground Pass,,9.9985,,,,Daniel Carvajal Ramos,5721.0,,,,,,2,From Free Kick,James David Rodríguez Rubio,5695.0,Right Midfield,117,Real Madrid,220,['6164b061-4b74-4c33-b409-d1063cae3130'],12,,,,,,,,,,,,,,,,Real Madrid,220,00:10:12.467,Pass,,2014/2015
,,,,,,,,,,,,,,1.3108,,,,,,,,,,,,,3d634aca-61e7-4e10-ba5b-2c2be6bbd9dd,2266,,"[36.3, 73.0]",267085,55,,,,-0.66194165,,Left Foot,,,,"[44.0, 67.0]",,Ground Pass,,9.76166,,,,Luka Modrić,5463.0,,,,,,2,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,117,Real Madrid,220,['d92a8d8b-bc33-4054-9169-0a1a8c4eeb07'],16,,,,,,,,,,,,,,,,Real Madrid,220,00:10:16.154,Pass,,2014/2015
