ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.4551,,,,,,,,,,,,,66a5fb7c-dbb5-4b19-ab7f-e3249b80c729,2486,,"[69.7, 41.4]",69171,63,,,,-1.4649434,,Left Foot,,,,"[71.4, 25.4]",,Ground Pass,,16.09006,,,,Frédéric Oumar Kanouté,25960.0,,,,,,2,Regular Play,Luís Fabiano Clemente,25943.0,Center Forward,141,Sevilla,213,['13221135-7236-45fa-b4cf-49c820db586e'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:35.777,Pass,,2008/2009
,,,,,,,,,,,,,,,1.802945,,,,,,,,,,,,,cf0902ad-c7d3-4f87-a3fc-8028a1f7d5cd,2489,,"[71.4, 25.4]",69171,63,,,,-1.0759697,,Right Foot,,,,"[82.3, 5.2]",,Ground Pass,,22.953213,,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Frédéric Oumar Kanouté,25960.0,Center Attacking Midfield,141,Sevilla,213,['e6399011-9a7a-4401-a7d0-cdc0cd0869f1'],37,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:37.701,Pass,,2008/2009
,,,,,,,,,,,,,,,1.3794,,,,,,,,,,,,,946a49fd-29a4-4e32-9729-992ca7b63c92,2492,,"[90.7, 10.0]",69171,63,,,,1.0516502,3e5ba55b-03af-4000-91dd-c01ccd2dfd10,Left Foot,True,,,"[110.3, 44.3]",,High Pass,,39.505062,,,,Luís Fabiano Clemente,25943.0,True,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Wing,141,Sevilla,213,['27be72d9-3742-419d-bb24-01baf3c8bab2'],41,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:41.240,Pass,,2008/2009
,,,,,,,,,,,,,,,2.3588,,,,,,,,,,,,,1fe0cd06-7b03-47ac-86fb-67925485a4f3,2498,,"[56.7, 43.3]",69171,63,,,,0.6860949,,Right Foot,,,,"[71.6, 55.5]",,High Pass,,19.257465,,,Incomplete,Aquivaldo Mosquera Romaña,26482.0,,,,,Recovery,2,Regular Play,Sébastien Squillaci,26481.0,Right Center Back,141,Sevilla,213,"['5b798b82-dfdd-49a4-991a-edfbae2e7934', '88b69d8a-c7e0-4add-a6fa-ee03c4379231']",47,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:47.040,Pass,,2008/2009
,,,,,,,,,,,,,,,0.68733,,,,,,,,,,,,,5b798b82-dfdd-49a4-991a-edfbae2e7934,2500,,"[49.4, 25.5]",69171,63,,,,0.54522717,,Other,,,,"[55.5, 29.2]",,Low Pass,,7.1344237,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Thierry Henry,15516.0,Left Wing,141,Sevilla,213,"['1fe0cd06-7b03-47ac-86fb-67925485a4f3', '9a676c73-0836-4625-bbf4-0298545930b7']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:49.399,Pass,,2008/2009
,,,,,,,,,,,,,,,2.4823,,,,,,,,,,,,,ba6a311b-ec90-4e1f-a8ee-04bef8756026,2503,,"[55.5, 29.2]",69171,63,,,,0.044985708,,Left Foot,,,,"[86.6, 30.6]",,Ground Pass,,31.131495,,,Incomplete,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,141,Sevilla,213,['c9c4cf3f-4b2b-425c-be23-806e6813943e'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:18:51.390,Pass,,2008/2009
,,,,,,,,,,,,,,,1.1766,,,,,,,,,,,,,c9c4cf3f-4b2b-425c-be23-806e6813943e,2504,,"[34.4, 50.4]",69171,63,,,,-1.6753857,,Right Foot,,,,"[32.5, 32.3]",,Ground Pass,,18.199451,,,,Julien Escudé,26018.0,,,,,Recovery,2,Regular Play,Sébastien Squillaci,26481.0,Right Center Back,141,Sevilla,213,"['5f44757e-9c8c-4fc1-8c0d-c17f78d000d5', 'ba6a311b-ec90-4e1f-a8ee-04bef8756026']",53,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:53.873,Pass,,2008/2009
,,,,,,,,,,,,,,,1.768952,,,,,,,,,,,,,cbc1154b-81e6-40cd-aadd-77a5695a2e49,2507,,"[31.9, 31.5]",69171,63,,,,2.9151762,,Right Foot,,,,"[12.8, 35.9]",,Ground Pass,,19.600256,,,,Andrés Palop Cervera,25946.0,,,,,,2,Regular Play,Julien Escudé,26018.0,Left Center Back,141,Sevilla,213,['7cc1fe93-e7e9-467e-ad2f-7e1598ea8768'],55,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:55.058,Pass,,2008/2009
,,,,,,,,,,,,,,,2.483776,,,,,,,,,,,,,3e851241-a135-4aec-a3bd-514e9c89adfd,2511,,"[11.9, 40.1]",69171,63,,,,0.22355989,,Right Foot,,,,"[63.8, 51.9]",,High Pass,,53.224525,,,Incomplete,,,,,,,,2,Regular Play,Andrés Palop Cervera,25946.0,Goalkeeper,141,Sevilla,213,['98d0ffec-24c6-4f3a-b74c-1e707bf4f6d5'],58,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:58.198,Pass,,2008/2009
,,,,,,,,,,,,,,,0.951852,,,,,,,,,,,,,98d0ffec-24c6-4f3a-b74c-1e707bf4f6d5,2512,,"[57.2, 29.1]",69171,64,,,,0.82055956,,Other,,,,"[66.8, 39.4]",,Low Pass,,14.080128,,,,Seydou Kéita,20169.0,,,,,Recovery,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,142,Barcelona,217,"['3e851241-a135-4aec-a3bd-514e9c89adfd', '8b5b6d3e-cdad-4e40-add8-2d61676f48f8']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:00.682,Pass,,2008/2009
,,,,,,,,,,,,,,,0.786654,,,,,,,,,,,,,1f4c867e-eeea-4689-93b6-cca43cd71ff1,2516,,"[67.1, 43.0]",69171,64,,,,1.9108934,,Left Foot,,,,"[64.8, 49.5]",,Ground Pass,,6.8949256,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,142,Barcelona,217,"['31993404-e070-437c-9d24-6e962c9b4a06', 'b8fd122b-29fa-496f-a58e-f0202f38e4a8']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:03.032,Pass,True,2008/2009
,,,,,,,,,,,,,,,0.973649,,,,,,,,,,,,,e7b99c7d-d8a0-49bf-9860-5040ecef94a5,2519,,"[65.4, 45.1]",69171,64,,,,-0.7631796,,Left Foot,,,,"[74.6, 36.3]",,Ground Pass,,12.731065,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,['4912fc25-5dd5-4bff-acab-9ccec8175ce0'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:05.080,Pass,,2008/2009
,,,,,,,,,,,,,,,0.530465,,,,,,,,,,,,,95cbc896-5763-4786-bbb3-af0a7327e18d,2524,,"[78.6, 32.3]",69171,64,,,,-0.02352507,,Right Foot,,,,"[87.1, 32.1]",,Ground Pass,,8.502353,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,['476d9e5a-245e-4d4a-9e9f-f777b19f6d38'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:09.757,Pass,,2008/2009
,,,,,,,,,,,,,,,4.6537,,,,,,,,,,,,,a0e4d35b-4180-494f-a714-2fca592322fe,2531,,"[9.4, 51.9]",69171,64,,,,0.07863408,,Drop Kick,,,,"[79.2, 57.4]",,High Pass,,70.01636,,,Incomplete,Luís Fabiano Clemente,25943.0,,,,,,2,Regular Play,Andrés Palop Cervera,25946.0,Goalkeeper,142,Barcelona,217,"['15c43125-c466-492d-8ea2-b249f4f26023', '9d5faa85-8e03-4840-a3b0-96dd9748b2f0']",15,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:15.143,Pass,,2008/2009
,,,,,,,,,,,,,,,3.775322,,,,,,,,,,,,,9d5faa85-8e03-4840-a3b0-96dd9748b2f0,2533,,"[41.8, 23.6]",69171,64,,,,2.6085896,,Head,,,,"[17.9, 37.7]",,High Pass,,27.749235,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,2,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,142,Barcelona,217,"['a0e4d35b-4180-494f-a714-2fca592322fe', 'd552a7f9-0644-4052-8ec4-d277d19a4379']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:19.797,Pass,,2008/2009
,,,,,,,,,,,,,,,1.574077,,,,,,,,,,,,,7256b864-f504-4af6-8ad9-b35bdb391e16,2536,,"[17.9, 37.7]",69171,64,,,,0.98279375,,Right Foot,,,,"[30.3, 56.3]",,Ground Pass,,22.354418,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,142,Barcelona,217,['6bd53308-6b52-4d19-a8ad-27be9646b85a'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:24.548,Pass,,2008/2009
,,,,,,,,,,,,,,,1.399597,,,,,,,,,,,,,463dbc39-c95d-4738-8f4c-185641e047d2,2539,,"[56.3, 61.9]",69171,64,,,,-1.4920124,,Right Foot,,,,"[56.9, 54.3]",,Ground Pass,,7.623647,,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['be0ae685-769e-475f-b515-6f60a28a81c9'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:33.278,Pass,,2008/2009
,,,,,,,,,,,,,,,0.815279,,,,,,,,,,,,,0dbbbc77-60f9-40f6-9e27-2259d4eeae77,2542,,"[56.9, 57.1]",69171,64,,,,1.7793959,,Right Foot,,,,"[54.0, 70.8]",,Ground Pass,,14.003571,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,142,Barcelona,217,['cb28137f-caf1-44dd-b1fd-8df19c2573fd'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:35.176,Pass,,2008/2009
,,,,,,,,,,,,,,,1.326667,,,,,,,,,,,,,31fdeb2d-56c5-4c47-b359-e1bc2c159789,2545,,"[54.0, 70.8]",69171,64,,,,-0.81986725,,Right Foot,,,,"[69.4, 54.3]",,Ground Pass,,22.570112,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['886139e3-efdb-4999-a36c-018d23dbad65'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:37.257,Pass,,2008/2009
,,,,,,,,,,,,,,,0.903194,,,,,,,,,,,,,5680f639-1332-4b52-9978-9aa12dac815b,2548,,"[72.5, 60.4]",69171,64,,,,1.5002067,,Left Foot,,,,"[73.2, 70.3]",,Ground Pass,,9.924717,,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,142,Barcelona,217,['a14d6ca2-74e1-4b5c-8a2f-67cbb3790d94'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:40.312,Pass,,2008/2009
,,,,,,,,,,,,,,,0.751617,,,,,,,,,,,,,aacd6d6b-eb21-4977-9466-59b1c21bd17b,2552,,"[70.8, 69.9]",69171,64,,,,1.7483925,,Right Foot,,,,"[69.4, 77.7]",,Ground Pass,,7.924645,,,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,142,Barcelona,217,['a70c396f-722f-46ff-b77f-b0c883e60bb2'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:41.793,Pass,,2008/2009
,,,,,,,,,,,,,,,1.704639,,,,,,,,,,,,,68dc300b-8192-4f6f-b716-473738a87b5e,2555,,"[69.4, 77.7]",69171,64,,,,-2.5079596,,Right Foot,,,,"[54.7, 66.9]",,Ground Pass,,18.240889,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,142,Barcelona,217,['74e750a6-75df-4c3d-b36c-ccc68cc28c9f'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:43.031,Pass,,2008/2009
,,,,,,,,,,,,,,,1.458522,,,,,,,,,,,,,85cf7e39-f753-4d00-92a7-3bee98213dbf,2558,,"[64.3, 67.6]",69171,64,,,,-0.28010798,,Right Foot,,,,"[86.2, 61.3]",,Ground Pass,,22.788155,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['9c3110c4-eabd-4058-8d84-5fbb0f617359'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:48.473,Pass,,2008/2009
,,,,,,,,,,,,,,,1.513534,,,,,,,,,,,,,c5bf4949-50d8-4928-a6c5-03eb18510c97,2573,,"[9.4, 45.4]",69171,65,True,,,0.26947266,,Drop Kick,,,,"[82.9, 65.7]",,High Pass,,76.25182,,,Unknown,,,,,,,,2,From Keeper,Andrés Palop Cervera,25946.0,Goalkeeper,143,Sevilla,213,,16,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:16.658,Pass,,2008/2009
,,,,,,,,,,,,,,,2.672399,,,,,,,,,,,,,09753bbb-5134-4f34-b8fc-0700f18b98df,2576,,"[46.5, 27.7]",69171,65,,,,1.6427871,,Right Foot,,,,"[43.5, 69.3]",,Ground Pass,,41.708035,,,,Gerard Piqué Bernabéu,5213.0,,True,,,Free Kick,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Left Center Back,144,Barcelona,217,['2c345210-8caa-4686-a464-7ed96a1f29be'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:36.423,Pass,,2008/2009
,,,,,,,,,,,,,,,1.215692,,,,,,,,,,,,,c83200b2-98a6-4c45-8fe4-4371f29b2c27,2579,,"[50.7, 68.4]",69171,65,,,,0.0785418,,Right Foot,,,,"[72.3, 70.1]",,Ground Pass,,21.666796,,,,Gnégnéri Yaya Touré,3087.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,144,Barcelona,217,['d6e277e8-8e85-42e9-ae22-b13f9627d61d'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:43.779,Pass,,2008/2009
,,,,,,,,,,,,,,,0.815318,,,,,,,,,,,,,28ddb7eb-3314-438f-9037-87c2dac3b85e,2583,,"[82.0, 51.8]",69171,65,,,,-1.2582198,,Right Foot,,,,"[87.3, 35.4]",,Ground Pass,,17.235138,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,144,Barcelona,217,['1b83bd94-03eb-4b8d-8cb6-daa5aaac2f28'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:49.458,Pass,,2008/2009
,,,,,,,,,,,,,,,1.814789,,,,,,,,,,,,,0fde6147-7133-4972-907a-ab4d29538a55,2586,,"[87.3, 35.4]",69171,65,,,,-0.5375866,,Left Foot,,,,"[113.3, 19.9]",,Ground Pass,,30.26962,,,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,144,Barcelona,217,['7e78a2cb-3bb7-43b3-8f6b-17e513be83a7'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:52.279,Pass,,2008/2009
,,,,,,,,,,,,,,,1.2704,,,,,,,,,,,,,12fb85d2-0629-4069-8918-6e7ad86c81fc,2589,,"[114.1, 20.9]",69171,65,,,,1.5011418,,Left Foot,True,,,"[115.6, 42.4]",,High Pass,,21.552261,,,Incomplete,Samuel Eto''o Fils,19298.0,,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,144,Barcelona,217,"['2edf94d0-e2a0-42c9-a8ea-58a7a4b6b0c2', '4fb095c1-5f2d-4a92-ad9e-9cd6d4a46600']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:55.357,Pass,,2008/2009
,,,,,,,,,,,,,,,1.4407,,,,,,,,,,,,,f4ca31a1-fc47-46f7-bfde-6ebd70019e6e,2592,,"[120.0, 1.0]",69171,66,,,,1.6690702,,Right Foot,,,,"[116.5, 36.5]",,High Pass,True,35.67212,,,Incomplete,,,,,Inswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,145,Barcelona,217,['5d88d073-0a87-48e1-ab89-3d43e5e500a7'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:25.369,Pass,,2008/2009
,,,,,,,,,,,,,,,0.796742,,,,,,,,,,,,,05d6ec54-6542-493a-97cf-60e4d4cca322,2596,,"[88.7, 17.0]",69171,66,,,,-0.8106029,,Left Foot,,,,"[100.3, 4.8]",,Ground Pass,,16.834488,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['5029f4d6-27a5-43e9-b7c9-a7656463efbe'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:31.108,Pass,,2008/2009
,,,,,,,,,,,,,,,1.240489,,,,,,,,,,,,,db61f925-ac42-414f-bffe-34f6c30d38b4,2602,,"[101.1, 1.0]",69171,66,,,,1.1097665,,,,,,"[108.7, 16.3]",,Low Pass,,17.083618,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,2,From Throw In,Carles Puyol i Saforcada,20125.0,Left Back,146,Barcelona,217,['179b5db8-64f6-4d9a-b0aa-c9d15f92da29'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:45.268,Pass,,2008/2009
,,,,,,,,,,,,,,,1.4493,,,,,,,,,,,,,7b304b34-18ea-42e3-9a23-246622a182b1,2611,,"[117.1, 13.1]",69171,66,,,,1.7295791,,Left Foot,True,,,"[112.2, 43.7]",,High Pass,,30.989838,,,Incomplete,,,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Left Back,146,Barcelona,217,['78d7afe0-4670-4d38-a12e-0b88764223a0'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:52.267,Pass,,2008/2009
,,,,,,,,,,,,,,,1.54801,,,,,,,,,,,,,159d2f0c-477d-4de7-8064-dcdf4e7c5a88,2614,,"[11.1, 30.0]",69171,66,True,,,-0.75821453,,Keeper Arm,,,,"[28.1, 13.9]",,Ground Pass,,23.413885,,,,Fernando Navarro i Corbacho,6913.0,,,,,,2,Regular Play,Andrés Palop Cervera,25946.0,Goalkeeper,147,Sevilla,213,['7c1b0f3e-784f-40bb-a705-192dabd6e5e9'],58,,,,,,,,,,,,,,,,,,Sevilla,213,00:21:58.567,Pass,,2008/2009
,,,,,,,,,,,,,,,1.0601,,,,,,,,,,,,,6c651772-6d6e-4ed4-810c-92d1c5131950,2616,,"[32.1, 12.1]",69171,67,,,,0.1764884,,Left Foot,,,,"[47.8, 14.9]",,Ground Pass,,15.947727,,,,Adriano Correia Claro,22102.0,,,,,,2,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,147,Sevilla,213,['7c7a232f-e964-4876-9b9f-bd38d9cdb4ca'],2,,,,,,,,,,,,,,,,,,Sevilla,213,00:22:02.102,Pass,,2008/2009
,,,,,,,,,,,,,,,0.940068,,,,,,,,,,,,,57eab83d-51e6-46b2-a52e-16e3397457cf,2626,,"[59.2, 27.5]",69171,67,,,,-0.41410142,,Right Foot,,,,"[84.0, 16.6]",,Low Pass,,27.089666,,,Pass Offside,Luís Fabiano Clemente,25943.0,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Wing,147,Sevilla,213,['8cce02aa-9c72-4dd5-99e9-90a049199767'],7,,,,,,,,,,,,,,,,,,Sevilla,213,00:22:07.702,Pass,,2008/2009
,,,,,,,,,,,,,,,2.290366,,,,,,,,,,,,,8e2d61b8-1c0b-40e7-9ff6-1e8efe1b972d,2628,,"[33.5, 61.3]",69171,67,,,,0.051767178,,Right Foot,,,,"[52.8, 62.3]",,Ground Pass,,19.32589,,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,148,Barcelona,217,['50a201b7-5bc0-429c-bac7-d0756d2ddaec'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:22.907,Pass,,2008/2009
,,,,,,,,,,,,,,,1.210772,,,,,,,,,,,,,08a67e0d-a2f2-4e9c-a482-34495a072539,2631,,"[44.8, 61.1]",69171,67,,,,-1.0751445,,Right Foot,,,,"[56.1, 40.2]",,Ground Pass,,23.759209,,,,Seydou Kéita,20169.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,148,Barcelona,217,['e54d1122-41e2-4a32-9dd0-6cf9fec518a8'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:26.689,Pass,,2008/2009
,,,,,,,,,,,,,,,2.013011,,,,,,,,,,,,,70075b58-2de2-45c3-83af-6b252596cf80,2635,,"[57.2, 37.5]",69171,67,,,,-0.81826836,25fea982-f3d6-499e-b043-1791a3ff2b4c,Left Foot,,,,"[82.2, 10.8]",,Low Pass,,36.57718,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,148,Barcelona,217,['27ef361a-5e56-456b-94bb-fc3e9a874eb8'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:28.941,Pass,,2008/2009
,,,,,,,,,,,,,,,0.9428,,,,,,,,,,,,,9a600ce1-094a-4a1a-9d47-bb3cb681e209,2645,,"[11.3, 70.4]",69171,68,True,,,-0.5624374,,Right Foot,,,,"[88.4, 21.8]",,High Pass,,91.13929,,,Incomplete,,,,True,,,Free Kick,2,From Free Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,149,Sevilla,213,['db41a8a9-4db7-44ff-a60f-4f5496db96c1'],5,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:05.725,Pass,,2008/2009
,,,,,,,,,,,,,,,0.961286,,,,,,,,,,,,,ab83ad8e-47bf-42e1-b785-9d70e04e0d97,2647,,"[34.9, 60.0]",69171,68,,,,-0.5362471,,Right Foot,,,,"[56.1, 47.4]",,Ground Pass,,24.66171,,,,Samuel Eto''o Fils,19298.0,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,150,Barcelona,217,['4057e768-2c9e-4c2e-977b-b34bbd62a250'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.271,Pass,,2008/2009
,,,,,,,,,,,,,,,0.8403,,,,,,,,,,,,,3ebf716f-7c4d-4a75-87b7-cbc7b900e3c2,2654,,"[61.3, 53.1]",69171,68,,,,0.35344023,,Right Foot,,,,"[71.6, 56.9]",,Ground Pass,,10.978616,,,,Frédéric Oumar Kanouté,25960.0,,,,,,2,Regular Play,Christian Koffi Romaric N''Dri,26480.0,Left Defensive Midfield,151,Sevilla,213,['887869e6-3e2d-44a8-b4e3-51f739f8a99d'],13,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:13.704,Pass,,2008/2009
,,,,,,,,,,,,,,,1.225892,,,,,,,,,,,,,96d123d2-3d3c-40b9-bb2a-3f8feec821bf,2658,,"[68.7, 58.6]",69171,68,,,,0.72625667,,Right Foot,,,,"[84.8, 72.9]",,Ground Pass,,21.533695,,,,Diego Ángel Capel Trinidad,24683.0,,,,,,2,Regular Play,Frédéric Oumar Kanouté,25960.0,Center Attacking Midfield,151,Sevilla,213,['492e2620-d4c5-493f-bde1-052c074a1048'],15,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:15.480,Pass,,2008/2009
,,,,,,,,,,,,,,,5.74353,,,,,,,,,,,,,f7b31d73-f291-43ec-9c17-b386de7344fa,2661,,"[110.9, 63.8]",69171,68,,,,-1.4146538,,Left Foot,True,,,"[119.7, 7.9]",,High Pass,,56.588425,,,Out,,,,True,,,,2,Regular Play,Diego Ángel Capel Trinidad,24683.0,Right Wing,151,Sevilla,213,,21,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:21.684,Pass,,2008/2009
,,,,,,,,,,,,,,,4.608479,,,,,,,,,,,,,dc8ac6f3-70a8-4b4e-9bc5-0b9ce88acd29,2662,,"[7.0, 45.0]",69171,68,,,,-0.24883221,,Right Foot,,,,"[31.4, 38.8]",,Ground Pass,,25.175385,,,,Rafael Márquez Álvarez,5558.0,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,152,Barcelona,217,['0f1ee5da-243d-4828-9868-f5961de8ab1a'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.228,Pass,,2008/2009
,,,,,,,,,,,,,,,1.61386,,,,,,,,,,,,,fa70b778-6e31-4cfe-8f18-895c60965645,2665,,"[31.8, 39.8]",69171,68,,,,1.4366378,,Right Foot,,,,"[36.2, 72.4]",,Ground Pass,,32.89559,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Goal Kick,Rafael Márquez Álvarez,5558.0,Left Center Back,152,Barcelona,217,['9691d21b-d84c-4913-8121-cb0116c1bcef'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.338,Pass,,2008/2009
,,,,,,,,,,,,,,,6.72612,,,,,,,,,,,,,c1c96bae-2be9-4fab-aa9b-73e3ac892830,2668,,"[40.2, 73.9]",69171,68,,,,0.08902667,,Right Foot,,,,"[117.5, 80.8]",,High Pass,,77.607346,,,Out,Samuel Eto''o Fils,19298.0,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,152,Barcelona,217,['01c2031d-cdff-4e94-9cd2-9b43d7a383eb'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:55.097,Pass,,2008/2009
,,,,,,,,,,,,,,,1.9686,,,,,,,,,,,,,978fe49f-c5f5-499f-bdc3-7c12b2429894,2670,,"[11.7, 1.0]",69171,69,,,,0.06303929,,,,,,"[41.8, 2.9]",,High Pass,,30.159906,,,,Frédéric Oumar Kanouté,25960.0,,,,,Throw-in,2,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,153,Sevilla,213,['184c6449-9794-476a-927e-c4d1f66fbfda'],19,,,,,,,,,,,,,,,,,,Sevilla,213,00:24:19.982,Pass,,2008/2009
