50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.529411,,,,,,,,,,,,,fe316896-6536-4369-8acf-2cf526e9ae33,2400,,"[44.4, 52.9]",267192,56,,,,,1.1974944,,Left Foot,,,,"[49.1, 64.9]",,Ground Pass,,12.887591,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Left Center Midfield,134,Barcelona,217,['8d08813a-d8ce-46a6-8823-8004702d9678'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:11:03.480,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.630367,,,,,,,,,,,,,bbad6cf3-89e2-4a2f-a698-70190d340d4f,2403,,"[52.9, 63.6]",267192,56,,,,,0.67956793,,Right Foot,,,,"[68.0, 75.8]",,Ground Pass,,19.412624,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['80e72fd8-febf-4175-94a2-722adc526169'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:11:05.049,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.5979,,,,,,,,,,,,,e265b85f-3fd4-4a2f-97d3-1950202b77b5,2406,,"[77.0, 70.5]",267192,56,,,,,-0.6202495,,Left Foot,,,,"[86.1, 64.0]",,Ground Pass,,11.1830225,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,134,Barcelona,217,['6931d208-b18e-441b-9f2f-c3be867c3677'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:11:09.818,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.6799,,,,,,,,,,,,,fa73785d-85cc-48d7-b1dd-72c0f9bd64fd,2409,,"[86.1, 64.0]",267192,56,,,,,-2.283154,,Right Foot,,,,"[82.3, 59.6]",,Ground Pass,,5.813777,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['3a668a2c-2f76-40b7-9529-29dfd35d7a4e'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:11:10.496,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.873705,,,,,,,,,,,,,8f0e87da-0d24-436c-8c32-dc319fae6d64,2412,,"[82.3, 59.6]",267192,56,,,,,0.5253669,,Left Foot,,,,"[96.1, 67.6]",,Ground Pass,,15.951176,,,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,134,Barcelona,217,['639d1bfb-25d4-442f-9c62-372a7ceb668c'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:11:11.670,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.311,,,,,,,,,,,,,ccf63fa2-088e-4ec4-9374-5fadc9f6c6dc,2415,,"[104.3, 68.4]",267192,56,,,,,-1.7472368,,Right Foot,,,,"[99.7, 42.6]",,High Pass,,26.20687,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['2c76bf72-421f-4a20-b033-3f8fb3a1628c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:11:13.758,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.552586,,,,,,,,,,,,,e524ca98-d041-48aa-bd9d-b23fb4dfeb8c,2418,,"[99.7, 42.6]",267192,56,,,,,0.75908846,5f8de027-c338-4909-9a13-2499c50b3d46,Right Foot,,,,"[107.5, 50.0]",,High Pass,,10.751744,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,Through Ball,True,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,134,Barcelona,217,['6593cbda-67e9-4348-baca-9230433410b4'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.142,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.134656,,,,,,,,,,,,,a1bff8dd-e3b9-40a5-aeaa-f543754083e1,2424,,"[120.0, 80.0]",267192,56,,True,,,-1.6741501,,Left Foot,,,,"[116.1, 42.4]",,Low Pass,True,37.80172,,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,135,Barcelona,217,['f577d408-0735-4476-99fa-d0998c01b1dc'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:11:42.811,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.606629,,,,,,,,,,,,,0beab97c-92b8-470c-9b9f-44468a2e89af,2426,,"[15.6, 35.0]",267192,56,,True,,,-0.92445433,,Keeper Arm,,,,"[36.8, 6.9]",,Ground Pass,,35.20014,,,,Antonio Rodríguez Dovale,27194.0,,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,136,Celta Vigo,209,['1f061cc7-868d-49f8-b33c-ac88dfb2713d'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:53.118,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.511815,,,,,,,,,,,,,d2f982b1-a469-4449-83bf-0556ea2d40ac,2429,,"[40.2, 7.9]",267192,56,,,,,-0.3366748,,Left Foot,,,,"[44.2, 6.5]",,Low Pass,,4.237924,,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,,,2,Regular Play,Antonio Rodríguez Dovale,27194.0,Left Back,136,Celta Vigo,209,"['2fd1b76b-b546-4167-a64a-49a891d45b57', '701d2064-0de2-4390-96ba-047bcac6a1ba', '84b3d34f-acbc-4c28-a4c6-48c996bc3449']",56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:56.212,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.794183,,,,,,,,,,,,,cea59e2a-56aa-4c61-917f-edebe6de5f47,2432,,"[45.4, 1.0]",267192,57,,True,,,1.6923658,,,,,,"[42.7, 23.1]",,Low Pass,,22.26432,,,,Borja Oubiña Meléndez,25986.0,,,,,,Throw-in,2,From Throw In,Antonio Rodríguez Dovale,27194.0,Left Back,137,Celta Vigo,209,['93530594-de1e-40ec-aba9-0e82f9da4c24'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:01.769,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.296946,,,,,,,,,,,,,038b309d-1606-4683-b939-3416bc0190f7,2434,,"[42.7, 23.1]",267192,57,,,,,1.7847139,,Right Foot,,,,"[36.4, 52.1]",,High Pass,,29.676422,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,2,From Throw In,Borja Oubiña Meléndez,25986.0,Left Center Midfield,137,Celta Vigo,209,['6693e4fb-5299-4d07-b734-85d80e5b4a4c'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:03.704,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.82208,,,,,,,,,,,,,4ad50ae2-986b-45f6-8e66-3d8aa1ecd57f,2437,,"[50.5, 57.1]",267192,57,,,,,-1.2711941,,Right Foot,,,,"[56.4, 38.0]",,Ground Pass,,19.990498,,,,Borja Oubiña Meléndez,25986.0,,,,,,,2,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,137,Celta Vigo,209,['79aef83a-c841-4c2d-95e1-bb74e42f481a'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:08.152,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.659377,,,,,,,,,,,,,1090aa6a-7711-4ee2-bcf8-286a5a4a7c49,2440,,"[56.4, 38.0]",267192,57,,,,,1.8074139,,Right Foot,,,,"[53.0, 52.1]",,Ground Pass,,14.504137,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,2,From Throw In,Borja Oubiña Meléndez,25986.0,Left Center Midfield,137,Celta Vigo,209,['c4df8b15-bac2-407c-ad4b-6629e88b547b'],9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:09.591,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.24054,,,,,,,,,,,,,8fb76373-1b21-4367-9f42-372e0d365605,2444,,"[51.1, 52.7]",267192,57,,,,,0.5505494,,Right Foot,,,,"[91.5, 77.5]",,High Pass,,47.40464,,,,Hugo Mallo Novegil,6805.0,,,,,,,2,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,137,Celta Vigo,209,"['dc760cc7-3bfb-4897-ad4e-82de62d8f69a', 'e3dfcecb-7b3e-4182-b799-d16e33f1eac9']",11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:11.305,Pass,True,2013/2014
,,,,,,,,,,,,,,,,2.0461,,,,,,,,,,,,,3d72c102-ffc3-4a6f-9fe2-17d5bc15ca33,2450,,"[106.4, 80.0]",267192,57,,,,,-0.8739689,,,,,,"[118.2, 65.9]",,High Pass,,18.386137,,,,Augusto Matías Fernández,19668.0,,,,,,Throw-in,2,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,138,Celta Vigo,209,['1f225fc2-0a0c-4b50-82aa-db92a567308d'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:25.363,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.821179,,,,,,,,,,,,,4e988a19-7c1d-4627-8752-580d04aba46d,2454,,"[116.5, 68.7]",267192,57,,,,,-1.5352558,,Right Foot,True,,,"[117.3, 46.2]",,High Pass,,22.514217,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,2,From Throw In,Augusto Matías Fernández,19668.0,Right Wing,138,Celta Vigo,209,"['418c7ce9-1516-4293-8a65-030bac6688d6', '6b1da759-4c55-4942-a9b7-cd691777c507', 'db19ca05-5cc3-4ebd-af0c-cf242c017173']",29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:29.346,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.4162,,,,,,,,,,,,,5c35629e-963c-4f07-a44e-ad5feca44b01,2457,,"[10.6, 37.3]",267192,57,,True,,,0.23864964,,Drop Kick,,,,"[73.9, 52.7]",,High Pass,,65.14637,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,139,Barcelona,217,['8ab29191-4204-4c03-a591-36183a354bfa'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:12:42.088,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.899643,,,,,,,,,,,,,14cbf247-712d-4eac-b6ac-60ca653c7e7b,2459,,"[64.9, 68.2]",267192,57,,True,,,-2.1756427,,Left Foot,,,,"[54.6, 53.3]",,Ground Pass,,18.113531,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,139,Barcelona,217,['eb6de16f-42d7-4e83-b32a-5ecf3b9652fa'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:12:45.016,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9649,,,,,,,,,,,,,daf0cbd7-74e9-4c46-a549-8ab6eaa3b637,2461,,"[55.3, 54.1]",267192,57,,,,,-1.0017388,,Right Foot,,,,"[62.4, 43.0]",,Ground Pass,,13.176495,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Left Center Midfield,139,Barcelona,217,['9bb62353-fed5-410d-98d1-9873d924d28b'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:12:46.410,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,b11557b9-b58b-4c39-a870-6d6b3a6f2811,2465,,"[59.6, 44.3]",267192,57,,,,,2.25021,,Right Foot,,,,"[57.5, 46.9]",,Ground Pass,,3.342155,,Incomplete,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,139,Barcelona,217,"['06e3758b-b3d4-437e-9cb2-c5b92f35754d', '77b39e4f-e08d-4839-8d37-35048d00d3ae', 'c1249e44-e1a4-4842-909d-d6201e20bd76']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:12:48.122,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.452892,,,,,,,,,,,,,56b98554-8a52-45ef-acf4-7b2d2b70683f,2471,,"[64.4, 45.1]",267192,57,,,,,1.4263548,,Right Foot,,,,"[66.0, 56.1]",,Ground Pass,,11.115754,,,,Augusto Matías Fernández,19668.0,,,,,,,2,Regular Play,Alejandro López Sánchez,27200.0,Center Attacking Midfield,140,Celta Vigo,209,"['2f2ffafa-b720-4d9e-a6f8-38ce06b17833', '372828f7-333a-4f42-aff1-2735e6e6a8e1']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:50.998,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.702746,,,,,,,,,,,,,eb4f7502-4051-4b54-88e1-e4d6a8720775,2473,,"[66.0, 56.1]",267192,57,,,,,-2.1042392,,Right Foot,,,,"[58.5, 43.4]",,Ground Pass,,14.749237,,,,Borja Oubiña Meléndez,25986.0,,,,,,,2,Regular Play,Augusto Matías Fernández,19668.0,Right Wing,140,Celta Vigo,209,['becf2cee-2174-45e4-9e05-786120461353'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:52.451,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.68163,,,,,,,,,,,,,8d3f32c8-fd9e-4737-b8cb-6f28b391ca34,2476,,"[62.1, 41.3]",267192,57,,,,,-1.1978086,,Right Foot,,,,"[67.5, 27.5]",,Ground Pass,,14.818907,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,2,Regular Play,Borja Oubiña Meléndez,25986.0,Left Center Midfield,140,Celta Vigo,209,['bee307cf-9cdd-4263-a06e-20dd82513e97'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:54.521,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.465125,,,,,,,,,,,,,78318ae0-b088-49ea-ab98-87e6321d8035,2480,,"[75.5, 21.4]",267192,57,,,,,-1.1321435,,Left Foot,,,,"[83.1, 5.2]",,Ground Pass,,17.894133,,,,Antonio Rodríguez Dovale,27194.0,,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,140,Celta Vigo,209,"['3a2e1df3-7e42-4d8f-a71d-a3815420f3c5', 'a862e3a3-6746-4759-9476-3e283134b4f0']",56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:12:56.940,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.317217,,,,,,,,,,,,,6dddfc3f-e85e-4837-b134-836c8f015343,2483,,"[92.1, 10.9]",267192,58,,,,,0.9938634,,Left Foot,True,,,"[108.5, 36.1]",,Low Pass,,30.066593,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,2,Regular Play,Antonio Rodríguez Dovale,27194.0,Left Back,140,Celta Vigo,209,['560c7e21-6aef-4a87-9e6c-e26416140a3d'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:00.591,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.082509,,,,,,,,,,,,,dbea0fef-8469-40b6-92f0-8871f5898bf8,2488,,"[106.2, 29.2]",267192,58,,,,,-1.3442565,,Right Foot,,,,"[112.7, 1.0]",,Ground Pass,,28.939419,,Out,,Manuel Agudo Durán,6724.0,,,,,,Recovery,2,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Center Forward,140,Celta Vigo,209,['dac10f04-6df6-4688-b17b-7ba715f70b93'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:05.347,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.144674,,,,,,,,,,,,,a12c74cd-c665-49ea-afd6-b435aabbb792,2491,,"[16.1, 80.0]",267192,58,,,,,-0.34009713,,,,,,"[35.6, 73.1]",,High Pass,,20.684776,,Incomplete,,Alexandre Dimitri Song-Billong,27053.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,141,Barcelona,217,"['1d6bdde5-5929-4579-a8f2-a2b3460927d1', 'c8129304-e747-4f6f-8f16-8861253e5688']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:13:51.767,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.989626,,,,,,,,,,,,,c8129304-e747-4f6f-8f16-8861253e5688,2493,,"[85.4, 7.9]",267192,58,,,,,1.0612041,,Right Foot,,,,"[89.2, 14.7]",,Ground Pass,,7.7897367,,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,,Recovery,2,From Throw In,Borja Oubiña Meléndez,25986.0,Left Center Midfield,141,Barcelona,217,"['00dcb8ba-fca0-42b6-a636-78f8a3d0d3e8', '3cd8d94c-878e-4ac8-93a6-739520c0f0d9', 'a12c74cd-c665-49ea-afd6-b435aabbb792']",53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:53.911,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.179924,,,,,,,,,,,,,813d33c2-0fa3-48e0-acf5-492bdf10edc3,2503,,"[85.8, 7.7]",267192,58,,,,,1.9631364,,Left Foot,,,,"[81.0, 19.3]",,Ground Pass,,12.553884,,,,Borja Oubiña Meléndez,25986.0,,,,,,,2,Regular Play,Antonio Rodríguez Dovale,27194.0,Left Back,142,Celta Vigo,209,['e8f52178-b1ce-4edb-8fe3-bed1b88030ff'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:57.076,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.591402,,,,,,,,,,,,,ac429fed-e26e-44f9-9b6d-7aa9f5fff4a2,2506,,"[81.0, 19.3]",267192,58,,,,,0.07677189,,Right Foot,,,,"[94.0, 20.3]",,Ground Pass,,13.038404,,,,Manuel Agudo Durán,6724.0,,,,,,,2,Regular Play,Borja Oubiña Meléndez,25986.0,Left Center Midfield,142,Celta Vigo,209,['b770f40d-94cf-4cfc-a0aa-6ffee18454c7'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:58.295,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.689634,,,,,,,,,,,,,f1e420c5-400c-4eb5-b9c6-4097b91ffd7f,2509,,"[94.0, 20.3]",267192,58,,,,,1.7795736,,Right Foot,,,,"[91.5, 32.1]",,Ground Pass,,12.061924,,,,Alejandro López Sánchez,27200.0,,,,,,,2,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,142,Celta Vigo,209,['1810247b-b8f9-4ce5-a3b1-e044bd079185'],59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:13:59.041,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.874436,,,,,,,,,,,,,78ef174f-d81b-4e4f-b92c-1c1a2ed19377,2519,,"[29.5, 35.2]",267192,59,,,,,-0.822669,,Right Foot,,,,"[57.9, 4.6]",,Ground Pass,,41.748295,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,143,Barcelona,217,['7a65bb2f-7302-49b4-a7a4-232307ecaf50'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:14:03.573,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.317604,,,,,,,,,,,,,6635e483-a25f-4ca9-b534-c8428aeca185,2523,,"[98.7, 11.7]",267192,59,,,,,1.0086095,,Right Foot,True,,,"[111.3, 31.7]",,Ground Pass,,23.638105,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,143,Barcelona,217,['f5ab12ce-31a3-4740-9e5b-b9751bdc8e3c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:14:13.594,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.478089,,,,,,,,,,,,,bad6d9b9-c41a-40d6-af13-9d4dab4b8f2b,2528,,"[12.9, 43.4]",267192,59,,True,,,-0.74983037,,Keeper Arm,,,,"[55.1, 4.1]",,High Pass,,57.665676,,,,Manuel Agudo Durán,6724.0,,,,,,,2,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,144,Celta Vigo,209,['d989de7a-01ae-48c0-8b40-1cc44a7c6a44'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:22.125,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.183736,,,,,,,,,,,,,4be1b906-4106-41a1-888b-1d52ef2bcd31,2531,,"[43.3, 10.0]",267192,59,,,,,0.9187135,,Right Foot,,,,"[73.0, 48.9]",,High Pass,,48.941803,,,,Alejandro López Sánchez,27200.0,,,,,,,2,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,144,Celta Vigo,209,"['54ddabdd-b78f-42ca-9e49-a601993da518', 'd0e621e4-113e-44ac-ae61-3627837aa5e9']",28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:28.481,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.925619,,,,,,,,,,,,,02aa2f96-2f30-4f93-a5db-a1bffc8b33f8,2538,,"[40.5, 22.6]",267192,59,,,,,-0.22952735,,Right Foot,,,,"[51.2, 20.1]",,Ground Pass,,10.988175,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,145,Barcelona,217,"['080cba0b-025e-4d49-bd3e-074289b875a4', 'cb90a98a-068d-4228-9a1a-0a9f26dc79fe']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:14:33.256,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.204078,,,,,,,,,,,,,7aa12468-6132-4d36-8f76-e85a33b361ea,2541,,"[65.9, 23.1]",267192,59,,,,,0.4388593,,Right Foot,,,,"[80.6, 30.0]",,Ground Pass,,16.238842,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,145,Barcelona,217,['01358c2c-9d96-4656-b949-1e228a2cbd45'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:14:37.258,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.659612,,,,,,,,,,,,,83d77c15-1da3-4a79-9fba-00a5527ede2d,2544,,"[80.6, 30.0]",267192,59,,,,,2.8728895,,Right Foot,,,,"[73.7, 31.9]",,Ground Pass,,7.156815,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,145,Barcelona,217,['d2288a66-9d33-406c-9d95-28b36736dfc9'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:14:38.543,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.793903,,,,,,,,,,,,,93c7740b-2201-4576-8ca8-e5f321ed95bd,2547,,"[73.7, 31.9]",267192,59,,,,,1.1071488,,Left Foot,,,,"[82.5, 49.5]",,Ground Pass,,19.677399,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,145,Barcelona,217,"['2084d25b-5551-41fd-83ce-70ff500fd1cb', '9770e5e3-7782-4210-aa95-ed384822ee25']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:14:39.242,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.060316,,,,,,,,,,,,,d270f8bb-f35d-4b7d-aa34-a72cc6acff7e,2551,,"[43.6, 26.0]",267192,59,,,,,1.4793093,,Left Foot,,,,"[44.6, 36.9]",,Ground Pass,,10.945775,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,2,Regular Play,Antonio Rodríguez Dovale,27194.0,Left Back,146,Celta Vigo,209,['d664f8f6-6539-46d6-8047-e18c14446282'],42,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:42.887,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.132517,,,,,,,,,,,,,18562150-6c57-48f8-a94a-f01981796ba2,2554,,"[47.6, 37.8]",267192,59,,,,,1.4512146,,Left Foot,,,,"[50.7, 63.6]",,Ground Pass,,25.985573,,,,Hugo Mallo Novegil,6805.0,,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,146,Celta Vigo,209,['251baf0e-d90a-48b2-bbb9-216f1a9e21e9'],44,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:44.681,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.626201,,,,,,,,,,,,,68a488bf-d32a-4019-9341-0a6808d09e76,2557,,"[63.9, 74.3]",267192,59,,,,,-2.1769316,,Right Foot,,,,"[57.8, 65.5]",,Ground Pass,,10.707474,,,,Alejandro López Sánchez,27200.0,,,,,,,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,146,Celta Vigo,209,['6bb37d0a-611f-42f2-97c2-f93c11a19a6c'],50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:50.791,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.647966,,,,,,,,,,,,,76fa0e2a-9dc7-449d-bba3-bdbbfe77aca2,2560,,"[57.8, 63.2]",267192,59,,,,,-1.4931748,,Right Foot,,,,"[58.5, 54.2]",,Ground Pass,,9.027182,,,,Borja Oubiña Meléndez,25986.0,,,,,,,2,Regular Play,Alejandro López Sánchez,27200.0,Center Attacking Midfield,146,Celta Vigo,209,['c9a64550-ea88-48f6-82c0-2eaf37bb0c6f'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:52.050,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.388821,,,,,,,,,,,,,e6365658-bd2b-401b-bf6b-d5e4376ce89d,2563,,"[58.5, 54.2]",267192,59,,,,,-0.9726073,,Right Foot,,,,"[67.7, 40.7]",,Ground Pass,,16.33677,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,2,Regular Play,Borja Oubiña Meléndez,25986.0,Left Center Midfield,146,Celta Vigo,209,['50d7be1c-e01f-4471-93e4-59eb85fea41c'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:53.498,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.018767,,,,,,,,,,,,,3190dc01-6570-4017-9c47-1ff963cc538f,2566,,"[67.7, 40.7]",267192,59,,,,,-2.3048801,,Left Foot,,,,"[52.0, 23.3]",,Ground Pass,,23.436083,,,,Andreu Fontàs Prat,6890.0,,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,146,Celta Vigo,209,['358b0aba-e5b4-4dfd-87fe-583aa752143d'],55,,,,,,,,,,,,,,,,,Celta Vigo,209,00:14:55.072,Pass,,2013/2014
