50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,4.571292,,,,,,,,,,,,,a5842926-665e-4cc1-b0e4-8d1a57c60645,945,,"[62.0, 36.0]",16196,20,,,,0.7313967,,Head,,,,"[101.0, 71.0]",,High Pass,,52.40229,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,49,Real Madrid,220,"['85860ff8-94c1-427a-a55e-e2f5617b9997', 'fa34b3e3-7f93-4358-9790-29584c5c761a']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:26.001,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.369528,,,,,,,,,,,,,85860ff8-94c1-427a-a55e-e2f5617b9997,947,,"[20.0, 10.0]",16196,20,,,,2.0503156,,Right Foot,,,,"[7.0, 35.0]",,Ground Pass,,28.178005,,,Thibaut Courtois,3509.0,,,,,,Recovery,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,49,Real Madrid,220,"['87bf0f96-f203-44ee-a044-f1d81ce12559', 'a5842926-665e-4cc1-b0e4-8d1a57c60645']",30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:20:30.572,Pass,,2018/2019
,,,,,,,,,,,,,,,,6.6959,,,,,,,,,,,,,0993b9c1-46b1-4b19-a4c2-0c652d338056,951,,"[6.0, 33.0]",16196,20,,,,-0.13706617,,Left Foot,,,,"[93.0, 21.0]",,High Pass,,87.823685,Incomplete,,Karim Benzema,19677.0,,,,,,,1,From Throw In,Thibaut Courtois,3509.0,Goalkeeper,49,Real Madrid,220,"['18587ab0-1143-4489-97b5-160c9c4580b4', '3243e07c-09e8-4a00-9569-f9363ef8de1a', 'dbbb71f9-74db-4239-a936-22e1724c98d1']",33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:20:33.022,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.2148,,,,,,,,,,,,,3243e07c-09e8-4a00-9569-f9363ef8de1a,954,,"[28.0, 60.0]",16196,20,,,,-2.490516,,Right Foot,,,,"[7.0, 44.0]",,Ground Pass,,26.400757,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,50,Barcelona,217,"['0993b9c1-46b1-4b19-a4c2-0c652d338056', '408b2e1c-1c96-4ebb-a2ce-57a999091081', '4adfdbe8-2484-4485-b373-0b11eaf74ff3']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:39.718,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.92651,,,,,,,,,,,,,1610cef3-6d47-4ca3-a28e-6c15a78be10b,957,,"[7.0, 44.0]",16196,20,,,,1.1978086,,Left Foot,,,,"[16.0, 67.0]",,High Pass,,24.698177,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,50,Barcelona,217,"['3d1458c1-5117-4f37-bd06-fad0acc42d34', '408b2e1c-1c96-4ebb-a2ce-57a999091081']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:42.093,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.4513,,,,,,,,,,,,,478f769b-ae5f-41b5-9054-94f14c562878,960,,"[20.0, 68.0]",16196,20,,,,-1.1263771,,Right Foot,,,,"[30.0, 47.0]",,Ground Pass,,23.259407,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,50,Barcelona,217,['71df2c49-0129-4d47-859b-c39b15e6c15d'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:45.849,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.4133,,,,,,,,,,,,,650ce43c-0e75-4438-aad6-c9f28aecd9b2,963,,"[49.0, 43.0]",16196,20,,,,-0.3708913,,Right Foot,,,,"[67.0, 36.0]",,Ground Pass,,19.313208,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,50,Barcelona,217,['7f882367-973b-4d90-baf3-ec186ba5de3a'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:51.503,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.6038,,,,,,,,,,,,,21d0d842-af8d-457b-bb92-385d0113f1c0,967,,"[68.0, 37.0]",16196,20,,,,0.5404195,,Right Foot,,,,"[73.0, 40.0]",,Ground Pass,,5.8309517,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Left Wing,50,Barcelona,217,"['37c4000a-edc9-4065-b4f3-edd4b3043d99', '6dc4c89d-9310-4e91-a690-71974cb8c015']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:53.496,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.7574,,,,,,,,,,,,,a8f50373-4d6e-4ef1-9ab1-ab3afd9b6c15,970,,"[73.0, 40.0]",16196,20,,,,-1.1955255,,Left Foot,,,,"[86.0, 7.0]",,High Pass,,35.468296,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,50,Barcelona,217,['0e36394f-d75b-4acc-ae3d-66606425eaf5'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:54.220,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.793419,,,,,,,,,,,,,b6e5295d-49b8-4cb7-8145-2684c65deb04,977,,"[29.0, 74.0]",16196,21,,,,-0.5880026,,Right Foot,,,,"[44.0, 64.0]",,Low Pass,,18.027756,,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,51,Real Madrid,220,"['1d561e86-6f82-4c00-a591-943540d8cfe1', 'fe969ef6-7181-4295-aa4d-2eedf142afde']",0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:00.544,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.356401,,,,,,,,,,,,,3d9d7f87-7f7a-4a13-9dc5-e56042a1fc43,980,,"[44.0, 64.0]",16196,21,,,,3.0172377,,Right Foot,,,,"[36.0, 65.0]",,Low Pass,,8.062258,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,51,Real Madrid,220,['6645605e-3388-4f60-b697-eb73cf838ed5'],1,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:01.458,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.086207,,,,,,,,,,,,,03da249c-ec60-4bbb-9a0b-1ef92847a2d9,983,,"[36.0, 65.0]",16196,21,,,,-1.7126933,,Right Foot,,,,"[35.0, 58.0]",,Ground Pass,,7.071068,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,51,Real Madrid,220,['b63f5400-deeb-429b-b6e4-75d22b5699a7'],2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:02.897,Pass,,2018/2019
,,,,,,,,,,,,,,,,4.788542,,,,,,,,,,,,,09ce542e-8d16-4bc2-8816-14e0250364b7,986,,"[38.0, 47.0]",16196,21,,,,-0.37776667,,Left Foot,,,,"[101.0, 22.0]",,High Pass,,67.77905,Incomplete,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,Through Ball,True,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,51,Real Madrid,220,"['79597705-9afa-4dea-aa03-4f50fc8cbb6f', 'b46dda5c-b2ec-4f8e-be38-376401a49e2a']",6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:06.179,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.199071,,,,,,,,,,,,,79597705-9afa-4dea-aa03-4f50fc8cbb6f,989,,"[20.0, 59.0]",16196,21,,,,0.27829966,,Right Foot,,,,"[34.0, 63.0]",,Ground Pass,,14.56022,,,Sergi Roberto Carnicer,6379.0,,,,,,Recovery,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,52,Barcelona,217,"['09ce542e-8d16-4bc2-8816-14e0250364b7', 'a6f4f19e-9b93-40c6-be38-92707c75af33', 'bf15fc8e-d790-4f4f-b25e-8afa4d5be335']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:10.967,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.3182,,,,,,,,,,,,,9edc8558-53c2-4a1b-9379-d51863f2c761,992,,"[40.0, 68.0]",16196,21,,,,-0.5667292,,Right Foot,,,,"[51.0, 61.0]",,Ground Pass,,13.038404,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,52,Barcelona,217,['dce31de0-ad43-4c74-9cea-4116f54affd4'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:13.648,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.307296,,,,,,,,,,,,,3068b9b3-585b-4522-b125-cab3ea7efae1,995,,"[52.0, 63.0]",16196,21,,,,0.7022569,,Left Foot,,,,"[65.0, 74.0]",,Ground Pass,,17.029387,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,52,Barcelona,217,['d0dbdae8-a52a-49ab-846e-35e7e803e6b7'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:16.705,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.5959,,,,,,,,,,,,,f28201a1-6d11-447c-b944-af77292264a2,1003,,"[35.0, 6.0]",16196,21,,,,0.32175055,,Left Foot,,,,"[38.0, 7.0]",,Ground Pass,,3.1622777,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Sergio Reguilón Rodríguez,18620.0,Left Back,52,Barcelona,217,['3b78154e-11ab-43aa-bc9e-2dbb7810aebe'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:21.061,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.0619,,,,,,,,,,,,,e387263b-f791-423c-a4fc-b601191e4d0b,1007,,"[37.0, 4.0]",16196,21,,,,0.32175055,,Left Foot,,,,"[40.0, 5.0]",,Ground Pass,,3.1622777,Incomplete,,Sergio Reguilón Rodríguez,18620.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,52,Barcelona,217,"['4357cd6e-8f32-4394-9cba-47d750839d20', '778427e6-36c1-424c-922c-3211ac22880d', '7d0f61ab-6abc-4b98-a9f7-164ddf2cded8']",23,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:23.571,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.296933,,,,,,,,,,,,,2ef140fa-537e-46bc-a088-22beb793a288,1010,,"[44.0, 1.0]",16196,21,True,,,0.62548506,,,,,,"[62.0, 14.0]",,Low Pass,,22.203604,,,Toni Kroos,5574.0,,,,,,Throw-in,1,From Throw In,Sergio Reguilón Rodríguez,18620.0,Left Back,53,Real Madrid,220,['d20ae5ea-84c7-4869-9b16-7ec8d66e6526'],42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:42.255,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6644,,,,,,,,,,,,,6932a30e-68cf-4c38-adb1-4cba382ea97d,1018,,"[63.0, 11.0]",16196,21,,,,-0.32175055,,Right Foot,,,,"[78.0, 6.0]",,Ground Pass,,15.811388,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,,Recovery,1,From Throw In,Toni Kroos,5574.0,Left Center Midfield,53,Real Madrid,220,['efe577f2-abac-490e-84fc-4a31479fdb2c'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:48.721,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.9446,,,,,,,,,,,,,47ffacb0-ec28-462a-abea-eb48aa4df99b,1025,,"[117.0, 24.0]",16196,21,,,,2.6779451,,Left Foot,,True,,"[109.0, 28.0]",,Ground Pass,,8.944272,,,Karim Benzema,19677.0,,,,,,,1,From Throw In,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,53,Real Madrid,220,['f3ad7a7d-2edd-4bcc-827c-a6993470efa7'],55,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:55.662,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.382019,,,,,,,,,,,,,2c66b31f-6a11-4e5f-af2b-cdf131804a19,1028,,"[105.0, 29.0]",16196,21,,,,1.6295521,bf1340ad-a609-4ccc-be93-8b34284804a7,Right Foot,,,,"[104.0, 46.0]",,Ground Pass,,17.029387,,,Luka Modrić,5463.0,True,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,53,Real Madrid,220,['abd70eae-765b-4811-a380-d4ca389c9989'],57,,,,,,,,,,,,,,,,,,Real Madrid,220,00:21:57.294,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1593,,,,,,,,,,,,,e922eaf3-089c-4393-a21a-e4cd2724f6bc,1037,,"[23.0, 29.0]",16196,22,,,,1.4288993,,Head,,,,"[24.0, 36.0]",,Low Pass,,7.071068,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Ousmane Dembélé,5477.0,Left Wing,54,Barcelona,217,"['3600fe8b-d3d7-4e77-a602-78ad610cbadf', 'df727afc-a42b-4d8b-97d8-e2c10c2f3038']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:02.635,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.3979,,,,,,,,,,,,,197562ad-9674-4416-b763-958d7e75388a,1042,,"[28.0, 35.0]",16196,22,True,,,0.44926012,,Right Foot,,,,"[84.0, 62.0]",,High Pass,,62.169125,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,Free Kick,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,55,Barcelona,217,"['5b650573-1142-4cb3-9ccb-06ab4f601456', '71cb0e0d-8f3c-478b-b598-ff8b5043f0a3']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:17.830,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2612,,,,,,,,,,,,,b8d31c5c-7ee9-4a4e-a74d-8d33500d5732,1045,,"[71.0, 80.0]",16196,22,,,,-1.735945,,,,,,"[70.0, 74.0]",,Low Pass,,6.0827627,,,Sergi Roberto Carnicer,6379.0,,,,,,Throw-in,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,56,Barcelona,217,['5e5984c5-2e29-4c13-bd83-7068cce9aab0'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:27.187,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0064,,,,,,,,,,,,,be0e62f7-7f9c-41c8-9786-ec84ff0b2eed,1048,,"[70.0, 74.0]",16196,22,,,,0.21866895,,Right Foot,,,,"[79.0, 76.0]",,Ground Pass,,9.219544,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,56,Barcelona,217,['37555108-7b5d-4f1c-b422-06047ef5452f'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:29.468,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6787,,,,,,,,,,,,,43c3c95d-58db-49ae-83d9-6fa7155950ef,1051,,"[79.0, 76.0]",16196,22,,,,-2.8387077,,Right Foot,,,,"[63.0, 71.0]",,High Pass,,16.763054,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,56,Barcelona,217,['3c959c25-8eea-41b1-bfe6-6e004bea1799'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:30.515,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1565,,,,,,,,,,,,,a4e55c5f-076a-4e9f-ac1d-0f9c3b4e4887,1054,,"[65.0, 69.0]",16196,22,,,,-0.8850668,,Right Foot,,,,"[74.0, 58.0]",,Ground Pass,,14.21267,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,56,Barcelona,217,['27b373eb-c0a2-4ec3-98d4-98994270c112'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:33.516,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0686,,,,,,,,,,,,,a59fc866-bd30-4ce6-9115-8bc40e463c42,1057,,"[74.0, 58.0]",16196,22,,,,2.782822,,Left Foot,,,,"[66.0, 61.0]",,Ground Pass,,8.5440035,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,56,Barcelona,217,['a71cd84c-7b41-4029-88ab-20570030d577'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:34.712,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.932362,,,,,,,,,,,,,a2291b06-6f1a-410f-ac06-4776db0ae038,1060,,"[66.0, 61.0]",16196,22,,,,-1.735945,,Right Foot,,,,"[65.0, 55.0]",,Ground Pass,,6.0827627,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,56,Barcelona,217,['63c1e079-eb81-4add-87fa-467f7ff1dc9a'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:38.407,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.9749,,,,,,,,,,,,,03ba8dd0-b58f-41c9-96f3-2ef3c53ca9cf,1063,,"[65.0, 55.0]",16196,22,,,,-1.6233793,,Left Foot,,,,"[64.0, 36.0]",,Ground Pass,,19.026299,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,56,Barcelona,217,['af8f736d-d8c6-4406-8a34-c3b36770e28b'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:40.154,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.343594,,,,,,,,,,,,,453db152-c1b7-452e-a58d-efdd2055befa,1066,,"[66.0, 22.0]",16196,22,,,,-0.65284663,,Right Foot,,,,"[83.0, 9.0]",,Ground Pass,,21.400934,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,56,Barcelona,217,['6a73bf80-2eb4-4708-bd99-8aeb8207b9d8'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:43.052,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7497,,,,,,,,,,,,,0765d23f-14cf-45f5-a819-b4e839adf360,1069,,"[84.0, 9.0]",16196,22,,,,0.4497596,,Left Foot,,,,"[113.0, 23.0]",,Ground Pass,,32.202484,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,56,Barcelona,217,['e7591519-3878-436f-bef7-bf0927e6f433'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:45.393,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.350913,,,,,,,,,,,,,26a8298b-4137-4a54-8a86-a3be4c3f8f1b,1073,,"[107.0, 7.0]",16196,22,,,,3.0648208,,Right Foot,,,,"[94.0, 8.0]",,Ground Pass,,13.038404,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Left Wing,56,Barcelona,217,['f6979937-cc1f-43f7-8e61-a646de619c67'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:53.503,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.2859,,,,,,,,,,,,,49ec7cac-39c3-47b1-8cd2-f26e954571e0,1076,,"[94.0, 8.0]",16196,22,,,,2.7367008,,Left Foot,,,,"[80.0, 14.0]",,Ground Pass,,15.231546,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,56,Barcelona,217,['a6df33ec-3379-42c8-85dc-d06bc326ede2'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:55.312,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1096,,,,,,,,,,,,,9345d095-7e01-4865-bddc-a1c95563b417,1079,,"[79.0, 25.0]",16196,22,,,,1.7681919,,Right Foot,,,,"[77.0, 35.0]",,Ground Pass,,10.198039,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,56,Barcelona,217,['f716f479-271b-4339-8de2-50c067ef4bdd'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:58.851,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.7828,,,,,,,,,,,,,7eb51442-d120-42bd-8806-82ef714b0d53,1083,,"[75.0, 34.0]",16196,23,,,,1.9416876,,Right Foot,,,,"[68.0, 52.0]",,Ground Pass,,19.313208,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,56,Barcelona,217,['6e99b79d-3e9b-4ed8-8124-27f00cd9738d'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:00.365,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.6095,,,,,,,,,,,,,bc7aef02-c396-4de5-a4e9-45884da381da,1086,,"[77.0, 60.0]",16196,23,,,,1.1071488,,Right Foot,,,,"[85.0, 76.0]",,Ground Pass,,17.888544,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,56,Barcelona,217,['d32c0c0e-9c0b-49cb-9162-c8f4739b3472'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:06.487,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0138,,,,,,,,,,,,,8728d3d8-2417-4b87-b142-4978ac1cad90,1089,,"[85.0, 76.0]",16196,23,,,,-2.8430936,,Right Foot,,,,"[72.0, 72.0]",,Ground Pass,,13.601471,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,56,Barcelona,217,['31d687d6-b2fa-4a3b-93cd-9a00cbbe55d0'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:08.848,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.3549,,,,,,,,,,,,,e819edce-d5b2-4dae-b020-a2029c473ba5,1092,,"[71.0, 64.0]",16196,23,,,,2.961739,,Right Foot,,,,"[60.0, 66.0]",,Ground Pass,,11.18034,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,56,Barcelona,217,['494f8c6c-25b6-4e90-85b3-f1caa762b175'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:12.333,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.9974,,,,,,,,,,,,,c53167f3-d5e9-4d0a-a2de-fad0abb1474c,1096,,"[63.0, 67.0]",16196,23,,,,0.348771,,Right Foot,,,,"[74.0, 71.0]",,Ground Pass,,11.7046995,Unknown,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,56,Barcelona,217,"['2ce909ff-592a-4a07-a6ae-c851d8b2822a', '860d1d30-da27-4017-bd4a-1887ca46dd06']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:19.497,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.8172,,,,,,,,,,,,,20057ccc-7696-4ac7-92f4-0420f89964de,1101,,"[75.0, 65.0]",16196,23,True,,,-1.7681919,,Right Foot,,,,"[69.0, 35.0]",,Ground Pass,,30.594116,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,57,Barcelona,217,['18886cb7-cba1-45be-8407-9e5cfbaeb468'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:36.291,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.504719,,,,,,,,,,,,,4b2e999f-89c8-4ded-b1c5-207e57817df2,1103,,"[69.0, 35.0]",16196,23,,,,-1.0088748,,Right Foot,,,,"[86.0, 8.0]",,Low Pass,,31.906113,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,57,Barcelona,217,['b02796af-1c9b-4044-ab99-99adcc353bd7'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.264,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0233,,,,,,,,,,,,,e2252dd5-6723-4a28-bb61-71c85692bb45,1106,,"[87.0, 10.0]",16196,23,,,,1.7126933,,Left Foot,,,,"[86.0, 17.0]",,Ground Pass,,7.071068,,,Ousmane Dembélé,5477.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,57,Barcelona,217,['52fc6bc3-cb92-4de5-8aaf-a8767f1312ef'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:41.566,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.7383,,,,,,,,,,,,,2c3ee445-33d8-4b23-a00e-c4fb95e6a644,1110,,"[93.0, 22.0]",16196,23,,,,1.7126933,,Left Foot,,,,"[92.0, 29.0]",,Ground Pass,,7.071068,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,57,Barcelona,217,"['705858fd-70db-4dea-a56a-33cd58328a81', '81ff420d-423d-477f-a89a-c056a469d991']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:44.893,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.5429,,,,,,,,,,,,,c618e456-67d0-4f0d-8c69-acb5e745e070,1113,,"[92.0, 29.0]",16196,23,,,,-2.5899377,,Right Foot,,,,"[79.0, 21.0]",,High Pass,,15.264338,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,57,Barcelona,217,['8d316e75-cbeb-40ea-8d8c-1496007f4f9d'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:45.671,Pass,,2018/2019
