bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,1.687923,,,,,,,,,,,,,af1c48c4-ba1b-4639-974e-83bfedf4ebbb,3658,,"[4.6, 35.6]",266986,90,,,,,-0.22043885,,Keeper Arm,,,"[34.5, 28.9]",,Low Pass,,30.641476,,,,,Francisco Portillo Soler,6873.0,,,,,,2,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,142,Real Betis,218,['d9ebfb47-4f2c-48fd-a369-7206ad3d5859'],44,,,,,,,,,,,,,,,,,Real Betis,218,00:45:44.312,Pass,,2015/2016
,,,,,,,,,,,,,1.516095,,,,,,,,,,,,,5c4e6cd0-fc76-4786-a66f-ef757c18be9a,3661,,"[31.7, 51.4]",266986,90,,,,,2.185886,,Right Foot,,,"[25.2, 60.6]",,Ground Pass,,11.264546,,,,,Álvaro Cejudo Carmona,26723.0,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Left Midfield,142,Real Betis,218,['c7e54b36-0b9a-4ac8-a21a-d90f94de2388'],49,,,,,,,,,,,,,,,,,Real Betis,218,00:45:49.742,Pass,,2015/2016
,,,,,,,,,,,,,2.508818,,,,,,,,,,,,,2e6003fe-f341-4d8c-bd42-260ca3d1bedb,3665,,"[24.8, 62.7]",266986,90,,,,,0.39810455,,Right Foot,,,"[56.9, 76.2]",,Ground Pass,,34.82327,,,,,Ricky van Wolfswinkel,27348.0,,,,,,2,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Back,142,Real Betis,218,['30ee95d4-c46a-4e43-babd-e9dfc3c9727a'],51,,,,,,,,,,,,,,,,,Real Betis,218,00:45:51.299,Pass,,2015/2016
,,,,,,,,,,,,,1.259228,,,,,,,,,,,,,eb808573-7438-46ee-8e9f-973cc306a92f,3670,,"[43.5, 76.8]",266986,90,,,,,-0.16162136,,Right Foot,,,"[52.7, 75.3]",,Ground Pass,,9.321481,,,,,Charly Musonda Junior,3601.0,,,,,,2,Regular Play,Ricky van Wolfswinkel,27348.0,Left Center Forward,142,Real Betis,218,['6a3ad8e8-356c-49f9-ba00-a47b8ace89cd'],58,,,,,,,,,,,,,,,,,Real Betis,218,00:45:58.381,Pass,,2015/2016
,,,,,,,,,,,,,1.048179,,,,,,,,,,,,,c2a41c79-ee79-45d8-a81c-e4e2ed127cc9,3674,,"[54.4, 75.5]",266986,91,,,,,-1.8082676,,Right Foot,,,"[50.6, 59.8]",,Ground Pass,,16.153328,,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,2,Regular Play,Charly Musonda Junior,3601.0,Right Midfield,142,Real Betis,218,['0a2345c8-a7af-4a38-acc5-805bf6598449'],1,,,,,,,,,,,,,,,,,Real Betis,218,00:46:01.117,Pass,,2015/2016
,,,,,,,,,,,,,0.665852,,,,,,,,,,,,,0dbc180d-4b97-4c16-be62-b88e267cf64a,3677,,"[50.6, 59.8]",266986,91,,,,,-0.30919892,,Right Foot,,,"[57.8, 57.5]",,Ground Pass,,7.558439,,,,,Francisco Portillo Soler,6873.0,,,,,,2,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Right Center Midfield,142,Real Betis,218,['40bf6a13-f440-4894-a65f-d95a089562fa'],2,,,,,,,,,,,,,,,,,Real Betis,218,00:46:02.245,Pass,,2015/2016
,,,,,,,,,,,,,0.69615,,,,,,,,,,,,,23cc6da1-a7ba-471b-8c42-9eaae51b712c,3683,,"[50.2, 45.9]",266986,91,,,,,1.7102364,,Left Foot,,,"[49.4, 51.6]",,Ground Pass,,5.7558665,,,,,Francisco Portillo Soler,6873.0,,,,,Recovery,2,Regular Play,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,142,Real Betis,218,['4e512d55-edd4-47b4-86b6-eac728850aa3'],5,,,,,,,,,,,,,,,,,Real Betis,218,00:46:05.509,Pass,,2015/2016
,,,,,,,,,,,,,1.968745,,,,,,,,,,,,,0397fd69-21a3-4436-bd59-79da747ad995,3686,,"[47.7, 52.8]",266986,91,,,,,-2.0196424,,Right Foot,,,"[35.9, 28.3]",,Ground Pass,,27.193565,,,,,Bruno González Cabrera,6872.0,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Left Midfield,142,Real Betis,218,['372efbf4-711e-4279-96f1-abea3a5ea852'],6,,,,,,,,,,,,,,,,,Real Betis,218,00:46:06.326,Pass,,2015/2016
,,,,,,,,,,,,,2.439534,,,,,,,,,,,,,4099c1a8-921d-4d5a-bd56-f7487a04c2a2,3689,,"[37.0, 14.2]",266986,91,,,,,2.7774682,,Right Foot,,,"[8.4, 25.1]",,Ground Pass,,30.606699,,,,,Antonio Adán Garrido,6654.0,,,,,,2,Regular Play,Bruno González Cabrera,6872.0,Left Center Back,142,Real Betis,218,['abca9d34-d85e-44d4-8481-18a48a6f7bb3'],12,,,,,,,,,,,,,,,,,Real Betis,218,00:46:12.080,Pass,,2015/2016
,,,,,,,,,,,,,4.0305,,,,,,,,,,,,,41fdfe86-3538-4202-a138-f54eef613517,3692,,"[7.1, 31.6]",266986,91,,,,,-0.076157644,,Left Foot,,,"[56.9, 27.8]",,High Pass,,49.94477,,,Incomplete,,Francisco Portillo Soler,6873.0,,,,,,2,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,142,Real Betis,218,"['a74c4dc7-5c60-4514-bff1-f6730004031d', 'f769664f-9255-4058-8f88-6ffd1bfcd17b']",14,,,,,,,,,,,,,,,,,Real Betis,218,00:46:14.820,Pass,,2015/2016
,,,,,,,,,,,,,3.0,,,,,,,,,,,,,47553dbe-80c6-471b-af11-9b6c77292d56,3697,,"[65.3, 80.0]",266986,91,,,,,-1.6275535,,,,,"[64.8, 71.2]",,High Pass,,8.814193,,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,143,Barcelona,217,['0d0c1143-ccd1-490e-8111-b93d8b0a4db3'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:46:31.035,Pass,,2015/2016
,,,,,,,,,,,,,2.012989,,,,,,,,,,,,,57564cff-d436-4b2f-843d-ce474ad9ccdc,3700,,"[64.4, 36.1]",266986,91,,,,,-1.0688899,,Right Foot,,,"[77.9, 11.5]",,Ground Pass,,28.060827,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,143,Barcelona,217,['324c16a9-df0f-4c10-b762-dc35770114d1'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:46:37.010,Pass,,2015/2016
,,,,,,,,,,,,,1.630484,,,,,,,,,,,,,cab91456-fe2b-48e0-a8d1-95dd64cebbdc,3703,,"[78.3, 8.3]",266986,91,,,,,-0.41490576,,Left Foot,,,"[86.7, 4.6]",,Ground Pass,,9.17878,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,143,Barcelona,217,['bf03c439-9afa-4aa3-a281-f674511b179a'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:46:40.482,Pass,,2015/2016
,,,,,,,,,,,,,1.605912,,,,,,,,,,,,,041a4f47-3970-44ab-9b2b-f57539267daf,3706,,"[86.7, 4.6]",266986,91,,,,,2.7629416,,Right Foot,,,"[77.4, 8.3]",,Ground Pass,,10.008996,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,143,Barcelona,217,['9133538c-11d6-4c9d-b359-ecb65b7c7b0b'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:46:44.549,Pass,,2015/2016
,,,,,,,,,,,,,1.7373,,,,,,,,,,,,,938aa76e-4512-4b71-be7a-20259fc4219c,3708,,"[78.3, 9.6]",266986,91,,,,,1.7876134,,Left Foot,,,"[72.0, 38.2]",,Low Pass,,29.285662,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,143,Barcelona,217,['ec13b6b8-09af-478e-b077-69bd24342681'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:46:46.155,Pass,,2015/2016
,,,,,,,,,,,,,0.7189,,,,,,,,,,,,,78809739-2cc6-4c14-ab6c-35a1b221fd10,3711,,"[76.6, 39.0]",266986,91,,,,,1.3821571,,Left Foot,,,"[78.7, 50.0]",,Ground Pass,,11.198661,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,143,Barcelona,217,['e02e6541-1777-4444-8f21-f755fa135917'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:46:49.376,Pass,,2015/2016
,,,,,,,,,,,,,2.2497,,,,,,,,,,,,,1c7f95c9-e735-4d63-a8f9-62ebe45b233e,3714,,"[82.5, 48.9]",266986,91,,,,,-0.8649401,,Left Foot,,,"[107.9, 19.1]",,High Pass,,39.156097,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,143,Barcelona,217,['84a44672-02b3-4b3e-aaa2-d1e5361fc0ef'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:46:52.778,Pass,,2015/2016
,,,,,,,,,,,,,0.9863,,,,,,,,,,,,,afd11458-4523-4846-914d-706425e523aa,3721,,"[93.0, 20.1]",266986,91,,,,,1.5501807,,Right Foot,,,"[93.2, 29.8]",,Ground Pass,,9.702062,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,143,Barcelona,217,['c93137ef-c2c6-4b43-b16a-bf076ff8efef'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:46:59.047,Pass,,2015/2016
,,,,,,,,,,,,,1.728,,,,,,,,,,,,,26e88706-6921-4fd6-8e46-0beaf55eaec6,3724,,"[92.2, 29.6]",266986,92,,,,,0.0130711505,,Left Foot,,,"[107.5, 29.8]",,High Pass,,15.301307,,,Incomplete,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,143,Barcelona,217,"['8fddf614-e3ec-4aa4-9d22-e5028ccaa246', 'ddc8520d-96c0-443d-b78a-f52c44a15fd5']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:47:00.034,Pass,True,2015/2016
,,,,,,,,,,,,,0.94383,,,,,,,,,,,,,ddc8520d-96c0-443d-b78a-f52c44a15fd5,3725,,"[12.6, 50.3]",266986,92,,,,,1.3499676,,Head,,,"[13.7, 55.2]",,High Pass,,5.0219517,,,,,Álvaro Cejudo Carmona,26723.0,,,,,Recovery,2,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,144,Real Betis,218,"['26e88706-6921-4fd6-8e46-0beaf55eaec6', '425c8eed-eea3-49ec-89e0-31b21c7cfc8b']",1,,,,,,,,,,,,,,,,,Real Betis,218,00:47:01.762,Pass,,2015/2016
,,,,,,,,,,,,,1.4737,,,,,,,,,,,,,381e287a-27e1-4089-b54f-7071cdb08049,3729,,"[19.3, 66.5]",266986,92,,,,,0.71551216,,Right Foot,,,"[30.0, 75.8]",,High Pass,,14.176742,,,,,Charly Musonda Junior,3601.0,,,,,,2,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Back,144,Real Betis,218,"['367ce064-5488-4ae1-8089-7749e17eef07', '68b325ff-cfa2-4849-9000-34da6c98b6a0']",3,,,,,,,,,,,,,,,,,Real Betis,218,00:47:03.860,Pass,True,2015/2016
,,,,,,,,,,,,,1.11436,,,,,,,,,,,,,191bc601-fd93-41c1-a674-5bbe7c4494fd,3735,,"[92.6, 0.1]",266986,92,,True,,,1.1025616,,,,,"[97.0, 8.8]",,Low Pass,,9.749359,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Throw-in,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['51c45019-9230-4bad-9dd4-73a2f684fad1'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:47:11.857,Pass,,2015/2016
,,,,,,,,,,,,,0.9349,,,,,,,,,,,,,f8875e82-ac28-4c52-aa8b-a96b28ffba8f,3737,,"[97.6, 11.5]",266986,92,,,,,-1.3258177,,Left Foot,,,"[99.7, 3.1]",,High Pass,,8.658522,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,145,Barcelona,217,['a9eee91f-64cd-485d-bf00-f634e75aa4e7'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:47:12.971,Pass,,2015/2016
,,,,,,,,,,,,,1.39972,,,,,,,,,,,,,fc62bfbc-aba6-4a1d-a370-d605f10fc640,3742,,"[97.0, 3.1]",266986,92,,,,,3.0029528,,Left Foot,,,"[88.4, 4.3]",,Ground Pass,,8.683317,,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,['894932f5-59be-48b3-99b7-a5c744a58d20'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:47:18.589,Pass,,2015/2016
,,,,,,,,,,,,,0.4249,,,,,,,,,,,,,7978c344-7268-407a-8e2f-432a58cdda58,3745,,"[90.5, 4.3]",266986,92,,,,,2.6476512,,Left Foot,,,"[89.2, 5.0]",,Ground Pass,,1.4764823,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,145,Barcelona,217,['bdf3d289-1a33-441c-8085-8d46b4618640'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:47:20.136,Pass,,2015/2016
,,,,,,,,,,,,,0.9745,,,,,,,,,,,,,f0a413e2-1b51-4c6f-a96d-dd7a67406776,3748,,"[89.0, 6.0]",266986,92,,,,,2.9676914,,Right Foot,,,"[81.6, 7.3]",,Ground Pass,,7.5133214,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,145,Barcelona,217,['c53f47c4-aff1-4e86-8bd1-0a2819e71da6'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:47:21.064,Pass,,2015/2016
,,,,,,,,,,,,,0.8325,,,,,,,,,,,,,e906edc2-f72b-49e0-887e-aed1aa31385b,3751,,"[80.4, 7.5]",266986,92,,,,,1.1611502,,Right Foot,,,"[83.7, 15.1]",,Ground Pass,,8.285529,,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,145,Barcelona,217,['f1f43d64-99cf-4a4e-b2d2-c83ccf19e552'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:47:23.134,Pass,,2015/2016
,,,,,,,,,,,,,1.71921,,,,,,,,,,,,,9a258d37-3ff3-4a61-8a57-41b2c70f1f6a,3754,,"[74.3, 15.5]",266986,92,,,,,-0.6703308,,Right Foot,,,"[85.4, 6.7]",,Ground Pass,,14.165098,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,145,Barcelona,217,['94f64448-61d2-4d45-99a5-6e2b68e44378'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:47:27.182,Pass,,2015/2016
,,,,,,,,,,,,,1.952215,,,,,,,,,,,,,a2f8ed9b-be69-442c-8c39-d87937ac6b6c,3757,,"[88.6, 5.6]",266986,92,,,,,0.8392182,,Left Foot,True,,"[116.7, 36.9]",,High Pass,,42.06305,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,145,Barcelona,217,"['e036bbec-12ff-4e0b-8244-4569f6ec978a', 'f853baf5-3e01-4001-9363-36955e8d0cd5']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:47:30.051,Pass,,2015/2016
,,,,,,,,,,,,,2.54997,,,,,,,,,,,,,5a89cc7d-04dc-4345-8124-ec1ca3cef84d,3761,,"[14.1, 47.2]",266986,92,,,,,-1.2110894,,Keeper Arm,,,"[27.3, 12.1]",,Low Pass,,37.5,,,,,Martín Montoya Torralbo,6593.0,,,,,,2,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,146,Real Betis,218,['501b76c2-2562-445f-85f3-c675833a1342'],36,,,,,,,,,,,,,,,,,Real Betis,218,00:47:36.297,Pass,,2015/2016
,,,,,,,,,,,,,1.260829,,,,,,,,,,,,,d530579f-f3d3-453e-a042-5fc293d1e55d,3764,,"[28.2, 15.9]",266986,92,,,,,1.0838971,,Right Foot,,,"[34.5, 27.8]",,Ground Pass,,13.464768,,,,,Alfred John Momar N''Diaye,5671.0,,,,,,2,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,146,Real Betis,218,['b10ef543-11af-4f0b-a020-d526d841cc98'],40,,,,,,,,,,,,,,,,,Real Betis,218,00:47:40.458,Pass,,2015/2016
,,,,,,,,,,,,,0.995369,,,,,,,,,,,,,34a26b92-3b14-44bb-ae26-cec50149b700,3767,,"[48.5, 27.0]",266986,92,,,,,-1.3948567,,Right Foot,,,"[50.9, 13.5]",,Ground Pass,,13.711674,,,,,Francisco Portillo Soler,6873.0,,,,,,2,Regular Play,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,146,Real Betis,218,['fb801a9f-cbea-4e90-b8b8-99b27947fa5c'],46,,,,,,,,,,,,,,,,,Real Betis,218,00:47:46.100,Pass,,2015/2016
,,,,,,,,,,,,,0.871279,,,,,,,,,,,,,39776a0b-1c79-4377-b032-2b29122a8431,3770,,"[55.9, 41.7]",266986,92,,,,,2.0708652,,Right Foot,,,"[50.6, 51.4]",,Ground Pass,,11.053506,,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Left Midfield,146,Real Betis,218,['ce370190-044e-49c6-a05d-308f65202191'],50,,,,,,,,,,,,,,,,,Real Betis,218,00:47:50.956,Pass,,2015/2016
,,,,,,,,,,,,,0.808814,,,,,,,,,,,,,36acfb6b-ad1c-4cdd-abd5-b89c665653a4,3773,,"[56.3, 50.5]",266986,92,,,,,-0.6248862,,Right Foot,,,"[62.4, 46.1]",,Ground Pass,,7.521303,,,,,Ricky van Wolfswinkel,27348.0,,,,,,2,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Right Center Midfield,146,Real Betis,218,['84d641a7-abe0-45dd-a778-c74dc53b52aa'],56,,,,,,,,,,,,,,,,,Real Betis,218,00:47:56.644,Pass,,2015/2016
,,,,,,,,,,,,,2.014759,,,,,,,,,,,,,08f6b7fd-6d80-468e-94d5-5907a99ef2e3,3776,,"[62.4, 46.1]",266986,92,,,,,-1.4043077,,Right Foot,,,"[68.5, 9.8]",,Ground Pass,,36.808968,,,,,Martín Montoya Torralbo,6593.0,,,,,,2,Regular Play,Ricky van Wolfswinkel,27348.0,Left Center Forward,146,Real Betis,218,['7ab70bc6-612d-46f5-8ede-8e354c13aa83'],59,,,,,,,,,,,,,,,,,Real Betis,218,00:47:59.343,Pass,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b4376a33-fdef-4bb9-aac1-249516a86f3a,6,,"[59.6, 42.3]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['5a6b4440-5c29-41f4-863d-e11f8853c8aa'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.430,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,87aa71d8-d496-4b6d-909c-ad14e25802f8,9,,"[48.4, 41.8]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['dfec88b6-c2ae-42a4-9557-aa61e0788406'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.344,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,ce1f286c-233e-4442-b5e3-35e8f55a560d,12,,"[35.8, 56.3]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['614e3689-e01f-48db-8327-0b7a9643c4f6'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.553,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,1fc6ea31-cbd3-4b83-bc66-10c59187285a,15,,"[39.3, 29.4]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['ebc173d2-87c0-408b-96bb-1f094c338bf7'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.812,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,1ef196b7-398e-468e-ac9a-e8267e0cb0d8,18,,"[48.0, 4.9]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['680047fa-f366-4229-a00d-8a9b8b92344d'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.742,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,34d01993-c69b-4193-9618-0e9991151beb,21,,"[32.2, 20.3]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['20d07580-a862-4d82-b66b-2142964d0181'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.080,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,01c19754-48e1-4bca-b9f3-e1f2ec2626e3,24,,"[30.3, 55.8]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['764c9885-e764-4754-81b9-5857bf99bd02'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.301,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,3405cb7a-f371-429e-a8db-80e489bdd456,27,,"[44.1, 24.2]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,['e692db46-689a-41f9-8079-06c76fed328e'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.176,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,c9f0b6d1-e0b5-4e59-9937-a56daa2d51c6,30,,"[48.2, 59.2]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['a9e21158-4391-46c1-a0e2-adea180a696a'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.502,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,e92a2e4a-a2bb-4023-a5ce-fd9cdef8f6aa,34,,"[69.1, 75.1]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['0ddd2919-bce4-42af-a8de-082945aed4c4', '239d1805-4ebb-4eac-86c2-5e9164ea1b79']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.634,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,d9ee4fd3-3e52-4acd-b819-e3a7cb63979e,41,,"[56.7, 13.5]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,3,Real Betis,218,['02e15f14-d298-40bd-aa3d-f4efe1b0b581'],37,,,,,,,,,,,,,,,,,Real Betis,218,00:00:37.358,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,7427534a-4236-4253-9d5b-2d66f7cbcc1f,45,,"[55.3, 25.5]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Center Attacking Midfield,3,Real Betis,218,"['38f70b93-34f1-4b99-b49a-2f8da11eb8ac', '7acb2979-2b3d-4f23-9a58-3c593c1166cc']",38,,,,,,,,,,,,,,,,,Real Betis,218,00:00:38.128,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,c6cc4363-fc99-47e9-922e-82f15c853117,48,,"[48.8, 19.7]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,3,Real Betis,218,['09b00521-ff54-4a90-bf55-4e4632440755'],39,,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.153,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,3284bbbc-475e-4672-82df-8f1466cc236f,52,,"[46.7, 34.7]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Right Defensive Midfield,3,Real Betis,218,"['986a6cb7-e37d-46b6-b70b-f51c8c926500', 'f3e3957e-15a6-40ca-99d0-41422ad15949']",40,,,,,,,,,,,,,,,,,Real Betis,218,00:00:40.910,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b1edd244-8776-4dc8-afc3-e4f42eb3171e,56,,"[25.7, 44.3]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Germán Alejandro Pezzella,7161.0,Right Center Back,3,Real Betis,218,"['3510f885-b46c-447e-8a23-d696176665e3', 'a80fd685-f679-4478-bdba-417a17305c54']",43,,,,,,,,,,,,,,,,,Real Betis,218,00:00:43.741,Ball Receipt*,True,2015/2016
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5b9ff3a7-12aa-4dfd-a7f4-e44f8914ed0f,59,,"[27.9, 68.3]",266986,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Back,3,Real Betis,218,['1701457a-dfb2-4fe6-b937-780b32f3db8c'],45,,,,,,,,,,,,,,,,,Real Betis,218,00:00:45.411,Ball Receipt*,,2015/2016
