50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.17977,,,,,,,,,,,,82370737-aa74-4577-8e5d-e5874006c75b,1599,,"[63.8, 36.2]",267590,39,,,,-1.5867312,,Left Foot,,,"[63.4, 11.1]",,Ground Pass,,25.103188,,,Federico Ricca Rostagnol,6844.0,,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Center Forward,84,Málaga,223,['9e3280bb-df8d-4cd1-8def-8a7c824ab9c0'],30,,,,,,,,,,,,,,,,,Málaga,223,00:39:30.024,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.779028,,,,,,,,,,,,4078d0e8-b7d9-4947-bffe-5b4e99cca224,1602,,"[69.4, 6.3]",267590,39,,,,1.607144,,Left Foot,,,"[69.0, 17.3]",,Ground Pass,,11.00727,,,Juan Pablo Añor Acosta,6563.0,,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Center Back,84,Málaga,223,['d9adcb34-6564-47b7-b4de-95158f1ed2ac'],33,,,,,,,,,,,,,,,,,Málaga,223,00:39:33.282,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.777853,,,,,,,,,,,,e4777ccc-e171-4458-a460-44ec608b6d05,1606,,"[68.2, 22.8]",267590,39,,,,0.9453113,,Left Foot,,,"[70.8, 26.4]",,Ground Pass,,4.4407206,,,Pablo Fornals Malla,6764.0,,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Center Forward,84,Málaga,223,"['d02653e1-cd99-447f-ab87-8c8a72a2e664', 'ee0d5672-7e1c-4122-929e-f9e2648c57ab']",35,,,,,,,,,,,,,,,,,Málaga,223,00:39:35.242,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.918632,,,,,,,,,,,,74aa6d3b-1861-43e9-b1bd-e1b849cd8f1a,1609,,"[71.2, 17.1]",267590,39,,,,-0.71090937,,Right Foot,,,"[78.4, 10.9]",,Ground Pass,,9.501579,Incomplete,,Juan Carlos Pérez López,6559.0,,,,,,1,Regular Play,Pablo Fornals Malla,6764.0,Left Center Midfield,84,Málaga,223,"['17ef0208-b6ba-43f9-b45b-0b94bc5e4c4a', 'fc4f4432-7f39-4c9b-9573-a7ed3f1e346e']",37,,,,,,,,,,,,,,,,,Málaga,223,00:39:37.915,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.289022,,,,,,,,,,,,ec08a3b0-dc78-48f3-b5b8-cc164bafbe93,1613,,"[43.7, 68.2]",267590,39,,,,0.13040331,,Right Foot,,,"[55.9, 69.8]",,Ground Pass,,12.304471,,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Right Center Midfield,85,Barcelona,217,['7611ae43-4122-48ad-9020-7dd32ec7a11f'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:39:39.779,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.536537,,,,,,,,,,,,19e3054e-328f-459b-80b8-8f5c9dcf5fd8,1616,,"[80.0, 67.4]",267590,39,,,,0.6685618,,Right Foot,,,"[91.9, 76.8]",,Ground Pass,,15.164762,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,85,Barcelona,217,['5f4ebb03-6d4c-4bcc-857d-edd9b5c03cdd'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:39:43.752,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.45544,,,,,,,,,,,,c645abbb-225f-45a1-b048-ebb82351cb27,1619,,"[98.3, 74.6]",267590,39,,,,-1.5840698,,Right Foot,,,"[97.7, 29.4]",,High Pass,,45.203983,,,Neymar da Silva Santos Junior,4320.0,,True,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,85,Barcelona,217,['7c05d473-0cf0-42da-96c2-f96785b680c4'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:39:46.783,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.211131,,,,,,,,,,,,dd3c8be4-9f4d-4662-9321-37352cbcc1c1,1622,,"[97.7, 29.6]",267590,39,,,,3.1121893,,Other,,,"[90.9, 29.8]",,High Pass,,6.8029404,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,85,Barcelona,217,['830a6492-50cc-4ce5-9beb-1951710357b4'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:39:49.318,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.144107,,,,,,,,,,,,c12c56d9-f72d-40a0-a6b6-1c08f348899a,1625,,"[98.1, 31.0]",267590,39,,,,-0.46095943,,Left Foot,,,"[113.0, 23.6]",,High Pass,,16.636406,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,85,Barcelona,217,['d3401029-b68f-4013-b600-8f78812d132d'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:39:52.324,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.565,,,,,,,,,,,,d6c43f4a-d70e-40b7-bf7b-eeff894788db,1629,,"[113.4, 25.0]",267590,39,,,,1.451956,,Left Foot,True,,"[115.8, 45.1]",,High Pass,,20.242777,Incomplete,,Denis Suárez Fernández,6609.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,85,Barcelona,217,"['06754073-a9cc-4630-928f-3bf5e0019d32', '376b0c70-c876-4463-8187-976d070db366']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:39:54.750,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.223073,,,,,,,,,,,,cd01f6de-358f-4c3f-83dc-cd52be4615a5,1632,,"[120.0, 80.0]",267590,40,,,,-1.8590666,b253673c-7cbb-46f7-bd26-df31eba312f4,Right Foot,,,"[110.6, 48.3]",,High Pass,,33.06433,,True,Javier Alejandro Mascherano,5506.0,True,,Outswinging,,Corner,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,86,Barcelona,217,['795ad505-899a-4054-90fb-7413609be594'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:40:21.583,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.043709,,,,,,,,,,,,d711ef0a-b48b-4c5d-8452-8cd15743e82a,1639,,"[8.1, 28.6]",267590,40,True,,,-0.33097848,,Right Foot,,,"[79.4, 4.1]",,High Pass,,75.39191,,,Sandro Ramírez Castillo,3508.0,,,,,Free Kick,1,From Free Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,87,Málaga,223,['e99836a9-72e1-4c02-a72c-b7a1a92a69a3'],59,,,,,,,,,,,,,,,,,Málaga,223,00:40:59.177,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.5038,,,,,,,,,,,,b70d1cde-c960-4e9a-917e-2329fab42c1d,1641,,"[76.2, 2.6]",267590,41,,,,-3.0697167,,Right Foot,,,"[63.7, 1.7]",,Ground Pass,,12.532358,,,Juan Carlos Pérez López,6559.0,,,,,,1,From Free Kick,Sandro Ramírez Castillo,3508.0,Left Center Forward,87,Málaga,223,['585aa76a-d774-4806-b00e-2ae325972166'],5,,,,,,,,,,,,,,,,,Málaga,223,00:41:05.094,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.549949,,,,,,,,,,,,4b8cd1da-d7b7-49eb-81a4-d51f4c8ee982,1644,,"[63.7, 2.1]",267590,41,,,,0.049221296,,Left Foot,,,"[84.0, 3.1]",,High Pass,,20.324615,,,José Luis García del Pozo,6580.0,,,,,,1,From Free Kick,Juan Carlos Pérez López,6559.0,Left Wing Back,87,Málaga,223,['81354836-4502-41f2-87dd-73055ce5c994'],5,,,,,,,,,,,,,,,,,Málaga,223,00:41:05.637,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.740088,,,,,,,,,,,,01188ccd-d440-4128-a060-f3a1305f8cbc,1647,,"[83.9, 2.1]",267590,41,,,,0.67283255,13528dc8-2424-481f-91f1-b838ff0c866f,Right Foot,,,"[96.7, 12.3]",,High Pass,,16.36704,,,Juan Pablo Añor Acosta,6563.0,True,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Right Center Midfield,87,Málaga,223,['ed22f507-dc4e-4b6b-b8ae-3399c508844d'],7,,,,,,,,,,,,,,,,,Málaga,223,00:41:07.458,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.450599,,,,,,,,,,,,a8790b52-1106-404b-a5b9-8305104bd58a,1652,,"[7.0, 44.1]",267590,41,True,,,-1.5358899,,Right Foot,,,"[8.1, 12.6]",,Ground Pass,,31.519201,,,Jérémy Mathieu,10609.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,88,Barcelona,217,['b35f74d2-5f6c-4a8c-95a9-dea37035212d'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:41:22.503,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.043213,,,,,,,,,,,,ff82e0d8-48b4-4559-b977-7fa49d179d65,1654,,"[9.1, 14.0]",267590,41,,,,1.5150403,,Left Foot,,,"[10.3, 35.5]",,Ground Pass,,21.533463,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,88,Barcelona,217,['24e739be-03ea-4cf8-ab1a-b6cc42745127'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:41:24.515,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.16678,,,,,,,,,,,,af1dbf46-7a09-4054-a3a7-c0b1872f9791,1658,,"[13.3, 36.9]",267590,41,,,,-0.9905729,,Right Foot,,,"[34.8, 4.1]",,High Pass,,39.21849,,,Jordi Alba Ramos,5211.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,88,Barcelona,217,"['30f2ffad-27e6-4e72-aecf-0ccaebf0001b', '88968387-875b-49e0-bad6-ee7484e2ce93']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:41:28.177,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.786717,,,,,,,,,,,,c96cedca-8c71-4073-81b5-20c90aadc492,1661,,"[41.1, 6.7]",267590,41,,,,0.72586596,,Left Foot,,,"[49.1, 13.8]",,Ground Pass,,10.696261,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,88,Barcelona,217,"['26dfccab-6a09-4832-9bc0-2c6bcdf28d70', '8bf25e03-f927-470a-a517-af42cc1c0e8e']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:41:33.916,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.481372,,,,,,,,,,,,bfabdae1-61ca-4ce0-97ed-52fe4560d713,1665,,"[68.8, 67.5]",267590,41,,,,2.690523,,Right Foot,,,"[62.4, 70.6]",,Ground Pass,,7.1112585,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,Regular Play,Sandro Ramírez Castillo,3508.0,Left Center Forward,89,Málaga,223,['b73b407f-2160-46a1-a4b3-63b35a2d351d'],35,,,,,,,,,,,,,,,,,Málaga,223,00:41:35.463,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.476917,,,,,,,,,,,,20f8feb9-6a09-47f1-a9cd-2ebae441d573,1668,,"[62.0, 70.2]",267590,41,,,,-0.08550529,,Left Foot,,,"[69.0, 69.6]",,Low Pass,,7.025667,,,Ignacio Camacho Barnola,8234.0,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Center Back,89,Málaga,223,['26238ca8-379f-427d-bc95-d01c1bdc6940'],36,,,,,,,,,,,,,,,,,Málaga,223,00:41:36.025,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.7778,,,,,,,,,,,,db4c99ec-9ae0-4fb0-abdb-a6330e97e0d3,1671,,"[69.6, 76.2]",267590,41,,,,-1.1431812,,Right Foot,,,"[83.5, 45.7]",,High Pass,,33.518055,,,Juan Pablo Añor Acosta,6563.0,,,,,,1,Regular Play,Ignacio Camacho Barnola,8234.0,Center Defensive Midfield,89,Málaga,223,['e5c16242-19ea-49a4-97c0-0fe777306ce0'],39,,,,,,,,,,,,,,,,,Málaga,223,00:41:39.270,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0327,,,,,,,,,,,,a78400f0-1eb2-41e3-9fbe-57892af8d9f3,1681,,"[45.1, 24.6]",267590,41,,,,1.3697288,,Left Foot,,,"[48.3, 40.3]",,Ground Pass,,16.022797,,,Denis Suárez Fernández,6609.0,,,,,Free Kick,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,91,Barcelona,217,['b2f69357-6541-46cd-96c1-de3162012027'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:41:51.706,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.737333,,,,,,,,,,,,4d80e96f-6199-4b14-8478-3c748deb940d,1684,,"[49.3, 44.7]",267590,41,,,,1.357858,,Right Foot,,,"[50.9, 52.1]",,Ground Pass,,7.570997,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Denis Suárez Fernández,6609.0,Right Center Midfield,91,Barcelona,217,['de10c506-8eef-45d1-90c8-ab65f36fb74e'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:41:53.513,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.13958,,,,,,,,,,,,214902c9-638a-49fc-b6b6-a448d8007892,1687,,"[49.3, 49.7]",267590,41,,,,0.4023211,,Left Foot,,,"[63.4, 55.7]",,Ground Pass,,15.323511,,,Denis Suárez Fernández,6609.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,91,Barcelona,217,['175d2cf5-d50a-4e3b-94da-0b42fed8c015'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:41:54.975,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.347281,,,,,,,,,,,,9e5d338d-2673-4520-aab1-18bbf2fe8c26,1690,,"[72.0, 60.0]",267590,41,,,,1.6520126,,Left Foot,,,"[70.6, 77.2]",,Ground Pass,,17.256884,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Denis Suárez Fernández,6609.0,Right Center Midfield,91,Barcelona,217,['7134ebd7-f53b-47eb-b87e-f121340c8b1d'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:41:58.060,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.072226,,,,,,,,,,,,b6e5db25-cc06-47cf-8cf4-a9925a83a0b0,1693,,"[78.2, 64.0]",267590,42,,,,0.043138687,,Left Foot,,,"[92.1, 64.6]",,Ground Pass,,13.912944,Pass Offside,,Denis Suárez Fernández,6609.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Back,91,Barcelona,217,['bee09db7-c7a5-4a23-8102-1f6699bc6b21'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:42:02.268,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.705462,,,,,,,,,,,,69b806cc-8262-4fdc-8dfb-88f70337d3f1,1695,,"[28.0, 15.5]",267590,42,,,,-0.20456675,,Right Foot,,,"[76.2, 5.5]",,High Pass,,49.226418,,,José Luis García del Pozo,6580.0,,,,,Free Kick,1,From Free Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,92,Málaga,223,['d41e189d-6dd9-456b-9cef-98a096e7a31a'],31,,,,,,,,,,,,,,,,,Málaga,223,00:42:31.089,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.385529,,,,,,,,,,,,94d579b7-8bf4-44fb-9efb-4937923aaf3c,1698,,"[76.0, 6.9]",267590,42,,,True,-1.2882414,,,,,"[77.8, 0.7]",,High Pass,,6.456005,Out,,Juan Carlos Pérez López,6559.0,,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Right Center Midfield,92,Málaga,223,"['0a79f73e-9a32-4c9b-adf5-7c88f33e9093', '639eebc2-b968-4f6e-a025-4bd5acec4bbb']",34,,,,,,,,,,,,,,,,,Málaga,223,00:42:34.874,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.76089,,,,,,,,,,,,0da93030-8fd7-4669-9061-e269c0a9f26e,1700,,"[44.5, 80.0]",267590,42,,,,-0.6673061,,,,,"[51.1, 74.8]",,High Pass,,8.402381,,,Denis Suárez Fernández,6609.0,,,,,Throw-in,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Back,93,Barcelona,217,['4a5bc6b8-40d0-4eb4-9a37-bafa945e2b0a'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:42:45.029,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.756543,,,,,,,,,,,,299e113c-a1bf-4d88-a351-c13b5b579255,1703,,"[51.1, 74.8]",267590,42,,,,2.8828218,,Right Foot,,,"[44.3, 76.6]",,Low Pass,,7.034202,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Right Center Midfield,93,Barcelona,217,['23c1867c-7d6a-4586-9ecf-dca3210cd47f'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:42:45.830,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.62278,,,,,,,,,,,,22851ddd-9683-46d5-b9ed-a29c1fd61c0b,1706,,"[43.7, 77.0]",267590,42,,,,-2.0307448,,Right Foot,,,"[27.6, 44.5]",,High Pass,,36.26927,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Back,93,Barcelona,217,['47ec540a-a1a4-4a86-95a8-fd6e915893f8'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:42:46.724,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.531464,,,,,,,,,,,,f39436bd-91cd-411f-8277-7373ac076e9c,1709,,"[21.8, 30.2]",267590,42,,,,-0.48011318,,Left Foot,,,"[48.3, 16.4]",,Ground Pass,,29.877918,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,93,Barcelona,217,['60c0331b-863d-482e-9c6e-2036fa7b2571'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:42:51.830,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.351366,,,,,,,,,,,,ee46c931-831a-4bae-9dd0-309753ea7f18,1712,,"[50.5, 12.3]",267590,42,,,,-0.5003543,,Left Foot,,,"[64.4, 4.7]",,Ground Pass,,15.842032,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,['a60eda89-8fd1-4d00-aedd-9ed3051288e1'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:42:54.655,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.674247,,,,,,,,,,,,29390d49-4eea-4593-8fc9-47b6ad500a16,1718,,"[55.1, 11.7]",267590,43,,,,2.082967,,Left Foot,,,"[42.9, 33.4]",,Ground Pass,,24.894377,,,Jérémy Mathieu,10609.0,,,,,Free Kick,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,94,Barcelona,217,['df6429dd-47b7-44aa-bcef-1b61b9fa9e35'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:43:03.285,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.265968,,,,,,,,,,,,cb6271b5-3776-4d8e-bcfd-b422710a17ff,1721,,"[48.5, 35.9]",267590,43,,,,1.2768164,,Left Foot,,,"[55.1, 57.7]",,Ground Pass,,22.777182,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,94,Barcelona,217,['6f7eeb19-7d18-4b83-801f-7967b0490869'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:43:06.297,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.869724,,,,,,,,,,,,bf650728-e1be-401a-9da9-8f66e18ad379,1724,,"[63.0, 65.4]",267590,43,,,,-0.8512925,,Right Foot,,,"[72.2, 54.9]",,Ground Pass,,13.9603,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Right Center Back,94,Barcelona,217,['f7b47be2-ebc2-4834-ac76-459ab5183eed'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:43:10.523,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.539353,,,,,,,,,,,,058b8671-8b8d-408e-a394-f3f6d509db2a,1727,,"[76.4, 55.1]",267590,43,,,,-0.99503803,,Right Foot,,,"[94.9, 26.6]",,High Pass,,33.977936,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,94,Barcelona,217,"['87175f6c-2a7f-4f05-aa39-740b97d36f9b', 'adb7580f-6d03-4b81-8180-b388375c0fe4']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:43:14.931,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.962447,,,,,,,,,,,,b6d65b9a-519c-4863-a4bf-60a8e2dd1a6a,1734,,"[34.2, 45.1]",267590,43,,,,-0.7943265,,Head,,,"[45.3, 33.8]",,High Pass,,15.839823,,,José Luis García del Pozo,6580.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Wing Back,95,Málaga,223,['a62d8a2b-3ef1-4552-8849-ebe4fc544af0'],19,,,,,,,,,,,,,,,,,Málaga,223,00:43:19.599,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.750139,,,,,,,,,,,,adadb786-712e-4818-8d25-46e479533b80,1737,,"[47.1, 31.6]",267590,43,,,,0.55038595,,Head,,,"[55.9, 37.0]",,High Pass,,10.324728,,,Juan Pablo Añor Acosta,6563.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,95,Málaga,223,"['5a6549c8-878d-4219-a39f-54240a96056e', '79085483-b9da-4cf4-bd80-63a8c34dd87b']",21,,,,,,,,,,,,,,,,,Málaga,223,00:43:21.744,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.398737,,,,,,,,,,,,e605dbe8-79fb-4c19-8eda-c59445de1bcf,1740,,"[57.5, 34.0]",267590,43,,,,-0.36052763,,Left Foot,,,"[94.9, 19.9]",,High Pass,,39.969612,Incomplete,,Sandro Ramírez Castillo,3508.0,,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Center Forward,95,Málaga,223,"['11a97fee-fa7b-481d-b3cc-e4c203cb631e', 'a33d6aa4-3933-4734-80af-24ca4a8c4931']",23,,,,,,,,,,,,,,,,,Málaga,223,00:43:23.300,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.43261,,,,,,,,,,,,d46adb59-b8b1-4a2e-bee6-3eaa3978c20a,1743,,"[120.0, 0.1]",267590,44,,,,3.0360262,,Left Foot,,,"[104.9, 1.7]",,Ground Pass,,15.184531,,,Sandro Ramírez Castillo,3508.0,,,,,Corner,1,From Corner,Juan Pablo Añor Acosta,6563.0,Right Center Forward,96,Málaga,223,['2bfc3400-fb32-43d7-9d31-12520d261802'],0,,,,,,,,,,,,,,,,,Málaga,223,00:44:00.413,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.002184,,,,,,,,,,,,3717de34-2a3c-425f-9a3c-2cc225b0d8c1,1747,,"[104.1, 3.1]",267590,44,,,,1.4771931,,Right Foot,,,"[106.4, 27.6]",,Low Pass,,24.607723,Incomplete,,Ignacio Camacho Barnola,8234.0,,,,,,1,From Corner,Sandro Ramírez Castillo,3508.0,Left Center Forward,96,Málaga,223,"['36ac39f2-ffea-4dc7-9913-ce0773c3bc20', '86c12c27-c836-4ba0-b78d-ee0208e4359b']",3,,,,,,,,,,,,,,,,,Málaga,223,00:44:03.164,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.938114,,,,,,,,,,,,437e4807-2cb5-4117-b7b0-ec655211ba22,1753,,"[112.2, 10.1]",267590,44,,,,-2.4697971,,Left Foot,,,"[103.9, 3.5]",,Ground Pass,,10.604244,,,Sandro Ramírez Castillo,3508.0,,,,,,1,From Corner,Juan Pablo Añor Acosta,6563.0,Right Center Forward,96,Málaga,223,"['ae42cd02-9074-45ca-9513-cd7e7783fd48', 'dd00d9c8-6cf7-49b0-bcfd-b8545dd999d6']",12,,,,,,,,,,,,,,,,,Málaga,223,00:44:12.433,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.963392,,,,,,,,,,,,22aeeb75-0a27-41a0-bd19-c27f77381b9e,1756,,"[104.3, 2.7]",267590,44,,,,3.1045725,,Left Foot,,,"[93.5, 3.1]",,Ground Pass,,10.8074045,,,Juan Carlos Pérez López,6559.0,,,,,,1,From Corner,Sandro Ramírez Castillo,3508.0,Left Center Forward,96,Málaga,223,['1dbddb13-7296-4a80-af82-1b456a31fe14'],14,,,,,,,,,,,,,,,,,Málaga,223,00:44:14.124,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.243735,,,,,,,,,,,,53f9109a-0dca-4336-9b84-6c228922396e,1760,,"[91.3, 3.5]",267590,44,,,,0.97212243,,Right Foot,True,,"[116.2, 40.0]",,High Pass,,44.184387,Incomplete,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Corner,Juan Carlos Pérez López,6559.0,Left Wing Back,96,Málaga,223,"['3fabb193-0d94-42bb-8f9f-0ae70f420bc0', '4d9c95f9-05a3-411b-a782-615ed6f89fbb', 'f25d1e36-f5c8-4737-81c7-cfa4a8745a6c']",16,,,,,,,,,,,,,,,,,Málaga,223,00:44:16.213,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.34454,,,,,,,,,,,,d6f0fecb-dce8-40d4-9ceb-d98c14653c5c,1763,,"[14.1, 42.5]",267590,44,True,,,-0.056278538,,Keeper Arm,,,"[35.4, 41.3]",,Ground Pass,,21.333776,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,97,Barcelona,217,['4f4bd39f-d412-483a-992b-46df5842ad31'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:44:21.017,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.942164,,,,,,,,,,,,8d6e7e2e-bac4-44e8-99cc-9e2ded90120f,1765,,"[41.7, 42.3]",267590,44,,,,1.3419975,,Left Foot,,,"[45.1, 56.9]",,Ground Pass,,14.990664,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,97,Barcelona,217,['4769a271-2626-4d92-a306-d15a744094c3'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:44:23.196,Pass,,2016/2017
