50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.9173,,,,,,,,,,,,,97d6b6a7-c0ef-4879-939d-b289c5c113f2,3781,,"[82.5, 59.3]",267183,92,,,,-2.55359,,Left Foot,,,,"[69.9, 50.9]",,Ground Pass,,15.143315,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,180,Barcelona,217,['7c1e86f0-779b-4db7-b121-d40b8f99d722'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:47:24.985,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.401414,,,,,,,,,,,,,4a0de28f-1dc6-46d4-b36b-30c3bb76b2d4,3784,,"[70.2, 43.7]",267183,92,,,,-2.4256015,,Right Foot,,,,"[60.2, 35.0]",,Ground Pass,,13.25481,,,Jérémy Mathieu,10609.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,180,Barcelona,217,['793092d3-8f3d-4bc0-a5ef-a2889436e7fe'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:47:27.251,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.606779,,,,,,,,,,,,,5613a1d7-f081-48c2-b62b-bb43aa36ef76,3787,,"[60.2, 33.5]",267183,92,,,,-1.0527278,,Left Foot,,,,"[71.6, 13.5]",,Ground Pass,,23.02086,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,180,Barcelona,217,['362b7e0c-f61e-438a-a6fb-79c90b34d415'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:47:28.732,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.0633,,,,,,,,,,,,,8f537ba7-c572-4f1e-bed6-1ec125513db8,3790,,"[72.8, 2.7]",267183,92,,,,0.04823841,,Left Foot,,,,"[87.3, 3.4]",,Ground Pass,,14.516887,,,Rafael Alcântara do Nascimento,6998.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,180,Barcelona,217,['4a9d8573-eae5-4efd-93f1-edec5f92c392'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:47:31.659,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.592,,,,,,,,,,,,,a1f1f42f-7aa2-496e-b87d-569f5bd1e0e7,3793,,"[86.8, 3.4]",267183,92,,,,3.018924,,Left Foot,,,,"[79.5, 4.3]",,Ground Pass,,7.3552704,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Wing,180,Barcelona,217,['75f90358-2152-4fb0-b53d-9a8ff27cfc26'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:47:33.954,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.554591,,,,,,,,,,,,,9e328501-6683-42e8-ae16-833b295e5f79,3796,,"[79.5, 4.3]",267183,92,,,,-0.26625204,,Right Foot,,,,"[83.9, 3.1]",,Ground Pass,,4.560702,,,Rafael Alcântara do Nascimento,6998.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,180,Barcelona,217,['1c624332-3093-413d-a572-252b51021987'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:47:34.970,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.7887,,,,,,,,,,,,,a46edb32-ac3b-49ea-baa9-bb751acfa628,3799,,"[84.1, 3.1]",267183,92,,,,1.7429872,,Left Foot,,,,"[82.5, 12.3]",,Ground Pass,,9.338094,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Rafael Alcântara do Nascimento,6998.0,Left Wing,180,Barcelona,217,['12f3bd66-77f7-42bd-9cba-5efed6ddb447'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:47:37.502,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,,,,7aacf7bb-05d1-46fc-9a1c-d912e46e5afe,3801,,"[82.5, 12.3]",267183,92,,,,-1.6790669,,Right Foot,,,,"[81.5, 3.1]",,Ground Pass,,9.254189,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,180,Barcelona,217,['4a453b3e-4bb3-4684-b855-5819d8c416f2'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:47:38.291,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.7967,,,,,,,,,,,,,546e567a-e5f8-4e6c-adb5-fe838426ca05,3805,,"[81.0, 4.8]",267183,92,,,,2.3018548,,Left Foot,,,,"[69.7, 17.4]",,Ground Pass,,16.924833,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,180,Barcelona,217,"['3151927a-73f7-443a-8943-6efd6888d787', 'ff5e5b68-2236-416e-a704-8acd592ae38d']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:47:39.775,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.411085,,,,,,,,,,,,,5ac4cbd2-2b02-4ef0-ae35-306101c06c9c,3809,,"[72.3, 18.1]",267183,92,,,,1.0427219,,Right Foot,,,,"[77.9, 27.7]",,Ground Pass,,11.1139555,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,180,Barcelona,217,"['8e556df8-328f-44ab-ac81-882880f4899c', 'de60f0c1-bf47-457a-8cb4-c89ad0be5335']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:47:42.466,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.8265,,,,,,,,,,,,,8ffcccff-eaf0-41bf-b486-6fb1fc6772c6,3812,,"[76.4, 29.7]",267183,92,,,,0.70690805,,Right Foot,,,,"[86.0, 37.9]",,Ground Pass,,12.625371,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,180,Barcelona,217,['99e6d6bb-442e-40cd-a519-647af2627770'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:47:43.951,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9018,,,,,,,,,,,,,d56dbdb9-ae69-4018-bd39-c7e53feb78ec,3815,,"[85.8, 38.1]",267183,92,,,,2.7161431,,Left Foot,,,,"[73.0, 43.9]",,Ground Pass,,14.052757,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,180,Barcelona,217,['63e484e4-acf4-44d3-93d7-76b08ef86138'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:47:44.994,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.874054,,,,,,,,,,,,,b37ceff4-dbf5-4a5b-b362-8813abbf6f1e,3818,,"[73.0, 43.9]",267183,92,,,,-1.0130221,,Right Foot,,,,"[79.8, 33.0]",,Ground Pass,,12.847178,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,180,Barcelona,217,['2c2d9bf1-d252-47f2-ab3c-d133e089c642'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:47:45.913,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.7516,,,,,,,,,,,,,a3530c21-6689-43dd-b84a-c0aa139ab2c9,3820,,"[79.8, 33.0]",267183,92,,,,2.2407677,,Left Foot,,,,"[73.7, 40.7]",,Ground Pass,,9.8234415,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,180,Barcelona,217,['4c98756f-f92a-40b5-994a-f85f844ca6f5'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:47:46.787,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863e6584-7b68-4c40-9e64-55c2caf8f8e3,6,,"[57.6, 36.8]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['92be8f5c-4bc3-4821-a140-1cafb7d99e65'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.680,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34b4210f-53b3-4c9f-b05b-3fa56dc3475e,8,,"[43.9, 41.2]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['76e45926-55a8-43b5-914e-27ca2b71d451'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.084,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b11983a-242a-4250-9d8f-18831ee2c4f5,11,,"[43.9, 15.2]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['74aa8527-5156-4e36-b9ee-8c20836e7402'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.719,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8516abfd-9c28-4c52-bab7-575adf16d34e,14,,"[30.7, 30.9]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['3ca46d47-2396-4f90-a253-879b0b4148fe'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.577,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf3c5f4d-be29-4ebd-8b3c-ea8753a936ae,17,,"[27.2, 51.7]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['2485f95e-9e82-42d4-99fc-a5c65bcf9e46'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.077,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64169f23-5e69-4195-b44c-9e914a032a5a,20,,"[34.5, 30.3]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['00f34c92-402b-4f98-9983-53c0182f8ea4'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.928,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176a5694-b595-45e0-a933-f56129b7698b,24,,"[34.3, 51.7]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['9b6328a8-c3d1-4098-9694-838b76adabed'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.067,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25802cfc-91c5-4303-a397-74059a31bf3c,28,,"[52.5, 46.0]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,"['5c66285b-d1db-4164-bde7-5f8feccf0d16', '7dd6a4e7-600f-4199-9185-5b22e35f8d28']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.542,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e42d9a3c-6c96-4eb0-847a-d53c31b529b7,31,,"[43.1, 33.7]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['20166fe4-e1cd-4f13-a3eb-b1071add75c9'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.308,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d31c774-8663-4346-864b-34b78478f959,35,,"[73.3, 11.5]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['4b122916-2e1a-4306-8dbf-f9dd925beed5', 'e228d168-e83c-4e0c-a9cc-05206fb68bc3']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.263,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0846dab2-23c1-4ab3-9805-f6edb6365fb7,39,,"[88.7, 4.3]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['68bf3776-f4c6-4405-9d0f-511e64246136', '87eb62a7-62fd-4b0c-ae6d-09b7c0d63274']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.720,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae5c10a4-03b2-48c9-8d39-71d9c4e9ece4,42,,"[90.7, 20.1]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['523b69b7-66f0-4859-8e6f-4eb15da6714e'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.206,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35c14a72-9ad3-48be-81c1-3d42749253f9,44,,"[80.4, 11.3]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['967d3d28-b364-493c-b231-afc56d070fe6'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.530,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf093bf9-ec9e-47e3-b848-ec85e2bc7710,46,,"[84.7, 18.1]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['ef66041f-49c9-45c4-85ed-70ac0f576623'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.505,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fa8c269-1f3d-4026-b36c-7f6b45ac147a,49,,"[93.5, 27.2]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['e24dac6e-ac9b-47ab-a6b2-29701712859d'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.037,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b23b9fd6-4e8c-4f50-b44f-5b03979d029d,53,,"[50.1, 10.4]",267183,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,2,Barcelona,217,['625a5194-5e7e-4b29-a94c-9460b3860770'],42,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:42.046,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5623770f-d3be-434f-9d27-b00ab1d6c8ea,60,,"[31.2, 53.3]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['91133412-af61-415f-aa07-6b53ad24e547'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.550,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95e07edc-79ce-41ee-99e6-9d6c56fdbb6a,63,,"[23.5, 26.0]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['1e6b0ef5-b067-4795-9dbd-c938b77e35e3'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.989,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa2297de-2271-4c96-ae97-a0a29e892487,66,,"[36.8, 4.8]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['35b1cc33-ec47-4864-a5b3-f29d2e06ba76'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.307,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06fb31d8-25c6-468e-9741-54571d63c083,70,,"[24.6, 50.9]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['9005f8d3-2378-4552-bf11-625270db9a10'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.331,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788c15c-e08a-4eda-b6d8-78d6386479ba,74,,"[64.1, 76.6]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['885c6405-27e6-41ec-8316-694261f3441d'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.123,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9964e9d2-d82a-40ab-bd94-d94ccb5f3609,78,,"[87.6, 63.2]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['bdb30e3c-68d9-45c8-a27b-757fb58246e1'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.368,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccc0767e-d102-43a1-a190-2cabba68b578,81,,"[83.9, 72.1]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['66ab4234-2166-45bf-acd6-e95ad5410e66'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.354,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065839ad-da3a-4b6d-b221-e283ff0d2625,85,,"[99.4, 77.6]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['09fcaf64-8f33-4dc3-8180-734f587557a8'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.317,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32c1ad3f-1aae-4153-9282-1aed2523576b,89,,"[98.4, 72.3]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,"['2158d48a-460b-4acd-b4b3-0a4a86c6d685', 'ace8eb7a-c79a-4739-ae89-15adde9256a9']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.237,Ball Receipt*,True,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4fc36b1-8b2b-4635-8547-fb3a6201f4c2,95,,"[14.3, 20.9]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,3,Real Madrid,220,['abb91732-5600-4cce-a730-a01f9f73c700'],31,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:31.820,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cbb6a7c-1b6d-4db1-ab89-374f92f7da4e,99,,"[2.7, 35.9]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iker Casillas Fernández,11179.0,Goalkeeper,3,Real Madrid,220,['8d7895f2-3fbb-4184-8b32-2ef1d828ba63'],34,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:34.534,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2b0ec5b-4526-4a95-bed6-fab040f0dbbb,103,,"[58.8, 67.1]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['e344af1e-8b97-42ad-b581-14be27396f74'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.494,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a2e6cd3-cb2c-4ce9-9330-34189143c37f,105,,"[70.9, 60.1]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,4,Barcelona,217,['dc76c0ab-2904-4bb5-b47c-51fc4bc8ecfe'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.144,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04ec46b9-7fa3-4be1-82ec-ea51cb21a770,107,,"[62.3, 71.5]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['f06287f6-ba95-4a24-a3a0-64c05fc883e7'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.616,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bef506b-0305-405c-9a90-32b2f6f3b78d,110,,"[83.7, 77.0]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['6dd195c5-30bc-42a9-a70e-4702e0d0e934'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.768,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336abf1e-5715-44ed-aa6d-0387b0092fe4,115,,"[86.8, 70.3]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['a950f83a-f1ce-419c-8582-c8f869462c65'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.474,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abd379f4-84bc-4c6a-97f8-ab4aa1ec8830,117,,"[84.5, 74.4]",267183,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['632054b7-e60d-4f62-b01f-06209695770f'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.679,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ea4b2ca-08c6-4a58-8443-f615ffbfb32b,120,,"[75.7, 61.9]",267183,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,4,Barcelona,217,['9bc01a8d-12a3-482f-9524-778864fa1c78'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.092,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b082668a-5062-4173-bd34-69828e36a05f,123,,"[74.0, 33.7]",267183,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['d0df2738-7ac4-4f3a-a3ce-7b90556a994c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.731,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275d4aa-6735-40ee-a5e3-7f5095277f4f,127,,"[92.3, 22.3]",267183,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,4,Barcelona,217,['ebf5c21b-e72f-4a81-827b-522dabcfb1c2'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.847,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd020d3c-4d54-45c5-af85-350a051f48ff,130,,"[113.1, 20.5]",267183,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['8ff8bc73-a049-4e4c-9ebf-fc3840d6ac49'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.289,Ball Receipt*,,2014/2015
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796be0b-472a-46b1-9727-24a8fc420409,134,,"[111.1, 40.3]",267183,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['46158973-fa51-45ce-8c48-ba2222454190'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.502,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187da1cf-9cb2-422b-b8b9-c1bd803edc60,140,,"[31.6, 35.9]",267183,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Toni Kroos,5574.0,Center Defensive Midfield,6,Real Madrid,220,['96730ed5-2170-41a4-860a-5928e86605b6'],22,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:22.188,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aec0e5f-017c-4845-89b5-b5b0a6e411dd,142,,"[40.2, 29.0]",267183,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,6,Real Madrid,220,['eaec4e00-e0c6-4478-bf20-eb4e3250a16c'],26,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:26.667,Ball Receipt*,,2014/2015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba750435-be3f-4530-b7cc-6879e7aaa11d,145,,"[42.5, 12.1]",267183,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,6,Real Madrid,220,['332170bb-25a6-4a01-bade-be37b84a9f9e'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:29.387,Ball Receipt*,,2014/2015
