bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.1539,,,,,,,,,,,,,,700489d0-3a26-47e6-b823-d8b72fe9e455,2762,,"[51.0, 57.1]",69176,78,,,,,-1.6046816,,Right Foot,,,"[50.6, 45.3]",,Ground Pass,,11.806778,,,,Thiago Motta,4325.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,175,Barcelona,217,['7b64a213-f2f8-42ff-990d-fc77b1664091'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:27.948,Pass,,2006/2007
,,,,,,,,,,,,,,0.8913,,,,,,,,,,,,,,f5611fb1-6263-49be-a01e-3cb955b4923d,2765,,"[50.8, 45.3]",69176,78,,,,,1.3258177,,Left Foot,,,"[56.3, 67.3]",,Ground Pass,,22.67708,,,,Gianluca Zambrotta,15774.0,,,,,,,2,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,176,Barcelona,217,['28d5e510-6735-49cf-9bf5-81354f95f39f'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:30.236,Pass,,2006/2007
,,,,,,,,,,,,,,0.7376,,,,,,,,,,,,,,77e0bac7-791c-4613-8275-e378b09ce369,2768,,"[63.5, 70.7]",69176,78,,,,,0.33473682,,Right Foot,,,"[75.0, 74.7]",,Ground Pass,,12.175796,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Gianluca Zambrotta,15774.0,Right Back,177,Barcelona,217,['a84c379b-4e87-47d3-837e-3117803024a8'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:33.545,Pass,,2006/2007
,,,,,,,,,,,,,,1.189422,,,,,,,,,,,,,,29762472-a870-4781-aee0-4bd495aa5347,2776,,"[49.6, 8.8]",69176,78,,,,,-2.785635,,Right Foot,,,"[41.8, 5.9]",,Ground Pass,,8.321658,,,,Antonio López Guerrero,26118.0,,,,,,,2,Regular Play,Maximiliano Rubén Rodríguez,26124.0,Center Attacking Midfield,178,Atlético Madrid,212,"['67d9dfec-04ff-46ed-a567-9ab9331109ae', '857b217f-61d1-4aeb-862c-8f1da953cc7f']",38,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:38.054,Pass,True,2006/2007
,,,,,,,,,,,,,,0.548235,,,,,,,,,,,,,,535e604b-43a0-4cdd-9aa9-09107e5e6ddb,2779,,"[42.5, 7.7]",69176,78,,,,,1.5248517,,Left Foot,,,"[43.3, 25.1]",,Ground Pass,,17.41838,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Back,178,Atlético Madrid,212,['ee4931c5-00ad-4291-9eed-666d81b8be07'],40,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:40.511,Pass,,2006/2007
,,,,,,,,,,,,,,0.805911,,,,,,,,,,,,,,2377731b-31e5-4141-aea8-1061e85e0247,2782,,"[45.0, 22.4]",69176,78,,,,,-0.54266167,,Left Foot,,,"[58.1, 14.5]",,Ground Pass,,15.297712,,,,Maximiliano Rubén Rodríguez,26124.0,,,,,,,2,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,178,Atlético Madrid,212,['df71ae67-5a98-4541-a349-eb018f12c9c6'],41,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:41.099,Pass,,2006/2007
,,,,,,,,,,,,,,0.779746,,,,,,,,,,,,,,0828096a-6094-408d-a740-5ebf4d0d6af1,2785,,"[58.8, 13.5]",69176,78,,,,,-1.5707964,,Right Foot,,,"[58.8, 4.1]",,Ground Pass,,9.4,,,,Miguel Ángel Ferrer Martínez,26493.0,,,,,,,2,Regular Play,Maximiliano Rubén Rodríguez,26124.0,Center Attacking Midfield,178,Atlético Madrid,212,['c5e91bb4-264b-44c3-b5f4-eff59b8b820d'],42,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:42.113,Pass,,2006/2007
,,,,,,,,,,,,,,1.378891,,,,,,,,,,,,,,e5c8280f-18be-4c6b-a6b3-49e83da5174d,2788,,"[70.2, 7.3]",69176,78,,,,,1.4933261,,Left Foot,,,"[71.9, 29.2]",,Ground Pass,,21.965883,,,,Fernando José Torres Sanz,6382.0,,,,,,,2,Regular Play,Miguel Ángel Ferrer Martínez,26493.0,Left Wing,178,Atlético Madrid,212,['58acc6c8-a122-4b82-a504-8d40fdfba006'],43,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:43.993,Pass,,2006/2007
,,,,,,,,,,,,,,1.6369,,,,,,,,,,,,,,c3267809-bc3a-4657-ac96-0b0b7740add6,2791,,"[74.0, 50.6]",69176,78,,,,,1.1220729,,Right Foot,,,"[85.7, 74.9]",,Ground Pass,,26.969984,,Incomplete,,Giorgios Seitaridis,19767.0,,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,178,Atlético Madrid,212,"['19803e4e-3e6f-45c4-a5cd-26fe206c0e44', 'dd4b00c8-a990-4f80-a963-13ecbeec18b0']",49,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:49.463,Pass,,2006/2007
,,,,,,,,,,,,,,1.314079,,,,,,,,,,,,,,aa4b6333-c21f-416a-94c4-8b81d662dea1,2795,,"[46.8, 4.1]",69176,78,,,,,0.30739748,,Left Foot,,,"[53.1, 6.1]",,Ground Pass,,6.6098413,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,178,Atlético Madrid,212,['af53aa65-3806-4543-8a2d-c7672a51ae06'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.995,Pass,,2006/2007
,,,,,,,,,,,,,,1.260634,,,,,,,,,,,,,,4821bc07-f498-4202-a0d7-738a63d7ecad,2802,,"[45.8, 59.2]",69176,79,,,,,-0.7454195,,Right Foot,,,"[65.3, 41.2]",,Ground Pass,,26.537708,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,2,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,178,Atlético Madrid,212,['97e1869a-a91f-49f7-bd16-e74da68b5ff1'],8,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:08.407,Pass,,2006/2007
,,,,,,,,,,,,,,1.663975,,,,,,,,,,,,,,79f43a53-9275-44e7-9913-df6feb7c4302,2806,,"[52.0, 30.4]",69176,79,,,,,1.3646749,,Right Foot,,,"[54.3, 41.4]",,Ground Pass,,11.237883,,,,José Manuel Jurado Marín,6870.0,,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Right Wing,178,Atlético Madrid,212,['5cf796ff-4adb-4a62-bbcf-c1c378595817'],13,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:13.854,Pass,,2006/2007
,,,,,,,,,,,,,,1.812283,,,,,,,,,,,,,,c6e35657-e1b5-4c04-87bf-824d242ba3eb,2809,,"[54.3, 41.4]",69176,79,,,,,1.6935526,,Left Foot,,,"[50.5, 72.2]",,Ground Pass,,31.033531,,,,Giorgios Seitaridis,19767.0,,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Left Center Midfield,178,Atlético Madrid,212,['cb9c0dfe-08ac-458b-b272-6824830fdf19'],15,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:15.725,Pass,,2006/2007
,,,,,,,,,,,,,,0.56967,,,,,,,,,,,,,,8387685f-a71c-4770-8d0a-47b6208c8266,2813,,"[77.8, 73.4]",69176,79,,,,,-1.9676144,,Right Foot,,,"[73.4, 62.9]",,Ground Pass,,11.384639,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,2,Regular Play,Giorgios Seitaridis,19767.0,Right Back,178,Atlético Madrid,212,['41157e3b-fc96-4ea6-bb84-56b624872239'],22,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:22.738,Pass,,2006/2007
,,,,,,,,,,,,,,1.091703,,,,,,,,,,,,,,02d36f03-1a7a-4366-b2f7-02e8b9f5e245,2816,,"[73.4, 62.9]",69176,79,,,,,-0.26381895,,Right Foot,,,"[90.8, 58.2]",,Ground Pass,,18.023596,,,,Fernando José Torres Sanz,6382.0,,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Right Wing,178,Atlético Madrid,212,['d6ce3c34-fa3f-42ca-a29f-264615388bd0'],24,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:24.578,Pass,,2006/2007
,,,,,,,,,,,,,,0.77329,,,,,,,,,,,,,,6c1c25fa-3c50-41e4-a624-d3065178d8ce,2819,,"[86.6, 65.3]",69176,79,,,,,2.3834605,,Left Foot,,,"[75.3, 76.0]",,Ground Pass,,15.562134,,,,Giorgios Seitaridis,19767.0,,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,178,Atlético Madrid,212,['9da49c47-7f3e-4d65-acd6-b97fbf191a63'],25,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:25.710,Pass,,2006/2007
,,,,,,,,,,,,,,0.761772,,,,,,,,,,,,,,91132d55-4bb6-4d8a-8205-41b090f7bbc3,2822,,"[72.6, 75.0]",69176,79,,,,,-1.7080851,,Left Foot,,,"[70.5, 59.8]",,Ground Pass,,15.34438,,,,Peter Luccin,26123.0,,,,,,,2,Regular Play,Giorgios Seitaridis,19767.0,Right Back,178,Atlético Madrid,212,['56fffed4-603e-4a9e-8510-2ff74b804c64'],28,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:28.186,Pass,,2006/2007
,,,,,,,,,,,,,,0.754528,,,,,,,,,,,,,,730b1d2b-713f-4a09-ba6e-e44aefbfc33b,2825,,"[70.9, 58.4]",69176,79,,,,,-0.475343,,Right Foot,,,"[84.5, 51.4]",,Ground Pass,,15.295751,,,,Fernando José Torres Sanz,6382.0,,,,,,,2,Regular Play,Peter Luccin,26123.0,Right Center Midfield,178,Atlético Madrid,212,['66fa4017-77b5-4582-9bbe-49810f6ade93'],29,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:29.574,Pass,,2006/2007
,,,,,,,,,,,,,,0.63424,,,,,,,,,,,,,,1a700e93-8f95-48f0-af20-cc0beca6b22a,2828,,"[84.5, 51.4]",69176,79,,,,,-0.768733,,No Touch,,,"[90.6, 45.5]",,Ground Pass,,8.48646,True,Incomplete,,Maximiliano Rubén Rodríguez,26124.0,,,,,,,2,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,178,Atlético Madrid,212,"['ab612ad8-e829-46a7-8ba6-9c517134ad22', 'ddaef964-b85c-47fc-ad22-046ec0e8b6c9']",30,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:34:30.490,Pass,,2006/2007
,,,,,,,,,,True,,,,0.73656,,,,,,,,,,,,,,ab612ad8-e829-46a7-8ba6-9c517134ad22,2830,,"[30.4, 35.5]",69176,79,,,,,-0.73870313,,Left Foot,,,"[36.0, 30.4]",,Ground Pass,,7.574299,,,,Carles Puyol i Saforcada,20125.0,,,,,,Interception,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,179,Barcelona,217,"['1a700e93-8f95-48f0-af20-cc0beca6b22a', 'f61d3d75-d640-434b-aedc-580cd0d77dad']",31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:31.125,Pass,,2006/2007
,,,,,,,,,,,,,,1.113601,,,,,,,,,,,,,,f926085d-69fb-45bb-8b2c-c7c2e54552fe,2833,,"[47.8, 38.8]",69176,79,,,,,-1.2546116,,Right Foot,,,"[53.1, 22.6]",,Ground Pass,,17.04494,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,179,Barcelona,217,['0635ab57-9fc1-4e4e-bebc-068b3928049e'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.951,Pass,,2006/2007
,,,,,,,,,,,,,,0.650821,,,,,,,,,,,,,,316f6267-c574-424e-a8d2-45018d34dd06,2836,,"[53.3, 22.2]",69176,79,,,,,0.16109191,,Left Foot,,,"[61.3, 23.5]",,Ground Pass,,8.104937,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,179,Barcelona,217,['8d9e9047-cdc2-46de-b637-06390792a4dc'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.188,Pass,,2006/2007
,,,,,,,,,,,,,,1.9982,,,,,,,,,,,,,,55a48d3a-4061-4784-b8e8-77debddd27be,2838,,"[61.0, 23.3]",69176,79,,,,,-2.7857347,,Right Foot,,,"[38.4, 14.9]",,Ground Pass,,24.110579,,,,Giovanni van Bronckhorst,17797.0,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,179,Barcelona,217,['bf1fa13c-0699-41b1-a16b-0e235f94f97e'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.839,Pass,,2006/2007
,,,,,,,,,,,,,,5.163096,,,,,,,,,,,,,,cf14151f-e338-49c1-8f35-135ebacff593,2840,,"[38.1, 14.9]",69176,79,,,,,0.14149006,2b4c61be-9345-4406-a2c9-f77e087b4c92,Left Foot,,,"[106.9, 24.7]",True,High Pass,,69.49446,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,179,Barcelona,217,['657aa4e6-ccf6-4cf6-9168-9afce7c1e10f'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:39.837,Pass,,2006/2007
,,,,,,,,,,,,,,2.373099,,,,,,,,,,,,,,83ffdfba-cd7c-4940-8038-4821815465e0,2846,,"[61.0, 41.0]",69176,80,,True,,,-2.6141222,,Right Foot,,,"[50.7, 35.0]",,Ground Pass,,11.920151,,,,José Manuel Jurado Marín,6870.0,,,,,,Kick Off,2,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Right Wing,180,Atlético Madrid,212,['1ff95f49-213e-4ef9-93c3-35a30d88ebca'],54,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:54.990,Pass,,2006/2007
,,,,,,,,,,,,,,0.813915,,,,,,,,,,,,,,69c68ef9-328c-42c2-a5de-229c64bf11ba,2848,,"[51.3, 32.9]",69176,80,,,,,1.4478245,,Left Foot,,,"[52.4, 41.8]",,Ground Pass,,8.96772,,,,Peter Luccin,26123.0,,,,,,,2,From Kick Off,José Manuel Jurado Marín,6870.0,Left Center Midfield,180,Atlético Madrid,212,['191b2050-ced9-4b6d-a7be-a7666eba4367'],58,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:35:58.352,Pass,,2006/2007
,,,,,,,,,,,,,,0.90551,,,,,,,,,,,,,,41d99548-94d5-45cf-87c8-551208490d70,2851,,"[51.8, 33.2]",69176,81,,,,,-0.7614028,,Right Foot,,,"[64.6, 21.0]",,Ground Pass,,17.68276,,,,Maximiliano Rubén Rodríguez,26124.0,,,,,,,2,From Kick Off,Peter Luccin,26123.0,Right Center Midfield,180,Atlético Madrid,212,['df7872f0-3149-4386-9c07-dc6fe93ea557'],1,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:01.402,Pass,,2006/2007
,,,,,,,,,,,,,,1.531008,,,,,,,,,,,,,,ae6ca0c2-ebcd-4283-ab0a-7e71891f950a,2855,,"[72.8, 19.3]",69176,81,,,,,-1.2683153,,Right Foot,,,"[77.2, 5.2]",,Ground Pass,,14.770579,,,,Miguel Ángel Ferrer Martínez,26493.0,,,,,,,2,From Kick Off,Maximiliano Rubén Rodríguez,26124.0,Center Attacking Midfield,180,Atlético Madrid,212,['2bf9f2aa-6ced-42f5-9742-a8f6fb2d93ec'],3,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:03.834,Pass,,2006/2007
,,,,,,,,,,,,,,0.777914,,,,,,,,,,,,,,6a899878-b5f4-4f5d-83cd-cf115782ea80,2858,,"[80.1, 13.4]",69176,81,,,,,1.2353166,,Right Foot,,,"[89.2, 39.5]",,Ground Pass,,27.640911,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,2,From Kick Off,Miguel Ángel Ferrer Martínez,26493.0,Left Wing,180,Atlético Madrid,212,['32c653e6-dcff-4a2c-9069-df8ef94be77f'],10,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:10.067,Pass,,2006/2007
,,,,,,,,,,,,,,0.856415,,,,,,,,,,,,,,f1b167c7-7457-4007-b316-1bcf55d28dd2,2866,,"[49.1, 48.3]",69176,81,,,,,-1.6875468,,Right Foot,,,"[47.2, 32.1]",,Ground Pass,,16.311039,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,181,Barcelona,217,['9fb54e7d-a02c-4a5e-ae78-cbaf0eb7d62d'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:15.123,Pass,,2006/2007
,,,,,,,,,,,,,,1.098402,,,,,,,,,,,,,,a1400dc9-d62e-488e-9605-a095512907da,2869,,"[47.2, 32.1]",69176,81,,,,,-0.69025064,,Right Foot,,,"[60.4, 21.2]",,Ground Pass,,17.118704,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,181,Barcelona,217,['daa3f682-3666-4bdf-8dad-209d1376a1db'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:16.821,Pass,,2006/2007
,,,,,,,,,,,,,,1.4035,,,,,,,,,,,,,,7d7206c4-d28f-471f-9388-91779fe81290,2872,,"[73.0, 22.4]",69176,81,,,,,0.48296887,,Right Foot,,,"[89.4, 31.0]",,Ground Pass,,18.518099,,,,Samuel Eto''o Fils,19298.0,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,181,Barcelona,217,['c655a510-937b-4f33-88ff-348277d6781f'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:20.472,Pass,,2006/2007
,,,,,,,,,,,,,,0.742007,,,,,,,,,,,,,,72fcc25e-a0ca-4589-96cc-ed5f7ca5d7f1,2879,,"[80.1, 57.3]",69176,81,,,,,-1.6520126,,Right Foot,,,"[78.7, 40.1]",,Low Pass,,17.256884,,,,Maximiliano Rubén Rodríguez,26124.0,,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Right Wing,182,Atlético Madrid,212,['5e68458b-90ce-4163-a6d9-ec9bba850ad8'],32,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:32.050,Pass,,2006/2007
,,,,,,,,,,,,,,0.959741,,,,,,,,,,,,,,f83d43c6-4ed1-4fb8-845e-c678496f447c,2882,,"[96.9, 37.8]",69176,81,,,,,-1.1407752,9b896efd-7dd4-4441-87fe-a2f31d42a719,Right Foot,,,"[103.0, 24.5]",,Ground Pass,,14.632156,,,,Fernando José Torres Sanz,6382.0,True,,,,,,2,Regular Play,Maximiliano Rubén Rodríguez,26124.0,Center Attacking Midfield,182,Atlético Madrid,212,['edc6018c-000d-4ffd-84df-a3fe7140966b'],37,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:36:37.867,Pass,,2006/2007
,,,,,,,,,,,,,,2.5849,,,,,,,,,,,,,,fa50c6d9-3af1-4280-adbb-40bb63e3f568,2888,,"[6.0, 36.0]",69176,82,,,,,-0.3627341,,Right Foot,,,"[69.5, 11.9]",,High Pass,,67.91951,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,183,Barcelona,217,"['2a3ca712-d4bc-471d-9c09-44caaec0ccb8', '982ca01d-8745-45db-8161-bb45b300be5a']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:07.509,Pass,,2006/2007
,,,,,,,,,,,,,,0.8959,,,,,,,,,,,,,,771eddb4-2b72-4099-a79e-fde0cb61548d,2892,,"[38.8, 4.8]",69176,82,,,,True,0.5501658,,,,,"[46.3, 9.4]",,Low Pass,,8.798295,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,2,From Goal Kick,Giovanni van Bronckhorst,17797.0,Left Back,183,Barcelona,217,"['3fb2589c-422c-460f-a5db-9840abd61e22', 'aec2b7b7-afee-48ba-8f7e-6b680cd3de9b']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:12.532,Pass,True,2006/2007
,,,,,,,,,,,,,,2.546243,,,,,,,,,,,,,,d1394d68-d8c0-48cb-8716-1069b6935c26,2895,,"[50.5, 10.4]",69176,82,,,,,0.85997224,,Right Foot,,,"[82.7, 47.8]",,High Pass,,49.3518,,Incomplete,,Eiður Smári Guðjohnsen,11270.0,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,183,Barcelona,217,"['0fc11a19-d87e-4aeb-9abc-d0884e2fc7f5', '341624b9-3854-4248-a48e-8ebf9ae294a3']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:16.270,Pass,,2006/2007
,,,,,,,,,,,,,,1.9235,,,,,,,,,,,,,,a88d0092-d035-4441-9b2c-6757f7ddc5ea,2901,,"[84.0, 52.9]",69176,82,,,,,-0.0981294,,Left Foot,,,"[103.3, 51.0]",,Ground Pass,,19.393297,,,,Samuel Eto''o Fils,19298.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,183,Barcelona,217,['9210a73b-2d9e-4bcb-ab14-429da233514e'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:22.053,Pass,,2006/2007
,,,,,,,,,,,,,,0.035118,,,,,,,,,,,,,,9f1478d3-e812-4d09-b922-46fc4700b61e,2905,,"[118.2, 52.9]",69176,82,,,,,-2.332943,,Right Foot,True,,"[114.0, 48.5]",,Ground Pass,,6.0827627,,Incomplete,,,,,,,,,,2,From Goal Kick,Samuel Eto''o Fils,19298.0,Center Forward,183,Barcelona,217,['948f6023-9933-4b5e-9007-da580885be77'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:28.761,Pass,,2006/2007
,,,,,,,,,,,,,,2.088833,,,,,,,,,,,,,,58ff90f8-4d39-43d5-a630-f3e3023e9653,2911,,"[92.8, 77.7]",69176,82,,,,,-2.54867,,Left Foot,,,"[74.1, 65.1]",,Ground Pass,,22.548836,,,,Thiago Motta,4325.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,183,Barcelona,217,['33a46f18-b9d4-4d57-8027-0fef7f9668ac'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:37.721,Pass,,2006/2007
,,,,,,,,,,,,,,0.9948,,,,,,,,,,,,,,d136fd76-eaec-4c3c-a0f9-e9f9f090191f,2914,,"[75.1, 66.3]",69176,82,,,,,1.2085694,,Left Foot,,,"[78.7, 75.8]",,Ground Pass,,10.159232,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Thiago Motta,4325.0,Center Defensive Midfield,183,Barcelona,217,['59e9d473-b295-49ce-8e5b-116ea7647222'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:40.071,Pass,,2006/2007
,,,,,,,,,,,,,,1.603528,,,,,,,,,,,,,,27820605-775e-404b-ba6b-0bb0a21ee576,2917,,"[78.7, 75.8]",69176,82,,,,,-2.4260395,,Left Foot,,,"[65.7, 64.5]",,Ground Pass,,17.224691,,,,Gianluca Zambrotta,15774.0,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,183,Barcelona,217,['67d371a6-1dd2-43a1-b8e3-a2dc9597338e'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:41.088,Pass,,2006/2007
,,,,,,,,,,,,,,1.402338,,,,,,,,,,,,,,89e4cc95-e63d-4bc5-b45b-81f7b61ce7a0,2920,,"[64.8, 63.4]",69176,82,,,,,-2.43487,,Right Foot,,,"[51.8, 52.3]",,Ground Pass,,17.09415,,,,Lilian Thuram,15071.0,,,,,,,2,From Goal Kick,Gianluca Zambrotta,15774.0,Right Back,183,Barcelona,217,['e73fe0c0-5213-4bce-8173-6cb87caef156'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:43.198,Pass,,2006/2007
,,,,,,,,,,,,,,1.667308,,,,,,,,,,,,,,65244da7-33e0-4c5b-a2d1-b07d378b23bb,2923,,"[51.8, 51.4]",69176,82,,,,,-1.6197767,,Other,,,"[50.8, 31.0]",,Ground Pass,,20.424496,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Goal Kick,Lilian Thuram,15071.0,Right Center Back,183,Barcelona,217,['68d77595-2796-4035-9c3f-75d107cde892'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:45.146,Pass,,2006/2007
,,,,,,,,,,,,,,1.1761,,,,,,,,,,,,,,f6c1d516-c1a1-4ca1-88c3-21486a79e3d1,2926,,"[47.2, 20.3]",69176,82,,,,,-1.1930296,,Right Foot,,,"[52.2, 7.7]",,Ground Pass,,13.555811,,,,Giovanni van Bronckhorst,17797.0,,,,,,,2,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,183,Barcelona,217,['cdeb85fb-88b8-4955-9a52-63e92c9a6b0b'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:48.352,Pass,,2006/2007
,,,,,,,,,,,,,,1.5567,,,,,,,,,,,,,,783a0c8e-fe7b-4d9f-b6b0-15253d60399b,2929,,"[52.9, 8.1]",69176,82,,,,,-0.16123863,,Left Foot,,,"[69.5, 5.4]",,Ground Pass,,16.818146,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Goal Kick,Giovanni van Bronckhorst,17797.0,Left Back,183,Barcelona,217,['d0cb0f3b-9910-4df2-a0d7-c6ecc8b36fc7'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:50.154,Pass,,2006/2007
,,,,,,,,,,,,,,1.4157,,,,,,,,,,,,,,9f10af14-ed84-44c6-8799-85600776bc8c,2932,,"[72.8, 4.6]",69176,82,,,,,2.1345024,,Right Foot,,,"[60.6, 23.9]",,Ground Pass,,22.832651,,,,Thiago Motta,4325.0,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,183,Barcelona,217,['a82899e1-ce5f-4b7b-817b-4b6b8d8c25c3'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:54.239,Pass,,2006/2007
