ID_Partido,Jugador,Posicion,Titular,Minutos,Goles,Asistencias,Amarillas,Rojas,xG
1140,Frenkie de Jong,MF,1,87,0,0,0,0,
1140,Marc Casado,MF,0,3,0,0,0,0,
1140,Alejandro Balde,DF,1,90,0,0,0,0,
1140,Iñigo Martínez,DF,1,90,0,0,0,0,
1140,Pau Cubarsí,DF,1,80,0,0,0,0,
1140,Eric García,DF,0,10,0,0,0,0,
1140,Héctor Fort,DF,1,65,0,0,0,0,
1140,Jules Koundé,DF,0,25,0,0,0,0,
1140,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1141,Robert Lewandowski,FW,1,90,0,0,0,0,
1141,Raphinha,FW,1,89,0,1,0,0,
1141,Gerard Martín,DF,0,1,0,0,0,0,
1141,Fermin López,MF,1,45,0,0,0,0,
1141,Dani Olmo,MF,0,45,1,0,0,0,
1141,Lamine Yamal,FW,1,84,0,1,0,0,
1141,Ferrán Torres,FW,0,6,1,0,0,0,
1141,Pedri,MF,1,84,0,0,0,0,
1141,Frenkie de Jong,MF,0,6,0,0,1,0,
1141,Marc Casado,MF,1,90,0,0,0,0,
1141,Alejandro Balde,DF,1,90,0,0,0,0,
1141,Pau Cubarsí,DF,1,90,0,0,0,0,
1141,Eric García,DF,1,90,0,0,0,0,
1141,Jules Koundé,DF,1,90,0,0,0,0,
1141,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1142,Ferrán Torres,FW,1,67,0,0,0,0,
1142,Robert Lewandowski,FW,0,23,1,0,0,0,
1142,Raphinha,FW,1,84,0,2,0,0,
1142,Fermin López,MF,0,6,0,0,0,0,
1142,Dani Olmo,MF,1,67,0,0,0,0,
1142,Gavi,MF,0,23,0,0,0,0,
1142,Lamine Yamal,FW,1,90,0,1,0,0,
1142,Pedri,MF,1,84,1,0,0,0,
1142,Eric García,DF,0,6,0,0,0,0,
1142,Frenkie de Jong,MF,1,90,0,0,0,0,
1142,Alejandro Balde,DF,1,90,0,0,0,0,
1142,Iñigo Martínez,DF,1,90,1,0,0,0,
1142,Pau Cubarsí,DF,1,90,1,0,0,0,
1142,Jules Koundé,DF,1,90,0,1,0,0,
1142,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1143,Robert Lewandowski,FW,1,90,1,0,0,0,
1143,Raphinha,FW,1,58,0,0,0,0,
1143,Ferrán Torres,FW,0,32,0,0,0,0,
1143,Pedri,MF,1,58,0,0,0,0,
1143,Frenkie de Jong,MF,0,32,0,0,0,0,
1143,Dani Olmo,MF,1,70,0,2,0,0,
1143,Fermin López,MF,0,20,0,0,0,0,
1143,Lamine Yamal,FW,1,90,0,0,0,0,
1143,Marc Casado,MF,1,90,1,0,0,0,
1143,Gerard Martín,DF,1,90,1,0,0,0,
1143,Pau Cubarsí,DF,1,58,0,0,0,0,
1143,Eric García,DF,0,32,0,0,0,0,
1143,Ronald Araújo,DF,1,75,1,1,0,0,
1143,Héctor Fort,DF,0,15,0,0,0,0,
1143,Jules Koundé,DF,1,90,0,0,0,0,
1143,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1144,Robert Lewandowski,FW,1,78,0,0,0,0,
1144,Gerard Martín,DF,0,12,0,0,0,0,
1144,Raphinha,FW,1,90,1,0,0,0,
1144,Dani Olmo,MF,1,27,0,0,0,0,
1144,Ronald Araújo,DF,0,63,0,0,0,0,
1144,Lamine Yamal,FW,1,55,0,0,0,0,
1144,Ferrán Torres,FW,0,35,0,0,0,0,
1144,Pedri,MF,1,90,0,0,0,0,
1144,Frenkie de Jong,MF,1,78,0,0,0,0,
1144,Marc Casado,MF,0,12,0,0,0,0,
1144,Alejandro Balde,DF,1,90,0,0,0,0,
1144,Iñigo Martínez,DF,1,90,0,0,1,0,
1144,Pau Cubarsí,DF,1,21,0,0,0,1,
1144,Jules Koundé,DF,1,90,0,0,0,0,
1144,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1145,Robert Lewandowski,FW,1,69,0,0,0,0,
1145,Ferrán Torres,FW,0,21,0,0,0,0,
1145,Raphinha,FW,1,90,2,1,0,0,
1145,Dani Olmo,MF,1,69,0,0,0,0,
1145,Gavi,MF,0,21,0,0,0,0,
1145,Lamine Yamal,FW,1,81,1,1,0,0,
1145,Fermin López,MF,0,9,0,0,0,0,
1145,Pedri,MF,1,90,0,0,0,0,
1145,Frenkie de Jong,MF,1,81,0,0,0,0,
1145,Marc Casado,MF,0,9,0,0,0,0,
1145,Alejandro Balde,DF,1,90,0,1,0,0,
1145,Iñigo Martínez,DF,1,86,0,0,0,0,
1145,Eric García,DF,0,4,0,0,0,0,
1145,Ronald Araújo,DF,1,90,0,0,0,0,
1145,Jules Koundé,DF,1,90,0,0,0,0,
1145,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1146,Robert Lewandowski,FW,1,90,1,0,0,0,
1146,Raphinha,FW,1,90,0,1,0,0,
1146,Dani Olmo,MF,1,66,0,0,0,0,
1146,Ferrán Torres,FW,0,24,2,0,0,0,
1146,Lamine Yamal,FW,1,90,1,0,1,0,
1146,Pedri,MF,1,89,0,1,0,0,
1146,Gavi,MF,0,1,0,0,0,0,
1146,Marc Casado,MF,1,66,0,0,0,0,
1146,Eric García,DF,0,24,0,0,0,0,
1146,Alejandro Balde,DF,1,85,0,0,1,0,
1146,Gerard Martín,DF,0,5,0,0,0,0,
1146,Iñigo Martínez,DF,1,90,0,1,0,0,
1146,Pau Cubarsí,DF,1,90,0,0,0,0,
1146,Jules Koundé,DF,1,85,0,0,1,0,
1146,Ronald Araújo,DF,0,5,0,0,0,0,
1146,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1147,Gavi,MF,1,90,0,0,0,0,
1147,Ferrán Torres,FW,1,67,1,0,0,0,
1147,Robert Lewandowski,FW,0,23,1,0,0,0,
1147,Lamine Yamal,FW,1,90,0,0,0,0,
1147,Pedri,MF,1,83,0,0,0,0,
1147,Pau Victor,FW,0,7,0,0,0,0,
1147,Frenkie de Jong,MF,1,45,0,0,0,0,
1147,Pablo Torre,FW,0,45,0,0,0,0,
1147,Dani Olmo,MF,1,27,1,0,0,0,
1147,Fermin López,MF,0,63,0,1,0,0,
1147,Alejandro Balde,DF,1,82,0,1,0,0,
1147,Gerard Martín,DF,0,8,0,0,0,0,
1147,Iñigo Martínez,DF,1,90,0,0,0,0,
1147,Eric García,DF,1,90,0,0,1,0,
1147,Jules Koundé,DF,1,90,0,0,0,0,
1147,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1148,Robert Lewandowski,FW,1,90,2,0,0,0,
1148,Gavi,MF,1,65,0,0,0,0,
1148,Frenkie de Jong,MF,0,25,0,1,0,0,
1148,Fermin López,MF,1,66,0,1,0,0,
1148,Ferrán Torres,FW,0,24,1,0,0,0,
1148,Lamine Yamal,FW,1,90,0,0,0,0,
1148,Pedri,MF,1,86,0,0,0,0,
1148,Pablo Torre,FW,0,4,0,0,0,0,
1148,Eric García,DF,1,80,0,0,0,0,
1148,Alejandro Balde,DF,0,10,0,0,0,0,
1148,Gerard Martín,DF,1,90,0,1,0,0,
1148,Iñigo Martínez,DF,1,80,0,0,0,0,
1148,Pau Cubarsí,DF,0,10,0,0,0,0,
1148,Ronald Araújo,DF,1,90,0,0,0,0,
1148,Jules Koundé,DF,1,90,0,0,0,0,
1148,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1149,Ferrán Torres,FW,1,73,1,0,0,0,
1149,Robert Lewandowski,FW,0,17,0,0,0,0,
1149,Raphinha,FW,1,90,0,0,0,0,
1149,Fermin López,MF,1,57,0,0,0,0,
1149,Ronald Araújo,DF,0,33,0,0,0,0,
1149,Lamine Yamal,FW,1,86,0,1,0,0,
1149,Gerard Martín,DF,0,4,0,0,1,0,
1149,Pedri,MF,1,90,0,0,0,0,
1149,Frenkie de Jong,MF,1,90,0,0,1,0,
1149,Alejandro Balde,DF,1,90,0,0,1,0,
1149,Iñigo Martínez,DF,1,90,0,0,0,0,
1149,Pau Cubarsí,DF,1,57,0,0,0,0,
1149,Eric García,DF,0,33,0,0,0,0,
1149,Jules Koundé,DF,1,90,0,0,0,0,
1149,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1150,Ferrán Torres,FW,1,56,0,1,0,0,
1150,Raphinha,FW,0,34,0,0,0,0,
1150,Robert Lewandowski,FW,1,90,0,0,0,0,
1150,Lamine Yamal,FW,1,90,0,0,0,0,
1150,Pedri,MF,1,74,0,0,0,0,
1150,Fermin López,MF,0,16,0,0,0,0,
1150,Frenkie de Jong,MF,1,56,0,0,0,0,
1150,Eric García,DF,0,34,0,0,1,0,
1150,Gavi,MF,1,90,1,0,0,0,
1150,Alejandro Balde,DF,1,74,0,0,0,0,
1150,Gerard Martín,DF,0,16,0,0,0,0,
1150,Pau Cubarsí,DF,1,90,0,0,0,0,
1150,Ronald Araújo,DF,1,90,0,0,0,0,
1150,Jules Koundé,DF,1,90,0,0,1,0,
1150,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1151,Robert Lewandowski,FW,1,80,2,0,0,0,
1151,Ferrán Torres,FW,0,10,0,0,0,0,
1151,Raphinha,FW,1,90,1,2,0,0,
1151,Fermin López,MF,1,73,0,1,0,0,
1151,Gavi,MF,0,17,0,0,0,0,
1151,Lamine Yamal,FW,1,85,1,0,0,0,
1151,Ansu Fati,FW,0,5,0,0,0,0,
1151,Pedri,MF,1,80,0,0,0,0,
1151,Eric García,DF,0,10,0,0,0,0,
1151,Frenkie de Jong,MF,1,90,0,0,0,0,
1151,Alejandro Balde,DF,1,90,0,0,0,0,
1151,Iñigo Martínez,DF,1,80,0,0,0,0,
1151,Ronald Araújo,DF,0,10,0,0,0,0,
1151,Pau Cubarsí,DF,1,90,0,1,0,0,
1151,Jules Koundé,DF,1,90,0,0,0,0,
1151,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1152,Robert Lewandowski,FW,1,66,0,0,0,0,
1152,Ferrán Torres,FW,0,24,0,0,0,0,
1152,Raphinha,FW,1,90,0,0,0,0,
1152,Fermin López,MF,1,66,0,0,0,0,
1152,Gavi,MF,0,24,0,0,0,0,
1152,Lamine Yamal,FW,1,90,0,0,0,0,
1152,Pedri,MF,1,90,0,0,0,0,
1152,Eric García,DF,1,79,0,0,0,0,
1152,Pau Cubarsí,DF,0,11,0,0,0,0,
1152,Alejandro Balde,DF,1,40,0,0,0,0,
1152,Gerard Martín,DF,0,50,0,0,0,0,
1152,Iñigo Martínez,DF,1,90,0,0,0,0,
1152,Ronald Araújo,DF,1,45,0,0,0,0,
1152,Frenkie de Jong,MF,0,45,0,0,1,0,
1152,Jules Koundé,DF,1,90,0,0,0,0,
1152,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1153,Robert Lewandowski,FW,1,85,0,0,0,0,
1153,Dani Olmo,MF,0,5,0,0,0,0,
1153,Raphinha,FW,1,90,0,0,0,0,
1153,Fermin López,MF,1,69,0,0,0,0,
1153,Eric García,DF,0,21,0,0,0,0,
1153,Lamine Yamal,FW,1,69,0,0,0,0,
1153,Ferrán Torres,FW,0,21,0,0,0,0,
1153,Gavi,MF,1,58,0,0,0,0,
1153,Pedri,MF,0,32,0,0,0,0,
1153,Frenkie de Jong,MF,1,90,0,0,1,0,
1153,Gerard Martín,DF,1,90,0,0,0,0,
1153,Pau Cubarsí,DF,1,90,0,0,0,0,
1153,Ronald Araújo,DF,1,90,0,0,0,0,
1153,Jules Koundé,DF,1,90,0,0,0,0,
1153,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1154,Ferrán Torres,FW,1,58,1,0,0,0,
1154,Lamine Yamal,FW,0,32,0,1,0,0,
1154,Robert Lewandowski,FW,1,77,0,0,0,0,
1154,Gavi,MF,0,13,0,0,0,0,
1154,Raphinha,FW,1,90,2,1,1,0,
1154,Pedri,MF,1,90,0,0,0,0,
1154,Frenkie de Jong,MF,1,90,0,0,0,0,
1154,Fermin López,MF,1,58,0,0,0,0,
1154,Dani Olmo,MF,0,32,1,0,0,0,
1154,Gerard Martín,DF,1,87,0,0,0,0,
1154,Pau Victor,FW,0,3,0,0,0,0,
1154,Iñigo Martínez,DF,1,90,0,1,1,0,
1154,Pau Cubarsí,DF,1,86,0,0,0,0,
1154,Eric García,DF,0,4,0,0,0,0,
1154,Jules Koundé,DF,1,90,0,0,0,0,
1154,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1155,Ferrán Torres,FW,1,76,0,0,0,0,
1155,Pau Victor,FW,0,14,0,0,0,0,
1155,Ansu Fati,FW,1,61,0,0,0,0,
1155,Raphinha,FW,0,29,0,0,0,0,
1155,Dani Olmo,MF,1,61,1,0,0,0,
1155,Fermin López,MF,0,29,0,0,0,0,
1155,Lamine Yamal,FW,1,85,0,0,0,0,
1155,Frenkie de Jong,MF,0,5,0,0,0,0,
1155,Pedri,MF,1,90,0,0,0,0,
1155,Gavi,MF,1,90,0,0,0,0,
1155,Héctor Fort,DF,1,76,0,0,0,0,
1155,Gerard Martín,DF,0,14,0,0,0,0,
1155,Iñigo Martínez,DF,1,90,0,0,0,0,
1155,Ronald Araújo,DF,1,90,0,0,0,0,
1155,Eric García,DF,1,90,0,1,0,0,
1155,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1156,Ferrán Torres,FW,1,114,1,0,0,0,
1156,Pau Victor,FW,0,6,0,0,0,0,
1156,Raphinha,FW,1,120,0,0,1,0,
1156,Dani Olmo,MF,1,64,0,0,0,0,
1156,Fermin López,MF,0,56,0,0,1,0,
1156,Lamine Yamal,FW,1,120,0,2,0,0,
1156,Pedri,MF,1,97,1,0,0,0,
1156,Eric García,DF,0,23,0,0,0,0,
1156,Frenkie de Jong,MF,1,84,0,0,1,0,
1156,Gavi,MF,0,36,0,0,0,0,
1156,Gerard Martín,DF,1,84,0,0,1,0,
1156,Ronald Araújo,DF,0,36,0,0,0,0,
1156,Iñigo Martínez,DF,1,120,0,0,0,0,
1156,Pau Cubarsí,DF,1,120,0,0,0,0,
1156,Jules Koundé,DF,1,120,1,0,0,0,
1156,Wojciech Szczęsny,GK,1,120,0,0,0,0,
1157,Ferrán Torres,FW,1,90,1,0,0,0,
1157,Raphinha,FW,1,90,0,1,0,0,
1157,Dani Olmo,MF,1,67,0,0,0,0,
1157,Fermin López,MF,0,23,0,0,0,0,
1157,Lamine Yamal,FW,1,90,1,0,0,0,
1157,Pedri,MF,1,82,0,0,0,0,
1157,Gavi,MF,0,8,0,0,0,0,
1157,Frenkie de Jong,MF,1,90,0,0,0,0,
1157,Gerard Martín,DF,1,45,0,0,0,0,
1157,Ronald Araújo,DF,0,45,0,0,0,0,
1157,Iñigo Martínez,DF,1,90,0,0,0,0,
1157,Pau Cubarsí,DF,1,82,0,0,1,0,
1157,Andreas Christensen,DF,0,8,0,0,0,0,
1157,Jules Koundé,DF,1,41,0,0,0,0,
1157,Eric García,DF,0,49,0,0,0,0,
1157,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1158,Pau Victor,FW,1,61,0,0,0,0,
1158,Dani Olmo,MF,0,29,0,0,0,0,
1158,Ansu Fati,FW,1,45,0,0,0,0,
1158,Raphinha,FW,0,45,1,0,0,0,
1158,Fermin López,MF,1,90,1,0,0,0,
1158,Daniel Rodriguez,MF,1,37,0,0,0,0,
1158,Lamine Yamal,FW,0,53,0,0,0,0,
1158,Gavi,MF,1,78,0,0,0,0,
1158,Eric García,DF,0,12,0,0,0,0,
1158,Pedri,MF,1,45,0,0,0,0,
1158,Frenkie de Jong,MF,0,45,0,0,0,0,
1158,Gerard Martín,DF,1,90,0,1,0,0,
1158,Andreas Christensen,DF,1,90,0,0,1,0,
1158,Ronald Araújo,DF,1,90,0,0,1,0,
1158,Héctor Fort,DF,1,90,0,0,0,0,
1158,Marc-André ter Stegen,GK,1,90,0,0,0,0,
1159,Ferrán Torres,FW,1,89,0,0,0,0,
1159,Robert Lewandowski,FW,0,31,0,0,0,0,
1159,Raphinha,FW,1,120,1,0,0,0,
1159,Dani Olmo,MF,1,82,1,0,0,0,
1159,Fermin López,MF,0,38,0,0,0,0,
1159,Lamine Yamal,FW,1,120,0,0,0,0,
1159,Pedri,MF,1,104,0,0,0,0,
1159,Pau Victor,FW,0,16,0,0,1,0,
1159,Frenkie de Jong,MF,1,120,0,0,0,0,
1159,Gerard Martín,DF,1,120,0,2,0,0,
1159,Iñigo Martínez,DF,1,75,0,0,1,0,
1159,Ronald Araújo,DF,0,45,0,0,0,0,
1159,Pau Cubarsí,DF,1,104,0,0,0,0,
1159,Gavi,MF,0,16,0,0,0,0,
1159,Eric García,DF,1,97,1,0,0,0,
1159,Héctor Fort,DF,0,23,0,0,0,0,
1159,Wojciech Szczęsny,GK,1,120,0,0,0,0,
1160,Ferrán Torres,FW,1,88,0,3,0,0,
1160,Gavi,MF,0,2,0,0,0,0,
1160,Raphinha,FW,1,90,2,0,0,0,
1160,Dani Olmo,MF,1,76,0,0,0,0,
1160,Fermin López,MF,0,14,0,0,1,0,
1160,Lamine Yamal,FW,1,90,1,0,0,0,
1160,Pedri,MF,1,90,0,1,1,0,
1160,Frenkie de Jong,MF,1,90,0,0,0,0,
1160,Gerard Martín,DF,1,56,0,0,0,0,
1160,Alejandro Balde,DF,0,34,0,0,0,0,
1160,Iñigo Martínez,DF,1,90,0,0,1,0,
1160,Pau Cubarsí,DF,1,56,0,0,0,0,
1160,Andreas Christensen,DF,0,34,0,0,0,0,
1160,Eric García,DF,1,77,1,0,0,0,
1160,Héctor Fort,DF,0,13,0,0,0,0,
1160,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1161,Robert Lewandowski,FW,1,64,0,0,0,0,
1161,Fermin López,MF,0,26,1,0,0,0,
1161,Raphinha,FW,1,90,0,0,0,0,
1161,Dani Olmo,MF,1,76,0,1,0,0,
1161,Gavi,MF,0,14,0,0,0,0,
1161,Lamine Yamal,FW,1,90,1,1,0,0,
1161,Pedri,MF,1,90,0,0,0,0,
1161,Frenkie de Jong,MF,1,90,0,0,0,0,
1161,Gerard Martín,DF,1,45,0,0,0,0,
1161,Alejandro Balde,DF,0,45,0,0,0,0,
1161,Andreas Christensen,DF,1,76,0,0,1,0,
1161,Héctor Fort,DF,0,14,0,0,0,0,
1161,Ronald Araújo,DF,1,50,0,0,0,0,
1161,Pau Cubarsí,DF,0,40,0,0,0,0,
1161,Eric García,DF,1,90,0,0,0,0,
1161,Wojciech Szczęsny,GK,1,90,0,0,0,0,
1162,Robert Lewandowski,FW,1,73,0,0,0,0,
1162,Pau Victor,FW,0,17,0,0,0,0,
1162,Raphinha,FW,1,90,0,0,0,0,
1162,Fermin López,MF,1,90,1,0,0,0,
1162,Lamine Yamal,FW,1,90,1,0,0,0,
1162,Pedri,MF,1,45,0,0,0,0,
1162,Frenkie de Jong,MF,0,45,0,0,0,0,
1162,Gavi,MF,1,84,0,0,0,0,
1162,Dani Olmo,MF,0,6,0,0,1,0,
1162,Gerard Martín,DF,1,45,0,0,0,0,
1162,Alejandro Balde,DF,0,45,0,0,0,0,
1162,Iñigo Martínez,DF,1,90,0,0,0,0,
1162,Pau Cubarsí,DF,1,90,0,0,0,0,
1162,Eric García,DF,1,73,0,1,1,0,
1162,Héctor Fort,DF,0,17,0,0,0,0,
1162,Marc-André ter Stegen,GK,1,90,0,0,0,0,
1163,Robert Lewandowski,FW,1,88,2,0,0,0,
1163,Pau Victor,FW,0,2,0,0,0,0,
1163,Raphinha,FW,1,63,0,0,0,0,
1163,Dani Olmo,MF,0,27,1,0,0,0,
1163,Fermin López,MF,1,90,0,1,0,0,
1163,Lamine Yamal,FW,1,90,0,0,0,0,
1163,Pedri,MF,1,80,0,0,0,0,
1163,Frenkie de Jong,MF,0,10,0,0,0,0,
1163,Gavi,MF,1,90,0,0,0,0,
1163,Alejandro Balde,DF,1,80,0,0,0,0,
1163,Gerard Martín,DF,0,10,0,0,0,0,
1163,Pau Cubarsí,DF,1,90,0,0,0,0,
1163,Ronald Araújo,DF,1,63,0,0,0,0,
1163,Andreas Christensen,DF,0,27,0,0,0,0,
1163,Eric García,DF,1,90,0,0,0,0,
1163,Iñaki Peña,GK,1,90,0,0,0,0,
602,Rafinha,MF,1,77,1,0,0,0,
602,Marc Bartra,DF,0,43,0,0,0,0,
602,Luis Suárez,FW,1,120,1,1,0,0,
602,Lionel Messi,FW,1,120,2,0,0,0,
602,Andrés Iniesta,MF,1,62,0,0,0,0,
602,Sergi Roberto,DF,0,58,0,0,0,0,
602,Sergio Busquets,MF,1,120,0,1,1,0,
602,Ivan Rakitić,MF,1,120,0,0,0,0,
602,Jérémy Mathieu,DF,1,120,0,0,1,0,
602,Javier Mascherano,DF,1,92,0,0,0,0,
602,Pedro,FW,0,28,1,0,1,0,
602,Gerard Piqué,DF,1,120,0,0,0,0,
602,Dani Alves,DF,1,120,0,0,1,0,
602,Marc-André ter Stegen,GK,1,120,0,0,0,0,
605,Rafinha,MF,1,81,0,0,0,0,
605,Sandro Ramírez,FW,0,9,0,0,0,0,
605,Luis Suárez,FW,1,90,1,0,1,0,
605,Lionel Messi,FW,1,90,0,0,0,0,
605,Andrés Iniesta,MF,1,90,0,0,0,0,
605,Sergio Busquets,MF,1,67,0,0,0,0,
605,Marc Bartra,DF,0,23,0,0,0,0,
605,Ivan Rakitić,MF,1,90,0,0,1,0,
605,Jordi Alba,DF,1,90,0,1,0,0,
605,Thomas Vermaelen,DF,1,90,0,0,1,0,
605,Javier Mascherano,DF,1,90,0,0,0,0,
605,Dani Alves,DF,1,18,0,0,0,0,
605,Sergi Roberto,DF,0,72,0,0,0,0,
605,Claudio Bravo,GK,1,90,0,0,0,0,
606,Neymar,FW,1,86,0,0,0,0,
606,Sandro Ramírez,FW,0,4,0,0,0,0,
606,Luis Suárez,FW,1,90,0,0,0,0,
606,Lionel Messi,FW,1,90,0,0,0,0,
606,Andrés Iniesta,MF,1,90,0,0,0,0,
606,Sergio Busquets,MF,1,90,0,0,0,0,
606,Ivan Rakitić,MF,1,62,0,0,0,0,
606,Rafinha,MF,0,28,0,0,0,0,
606,Jordi Alba,DF,1,90,0,0,0,0,
606,Thomas Vermaelen,DF,1,89,1,0,0,0,
606,Jérémy Mathieu,DF,0,1,0,0,0,0,
606,Javier Mascherano,DF,1,90,0,0,0,0,
606,Sergi Roberto,DF,1,90,0,0,0,0,
606,Claudio Bravo,GK,1,90,0,0,0,0,
607,Neymar,FW,1,90,1,0,0,0,
607,Luis Suárez,FW,1,90,0,1,0,0,
607,Rafinha,MF,1,90,0,0,0,0,
607,Andrés Iniesta,MF,1,90,0,0,1,0,
607,Sergio Busquets,MF,1,90,0,0,0,0,
607,Ivan Rakitić,MF,1,59,0,0,0,0,
607,Lionel Messi,FW,0,31,1,0,0,0,
607,Jordi Alba,DF,1,90,0,0,0,0,
607,Thomas Vermaelen,DF,1,28,0,0,0,0,
607,Jérémy Mathieu,DF,0,62,0,0,0,0,
607,Javier Mascherano,DF,1,90,0,0,0,0,
607,Sergi Roberto,DF,1,90,0,0,0,0,
607,Marc-André ter Stegen,GK,1,90,0,0,0,0,
608,Neymar,FW,1,90,0,0,0,0,
608,Luis Suárez,FW,1,90,1,0,0,0,
608,Lionel Messi,FW,1,90,0,0,0,0,
608,Andrés Iniesta,MF,1,90,0,0,0,0,
608,Sergio Busquets,MF,1,90,0,0,0,0,
608,Ivan Rakitić,MF,1,62,0,1,0,0,
608,Rafinha,MF,0,3,0,0,0,0,
608,Javier Mascherano,DF,0,25,0,0,0,0,
608,Jordi Alba,DF,1,90,0,0,0,0,
608,Jérémy Mathieu,DF,1,90,0,0,0,0,
608,Gerard Piqué,DF,1,90,0,0,1,0,
608,Sergi Roberto,DF,1,90,0,0,0,0,
608,Marc-André ter Stegen,GK,1,90,0,0,0,0,
609,Neymar,FW,1,90,1,0,0,0,
609,Sandro Ramírez,FW,1,90,0,0,0,0,
609,Lionel Messi,FW,1,90,2,1,0,0,
609,Munir El Haddadi,FW,1,90,0,0,0,0,
609,Sergio Busquets,MF,1,61,0,0,0,0,
609,Gerard Gumbau,MF,0,29,0,0,0,0,
609,Ivan Rakitić,MF,1,90,0,0,0,0,
609,Adriano,DF,1,90,0,0,0,0,
609,Javier Mascherano,DF,1,90,0,0,0,0,
609,Marc Bartra,DF,1,90,1,1,0,0,
609,Dani Alves,DF,1,90,0,0,0,0,
609,Marc-André ter Stegen,GK,1,90,0,0,0,0,
610,Neymar,FW,1,90,1,0,1,0,
610,Luis Suárez,FW,1,90,0,0,0,0,
610,Lionel Messi,FW,1,90,0,1,0,0,
610,Andrés Iniesta,MF,1,90,0,0,0,0,
610,Sergio Busquets,MF,1,65,0,0,1,0,
610,Ivan Rakitić,MF,0,25,0,0,0,0,
610,Sergi Roberto,DF,1,57,0,0,0,0,
610,Munir El Haddadi,FW,0,33,0,0,0,0,
610,Jérémy Mathieu,DF,1,90,0,0,0,0,
610,Javier Mascherano,DF,1,90,0,0,0,0,
610,Gerard Piqué,DF,1,90,0,0,0,0,
610,Dani Alves,DF,1,90,0,0,0,0,
610,Marc-André ter Stegen,GK,1,90,0,0,0,0,
611,Neymar,FW,1,90,0,0,0,0,
611,Luis Suárez,FW,1,90,2,0,1,0,
611,Lionel Messi,FW,1,9,0,0,0,0,
611,Munir El Haddadi,FW,0,70,0,1,0,0,
611,Sandro Ramírez,FW,0,11,0,0,0,0,
611,Javier Mascherano,DF,1,90,0,0,1,0,
611,Sergio Busquets,MF,1,90,0,0,0,0,
611,Ivan Rakitić,MF,1,90,0,0,0,0,
611,Adriano,DF,1,89,0,0,0,0,
611,Gerard Gumbau,MF,0,1,0,0,0,0,
611,Marc Bartra,DF,1,90,0,0,0,0,
611,Gerard Piqué,DF,1,90,0,0,0,0,
611,Sergi Roberto,DF,1,90,0,1,0,0,
611,Marc-André ter Stegen,GK,1,90,0,0,0,0,
612,Neymar,FW,1,90,0,0,1,0,
612,Luis Suárez,FW,1,90,1,0,0,0,
612,Sandro Ramírez,FW,1,63,0,0,0,0,
612,Munir El Haddadi,FW,0,27,0,1,0,0,
612,Andrés Iniesta,MF,1,60,0,0,0,0,
612,Jordi Alba,DF,0,30,0,0,1,0,
612,Sergio Busquets,MF,1,90,0,0,0,0,
612,Ivan Rakitić,MF,1,72,0,0,0,0,
612,Sergi Roberto,DF,0,18,1,0,0,0,
612,Jérémy Mathieu,DF,1,90,0,0,0,0,
612,Javier Mascherano,DF,1,90,0,0,1,0,
612,Gerard Piqué,DF,1,90,0,0,0,0,
612,Dani Alves,DF,1,90,0,0,0,0,
612,Marc-André ter Stegen,GK,1,90,0,0,0,0,
613,Neymar,FW,1,90,1,0,0,0,
613,Luis Suárez,FW,1,90,0,0,0,0,
613,Munir El Haddadi,FW,1,59,0,0,0,0,
613,Sandro Ramírez,FW,0,31,0,0,0,0,
613,Javier Mascherano,DF,1,90,0,0,0,0,
613,Sergio Busquets,MF,1,90,0,0,1,0,
613,Ivan Rakitić,MF,1,90,0,0,0,0,
613,Jordi Alba,DF,1,90,0,0,1,0,
613,Jérémy Mathieu,DF,1,59,0,0,1,0,
613,Dani Alves,DF,0,31,0,0,0,0,
613,Gerard Piqué,DF,1,90,0,0,0,0,
613,Sergi Roberto,DF,1,90,0,0,0,0,
613,Claudio Bravo,GK,1,90,0,0,0,0,
614,Neymar,FW,1,90,4,1,0,0,
614,Luis Suárez,FW,1,90,1,1,0,0,
614,Sandro Ramírez,FW,1,55,0,0,0,0,
614,Munir El Haddadi,FW,0,35,0,0,0,0,
614,Sergi Roberto,DF,1,90,0,0,0,0,
614,Sergio Busquets,MF,1,75,0,0,0,0,
614,Gerard Gumbau,MF,0,15,0,0,0,0,
614,Ivan Rakitić,MF,1,90,0,0,0,0,
614,Jordi Alba,DF,1,90,0,0,0,0,
614,Jérémy Mathieu,DF,1,90,0,0,0,0,
