ID_Rival,Nombre_Rival
1214,Joan Jordán Moreno
1215,Joan Sastre Vanrell
1216,Joan Verdú Fernández
1217,Joaquín Fernández Moreno
1218,Joaquín José Marín Ruiz
1219,Joaquín Navarro Jiménez
1220,Joaquín Oscar Larrivey
1221,Joaquín Sánchez Rodríguez
1222,Joe Cole
1223,Joe Gomez
1224,Joel Nathaniel Campbell Samuels
1225,Jofre González Mateu
1226,Johan Andrés Mojica Palacio
1227,Johann Vogel
1228,Johannes Geis
1229,John Aloisi
1230,John Guidetti
1231,John Obi Mikel
1232,John Terry
1233,Johnny Heitinga
1234,Jon Ander Garrido Moracia
1235,Jon Ansotegi Gorostola
1236,Jon Aurtenetxe Borde
1237,Jon Bautista Orgilles
1238,Jon Dahl Tomasson
1239,Jon Errasti Zabalete
1240,Jon Miquel Toral Harper
1241,Jon Moncayola Tollar
1242,Jon Morcillo Conesa
1243,Jonas Gonçalves Oliveira
1244,Jonas Martin
1245,Jonatan Soriano Casas
1246,Jonathan Aspas Juncal
1247,Jonathan Calleri
1248,Jonathan Castro Otto
1249,Jonathan Cristian Silva
1250,Jonathan Javier Rodríguez Portillo
1251,Jonathan Pereira Rodríguez
1252,Jonathan Rodríguez Menéndez
1253,Jonathan Sesma González
1254,Jonathan Sundy Zongo
1255,Jonathan Viera Ramos
1256,Jonathan de Guzmán
1257,Jonathan dos Santos Ramírez
1258,Jonathas Cristian de Jesus
1259,Jonhatan Montiel Caballero
1260,Jonás Manuel Gutiérrez
1261,Jonás Ramalho Chimeno
1262,Jordan Henderson
1263,Jordi Alba Ramos
1264,Jordi Amat Maas
1265,Jordi Figueras Montel
1266,Jordi López Felpeto
1267,Jordi Xumetra Feliu
1268,Jorge Andújar Moreno
1269,Jorge De Frutos Sebastián
1270,Jorge Franco Alviz
1271,Jorge Galán Anaut
1272,Jorge García Morcillo
1273,Jorge Gonzalez Diaz
1274,Jorge Larena Avellaneda Roig
1275,Jorge López Marco
1276,Jorge López Montaña
1277,Jorge Meré Pérez
1278,Jorge Miguel Dias Gonçalves
1279,Jorge Miramón Santagertrudis
1280,Jorge Molina Vidal
1281,Jorge Pulido Mayoral
1282,Jorge Resurrección Merodio
1283,Jorge Sammir Cruz Campos
1284,Jorrit Hendrix
1285,Jose Antonio Culebras Arenas
1286,Jose Luis Martí Soler
1287,Jose María Movilla Cubero
1288,Joseba Andoni Etxeberria Lizardi
1289,Joseba Garmendia Elorriaga
1290,Joseba Llorente Etxarri
1291,Joseba Zaldúa Bengoetxea
1292,Josep Señé Escudero
1293,Joseph Aidoo
1294,Joshua Kimmich
1295,Josip Radošević
1296,Josu Sarriegi Zumárraga
1297,José Alberto Cañas Ruiz Herrera
1298,José Alejandro Suárez Martín
1299,José Andrés Guardado Hernández
1300,José Antonio Delgado Villar
1301,José Antonio Dorado Ramírez
1302,José Antonio García Calvo
1303,José Antonio García Rabasco
1304,José Antonio Martínez Gil
1305,José Antonio Miranda Boacho
1306,José Antonio Morente Oliva
1307,José Antonio Reyes
1308,José Antonio Reyes Calderón
1309,José Antonio Rodríguez Díaz
1310,José Bosingwa
1311,José Carlos Fernández Vázquez
1312,José Carlos de Araújo Nunes
1313,José Edmílson Gomes de Moraes
1314,José Eduardo Albácar Gallego
1315,José Eduardo Rosa Vale de Castro
1316,José Emilio Amavisca Gárate
1317,José Ernesto Sosa
1318,José Ignacio Fernández Iglesias
1319,José Ignacio Martínez García
1320,José Ignacio Peleteiro Ramallo
1321,José Isidoro Gómez Torres
1322,José Javier Barkero Saludes
1323,José Joaquín Moreno Verdú
1324,José Luis García del Pozo
1325,José Luis Gayà Peña
1326,José Luis Morales Nogales
1327,José Luis Moreno Barroso
1328,José Luis Sanmartín Mato
1329,José Luís Vidigal
1330,José Manuel Arnáiz Díaz
1331,José Manuel Casado Bizcocho
1332,José Manuel Flores Moreno
1333,José Manuel Fontán Mondragón
1334,José Manuel González Ortiz
1335,José Manuel Jiménez Ortiz
1336,José Manuel Jurado
1337,José Manuel Jurado Marín
1338,José Manuel Rodríguez Benito
1339,José Maria Gutiérrez Hernández
1340,José Martín Cáceres Silva
1341,José María Callejón Bueno
1342,José María Calvo
1343,José María Giménez de Vargas
1344,José María López de Silva Sánchez
1345,José María Martín-Bejarano Serrano
1346,José María Romero Poyón
1347,José Moratón Taeño
1348,José Ortiz Bernal
1349,José Ramiro Funes Mori
1350,José Raúl Baena Urdiales
1351,José Rodríguez Martínez
1352,José Romero Urtasun
1353,José Salomón Rondón Giménez
1354,José Sosa
1355,José Verdú Nicolás
1356,José Vicente Gómez Umpiérrez
1357,José Zahinos
1358,José Ángel Alonso Martín
1359,José Ángel Crespo Rincón
1360,José Ángel Gómez Campaña
1361,José Ángel Pozo la Rosa
1362,José Ángel Valdés Díaz
1363,Jozabed Sánchez Ruiz
1364,João Fernando Nelo
1365,João Félix Sequeira
1366,João Guilherme
1367,João Pedro Cavaco Cancelo
1368,João Pedro Neves Filipe
1369,João Pedro da Silva Pereira
1370,João Rêgo
1371,João Victor de Albuquerque Bruno
1372,Joël Matip
1373,Joël Veltman
1374,Juan Alberto Andreu Alvarado
1375,Juan Antonio Rodríguez Villamuela
1376,Juan Bernat
1377,Juan Bernat Velasco
1378,Juan Camilo Hernández Suárez
1379,Juan Carlos Pérez López
1380,Juan Carlos Real Ruiz
1381,Juan Carlos Valerón Santana
1382,Juan Cruz Ochoa López
1383,Juan Cuadrado
1384,Juan Daniel Forlín
1385,Juan Domínguez Lamas
1386,Juan Emmanuel Culio
1387,Juan Fernando Arango Sáenz
1388,Juan Francisco García García
1389,Juan Francisco Martínez Modesto
1390,Juan Francisco Moreno Fuertes
1391,Juan Francisco Torres Belén
1392,Juan Gutiérrez Moreno
1393,Juan Isaac Cuenca López
1394,Juan Jesús Calatayud Sánchez
1395,Juan Jesús Gutiérrez Robles
1396,Juan José Expósito Ruíz
1397,Juan José Narváez Solarte
1398,Juan Luis Gómez López
1399,Juan Luis Hens Lorite
1400,Juan Manuel Delgado Moreno
1401,Juan Manuel Gómez Sánchez
1402,Juan Manuel Mata García
1403,Juan Manuel Ortiz Palazón
1404,Juan Miguel Jiménez López
1405,Juan Muñoz Muñoz
1406,Juan Pablo Añor Acosta
1407,Juan Pedro Ramírez López
1408,Juan Quero Barraso
1409,Juan Rafael Fuentes Hernández
1410,Juan Rodríguez Martínez
1411,Juan Torres Ruiz
1412,Juan Valera Espín
1413,Juan de Dios Prados López
1414,Juan Ángel Albín Leites
1415,Jukka Raitala
1416,Julen Guerrero López
1417,Julian Brandt
1418,Juliano Roberto Antonello
1419,Julien Duranville
1420,Julien Escudé
1421,Julien Le Cardinal
1422,Julio Álvarez Mosquera
1423,Julián Cuesta Díaz
1424,Julián Luque Conde
1425,Julián Omar Ramos Suárez
1426,Julián de Guzmán
1427,Juninho Pernambucano
1428,Juárez
1429,Jérémy Mathieu
1430,Jérémy Ménez
1431,Jérémy Perbet
1432,Jérémy Toulalan
1433,Jônatas Domingos
1434,Júlio César
1435,Júlio César Clement Baptista
1436,Júnior Wakalibille Lago
1437,Jürgen Gjasula
1438,Kalu Uche
1439,Kang-In Lee
1440,Kanga Gauthier Akalé
1441,Karim Adeyemi
1442,Karim Bellarabi
1443,Karim Benzema
1444,Karim Rekik
1445,Karl Brillant Toko Ekambi
1446,Keita Baldé
1447,Kenan Kodro
1448,Kennedy Bakircioglu
1449,Kenneth Josiah Omeruo
1450,Kenneth Zohore
1451,Kenny Lala
1452,Kepa Blanco Gonzalez
1453,Kevin Gameiro
1454,Kevin Martín García Martínez
1455,Kevin Thomson
1456,Kevin-Prince Boateng
1457,Keylor Navas Gamboa
1458,Khouma El Hadji Babacar
1459,Kim Källström
1460,Kingsley Coman
1461,Kirill Aleksiyan
1462,Kirill Kombarov
1463,Klaas-Jan Huntelaar
1464,Kléper Laveran Lima Ferreira
1465,Knut Olav Rindarøy
1466,Koikili Lertxundi Del Campo
1467,Konrad Laimer
1468,Kris Commons
1469,Krisztián Vadócz
1470,Kyle Walker-Peters
1471,Kévin Gameiro
1472,Kévin Manuel Rodrigues
1473,Lamine Camara
1474,Lasha Salukvadze
1475,Lassad Hassen Nouioui
1476,Lassana Diarra
1477,Laureano Antonio Villa Suárez
1478,Laureano Sanabria Ruiz
1479,Laurent Koscielny
1480,Laurent Robert
1481,Laurențiu Dumitru Roșu
1482,Lautaro Martínez
1483,Leandro Almeida Silva
1484,Leandro Barreiro Martins
1485,Leandro Daniel Cabrera Sasía
1486,Leandro Daniel Somoza
1487,Lei Wu
1488,Leo Dubois
1489,Leon Goretzka
1490,Leonardo Carrilho Baptistão
1491,Leonardo Daniel Ponzio
1492,Leroy Sané
1493,Liassine Cadamuro-Bentaïba
1494,Lionel Sebastián Scaloni
1495,Liédson
1496,Ljubomir Fejsa
1497,Lluis Sastre Reus
1498,Lorenzo Enrique Reyes Vicencio
1499,Lorenzo Jesús Morón García
1500,Loukas Vyntra
1501,Loïc Rémy
1502,Luca Antonini
1503,Luca Sangalli Fuentes
1504,Lucas Alfonso Orbán Alegre
1505,Lucas Antonio Wílchez
1506,Lucas Ariel Boyé
1507,Lucas Ariel Ocampos
1508,Lucas Hernández Pi
1509,Lucas Moura
1510,Lucas Pérez Martínez
1511,Lucas René Olaza Catrofe
1512,Lucas Silva Borges
1513,Lucas Torró Marset
1514,Lucas Tousart
1515,Lucas Vázquez Iglesias
1516,Luciano Fabián Monzón
1517,Luciano Gabriel Figueroa Herrera
1518,Luciano Martín Galletti
1519,Luciano Vietto
1520,Ludovic Ajorque
1521,Ludovic Butelle
1522,Ludovic Delporte
1523,Ludovic Magnin
1524,Luis Alberto Romero Alconchel
1525,Luis Alberto Suárez Díaz
1526,Luis Amaranto Perea Mosquera
1527,Luis Carlos Correia Pinto
1528,Luis Carlos Pereira Carneiro
1529,Luis Eduardo Delgado Pacheco
1530,Luis Ezequiel Ávila
1531,Luis Fernando Muriel Fruto
1532,Luis Fernández Gutiérrez
1533,Luis García Fernández
1534,Luis Hernández Rodríguez
1535,Luis Javier García Sanz
1536,Luis Javier Suárez Charris
1537,Luis Jesús Rioja González
1538,Luis Manuel Rubiales Béjar
1539,Luis Manuel Villa López
1540,Luis Miguel Sánchez Benítez
1541,Luis Milla Manzanares
1542,Luis Prieto Zalbidegoitia
1543,Luisão
1544,Luiz Adriano
1545,Luiz Gustavo
1546,Luka Ilić
1547,Luka Modrić
1548,Luke Shaw
1549,Luuk de Jong
1550,Luís Carlos Ramos Martins
1551,Luís Eduardo Schmidt
1552,Luís Fabiano Clemente
1553,Luís Miguel Afonso Fernandes
1554,Luís Miguel Brito Garcia Monteiro
1555,László Sepsi
1556,Lévy Clément Madinda
1557,Lúcio
1558,M'Baye Niang
1559,MacBeth Sibaya
1560,MacDonald Mariga Wanyama
1561,Maghnes Akliouche
1562,Mahamadou Diarra
1563,Mahdi Camara
1564,Maicon Sisenando
1565,Maksim Skavysh
1566,Mama Samba Baldé
1567,Mamadou Koné
1568,Manuel Agudo Durán
1569,Manuel Alejandro García Sánchez
1570,Manuel Almunia
1571,Manuel Castellano Castro
1572,Manuel Fernandes
1573,Manuel Fischer
1574,Manuel Gaspar Haro
1575,Manuel Henrique Tavares Fernandes
1576,Manuel Javier Vallejo Galván
1577,Manuel Jesús Arana Rodríguez
1578,Manuel Jesús Ortiz Toribio
1579,Manuel Jesús Vázquez Florido
1580,Manuel Lanzarote Bruno
1581,Manuel Martínez Lara
1582,Manuel Morlanes Ariño
1583,Manuel Onwu Villafranca
1584,Manuel Pablo García Díaz
1585,Manuel Pérez Rodrigo
1586,Manuel Rolando Iturra Urrutia
1587,Manuel Torres Caturla
1588,Manuel Trigueros Muñoz
1589,Manuel del Moral Fernández
1590,Marc Bertrán Vilanova
1591,Marc Cardona Rovira
1592,Marc Cucurella Saseta
1593,Marc Fernández Gràcia
1594,Marc Navarro Ceciliano
1595,Marc Pedraza Sarto
1596,Marc Roca Junqué
1597,Marc Torrejón Moya
1598,Marc Valiente Hernández
1599,Marcel Augusto Ortolan
1600,Marcel Sabitzer
1601,Marcelo
1602,Marcelo Alfonso Díaz Rojas
1603,Marcelo Brozović
1604,Marcelo Martins Moreno
1605,Marcelo Vieira da Silva Júnior
1606,Marco Andreolli
1607,Marco Antonio Simoes Caneira
1608,Marco Asensio Willemsen
1609,Marco Aurélio Brito Dos Prazeres
1610,Marco Brescianini
1611,Marco Caneira
1612,Marco Gastón Ruben Rodríguez
1613,Marco Jhonnier Pérez Murillo
1614,Marco Sangalli Fuentes
1615,Marco Streller
1616,Marco Verratti
1617,Marcos André de Sousa Mendonça
1618,Marcos Antonio Senna da Silva
1619,Marcos García Barreno
1620,Marcos Gelabert
1621,Marcos Llorente Moreno
1622,Marcos Mauro López Gutiérrez
1623,Marcos Sebastián Aguirre
1624,Marcos Tébar Ramiro
1625,Marcos dos Santos Assunção
1626,Marcus Thuram
1627,Marek Suchý
1628,Marek Zieńczuk
1629,Mariano Andrés Pernía
1630,Mariano Díaz Mejía
1631,Mariano Ferreira Filho
1632,Mario Balotelli
1633,Mario Bermejo Castanedo
1634,Mario Gaspar Pérez Martínez
1635,Mario Gutiérrez Cotelo
1636,Mario Gómez
1637,Mario Götze
1638,Mario Mandžukić
1639,Mario Martínez Rubio
1640,Mario Pašalić
1641,Mario Suárez Mata
1642,Marios Antoniades
1643,Maris Verpakovskis
1644,Marius Stankevičius
1645,Mariusz Lewandowski
1646,Marián Čišovský
1647,Mark Dennis González Hoffmann
1648,Mark Wilson
1649,Markel Bergara Larrañaga
1650,Markel Susaeta Laskurain
1651,Marko Babić
1652,Marko Livaja
1653,Marko Marin
1654,Marko Perović
1655,Marko Rog
1656,Marko Simić
1657,Markus Rosenberg
1658,Marlos Moreno Durán
1659,Marten de Roon
1660,Martin Braithwaite Christensen
1661,Martin Fillo
1662,Martin Petrov
1663,Martí Crespí Pascual
1664,Martín Aguirregabiria Padilla
1665,Martín Demichelis
1666,Martín Gastón Demichelis
1667,Martín Mauricio Astudillo
1668,Martín Maximiliano Mantovani
1669,Martín Montoya Torralbo
1670,Martín Zubimendi Ibáñez
1671,Masoud Shojaei Soleimani
1672,Massimo Ambrosini
1673,Massimo Donati
1674,Mate Bilić
1675,Mateja Kežman
1676,Mateo Ezequiel García
1677,Mateo Kovačić
1678,Mateo Pablo Musacchio
1679,Matheus Dória Macedo
1680,Mathias Pereira Lage
1681,Mathieu Berson
1682,Mathieu Bodmer
1683,Mathieu Flamini
1684,Mathieu Gorgelin
1685,Mathías Olivera Miramontes
1686,Matteo Contini
1687,Matteo Darmian
1688,Matteo Politano
1689,Matteo Ruggeri
1690,Matuzalém Francelino da Silva
1691,Matías Aguirregaray Guruceaga
1692,Matías Ariel Fernández Fernández
1693,Matías Emanuel Lequi
1694,Matías Ezequiel Vargas Martín
1695,Matías Gustavo Alustiza
1696,Matías Lionel Fritzler
1697,Matías Nahuel Leiva Esquivel
1698,Matías Nicolás Pavoni
1699,Mauricio Andrés Cuero Castillo
1700,Mauricio Lemos Merladet
1701,Maurizio Lanzaro
1702,Mauro Cantoro
1703,Mauro Icardi
1704,Mauro Javier Dos Santos
1705,Mauro Wilney Arambarri Rosa
1706,Maxime Gonalons
1707,Maximilian Beier
1708,Maximilian Wöber
1709,Maximiliano Gómez González
1710,Maximiliano Romero
1711,Maximiliano Rubén Rodríguez
1712,Maxwel Cornet
1713,McDonald Mariga
1714,Medhi Benatia
1715,Mehdi Lacen
1716,Mehdi Taremi
1717,Mehmet Topal
1718,Mesut Özil
1719,Michael Ballack
1720,Michael Carrick
1721,Michael Essien
1722,Michael Krohn-Dehli
1723,Michael Nicolás Santos Rosadilla
1724,Michael Olunga Ogada
1725,Michal Kadlec
1726,Michal Ďuriš
1727,Michaël Pereira
1728,Mickaël Malsa
1729,Miguel Alfonso Herrero Javaloyas
1730,Miguel Arturo Layún Prado
1731,Miguel Baeza Pérez
1732,Miguel Filipe Nunes Cardoso
1733,Miguel Flaño Bezunartea
1734,Miguel Marcos Madera
1735,Miguel Olavide Montes
1736,Miguel Palanca Fernández
1737,Miguel Pallardó González
1738,Miguel Pérez Cuesta
1739,Miguel Torres Gómez
1740,Miguel Veloso
1741,Miguel Ángel Angulo Valderrey
1742,Miguel Ángel De las Cuevas Barberá
1743,Miguel Ángel Ferrer Martínez
1744,Miguel Ángel García Pérez Roldán
1745,Miguel Ángel Garrido Cifuentes
1746,Miguel Ángel Guerrero Martín
1747,Miguel Ángel Lozano Ayala
1748,Miguel Ángel Moyà Rumbo
1749,Miguel Ángel Nieto de la Calle
1750,Miguel Ángel Salgado Fernández
1751,Miguel Ángel Sánchez Muñoz
1752,Mikaël Silvestre
1753,Mikel Aguirregomezkorta Larrea
1754,Mikel Alonso Olano
1755,Mikel Aranburu Eizagirre
1756,Mikel Balenziaga Oruesagasti
1757,Mikel González de Martín Martínez
1758,Mikel Merino Zazón
1759,Mikel Oyarzabal Ugarte
1760,Mikel Rico Moreno
1761,Mikel San José Domínguez
1762,Mikel Vesga Arruti
1763,Mikhail Gordeichuk
1764,Miku
1765,Milan Baroš
1766,Milan Smiljanić
1767,Milan Stepanov
1768,Milan Škriniar
1769,Miloš Ninković
1770,Milson
1771,Mladen Krstajić
1772,Modibo Sagnan
1773,Mohamed Aly Camara
1774,Mohamed El Yaagoubi
1775,Mohamed Gasana Tchité
1776,Mohamed Lamine Sissoko Gillan
1777,Mohamed Salisu
1778,Moisés Gómez Bordonado
1779,Moisés Hurtado Pérez
1780,Moses Daddy-Ajala Simon
1781,Mouctar Diakhaby
1782,Mouhamadou Dabo
1783,Moussa Dembélé
1784,Moussa Sissoko
1785,Mubarak Wakaso
1786,Munir El Haddadi Mohamed
1787,Mykola Ischenko
1788,Míchel Macedo Rocha Machado
1789,Nabil Baha
1790,Nabil El Zhar
1791,Nabil Fekir
1792,Nabil Ghilas
1793,Nacho Novo
1794,Nani
1795,Nasief Morris
1796,Natalio Lorenzo Poquet
1797,Nauzet Alemán Viera
1798,Nehuén Pérez
1799,Nelson Antonio Haedo Valdez
1800,Nemanja Gudelj
1801,Nemanja Maksimović
1802,Nemanja Matić
1803,Nemanja Radoja
1804,Nemanja Vidić
1805,Nenad Krstičić
1806,Nenad Mirosavljević
1807,Nick Viergever
1808,Nicki Niels Bille Nielsen
1809,Nicklas Bendtner
1810,Nicola Sansone
1811,Nicolas Anelka
1812,Nicolas Isimat-Mirin
1813,Nicolás Hernán Otamendi
1814,Nicolás Ladislao Fedor Flores
1815,Nicolás Martín Pareja
1816,Nicolás Otamendi
1817,Nicolás Santiago Bertolo
1818,Nicolò Zaniolo
1819,Nihat Kahveci
1820,Niklas Moisander
1821,Niklas Süle
1822,Nikola Vukčević
1823,Nikola Žigić
1824,Nilmar Honorato da Silva
1825,Nivaldo Batista Santana
1826,Nordin Amrabat
1827,Nordin Wooter
1828,Nuno Ricardo de Oliveira Ribeiro
1829,Nélson Miguel Castro Oliveira
1830,Néstor Alejandro Araújo Razo
1831,Néstor Fabián Canobbio Bentaberry
1832,Obafemi Akinwunmi Martins
1833,Obafemi Martins
1834,Odion Jude Ighalo
1835,Oghenekaro Etebo
1836,Ognjen Vranješ
1837,Ognjen Vukojević
1838,Oier Olazábal Paredes
1839,Oier Sanjurjo Mate
1840,Oihan Sancet Tirapu
1841,Okay Yokuşlu
1842,Olarenwaju Ayoba Kayode
1843,Oleksandr Hladkyy
1844,Oleksandr Kucher
1845,Oliver Burke
1846,Oliverio Jesús Alvarez González
1847,Omar Mascarell González
1848,Omenuke Mfulu
1849,Omobolaji Habeeb Adekanye
1850,Oriol Riera Magem
1851,Osvaldo Nicolás Fabián Gaitán
1852,Owen Hargreaves
1853,Pablo Aimar
1854,Pablo César Aimar Giordano
1855,Pablo César Pintos Cabral
1856,Pablo Daniel Osvaldo
1857,Pablo Daniel Piatti
1858,Pablo Edson Barrera Acosta
1859,Pablo Ezequiel De Blasis
1860,Pablo Fornals Malla
1861,Pablo Gabriel García Pérez
1862,Pablo González Couñago
1863,Pablo Hernández Domínguez
1864,Pablo Hervías Ruiz
1865,Pablo Ibáñez Tébar
1866,Pablo Javier Pérez
1867,Pablo Javier Zabaleta Girod
1868,Pablo Maffeo Becerra
1869,Pablo Orbaiz Lesaka
1870,Pablo Pinillos Caro
1871,Pablo Pérez Rodríguez
1872,Pablo Redondo Martínez
1873,Pablo Sarabia García
1874,Pablo Sicilia Roig
1875,Pablo Álvarez Nuñez
1876,Pablo Ínsua Blanco
1877,Paolo Maldini
1878,Papa Babacar Diawara
1879,Papa Kouly Diop
1880,Pape Cheikh Diop
1881,Pape Cheikh Diop Gueye
1882,Pape Maly Diamanka
1883,Pascal Groß
1884,Patrick Claude Ekeng Ekeng
1885,Patrick Twumasi
1886,Patryk Małecki
1887,Pau Francisco Torres
1888,Paul Edgar Akouokou
1889,Paul Hartley
1890,Paul Pogba
1891,Paul Scholes
1892,Paulo Afonso Santos Júnior
1893,Paulo André Rodrigues de Oliveira
1894,Paulo Assunção da Silva
1895,Paulo César Da Silva Barrios
1896,Paulo César Wanchope Watson
1897,Paulo Henrique Chagas de Lima
1898,Pavel Horváth
1899,Pavel Pogrebnyak
1900,Pedro Alcalá Guirado
1901,Pedro Andrés Morales Flores
1902,Pedro Bigas Rigo
1903,Pedro León Sánchez Gil
1904,Pedro López Muñoz
1905,Pedro Manuel Munitis Álvarez
1906,Pedro Mario Álvarez Abrante
1907,Pedro Mosquera Parada
1908,Pedro Pablo Hernández
1909,Pedro Roberto Silva Botelho
1910,Pedro Ríos Maestre
1911,Pedro Taunausú Domínguez Placeres
1912,Pepe
1913,Pere Milla Peña
1914,Pere Pons Riera
1915,Peru Nolaskoain Esnal
1916,Pervis Josué Estupiñán Tenorio
1917,Peter Larsson
1918,Peter Luccin
1919,Peter Løvenkrands
1920,Petr Jiráček
1921,Petr Čech
1922,Petros Matheus dos Santos Araújo
1923,Philippe Coutinho Correia
1924,Philippe Mexès
1925,Pierre Achille Webó Kouamo
1926,Pione Sisto Ifolo Emirmija
1927,Piotr Brożek
1928,Piotr Trochowski
1929,Piotr Zieliński
1930,Pol Lozano Vizuete
1931,Przemysław Tytoń
1932,Pyotr Bystrov
1933,Quincy Owusu-Abeyie
1934,Rachid Aït-Atmane
1935,Radamel Falcao García Zárate
1936,Radim Řezník
1937,Rafael Alcântara do Nascimento
1938,Rafael Augusto Sóbis do Nascimento
1939,Rafael Barber Rodríguez
1940,Rafael Carioca
1941,Rafael Clavero Prados
1942,Rafael García García
1943,Rafael Jesús Navarro Mazuelos
1944,Rafael López Gómez
1945,Rafael Mir Vicente
1946,Rafael Sastre Reus
1947,Rafael van der Vaart
1948,Rafał Boguski
1949,Rafał Murawski
1950,Rafik Djebbour
1951,Rahamat Riga Mustapha
1952,Ramires
1953,Ramon Olamilekan Azeez
1954,Ramy Bensebaini
1955,Raoul Cédric Loé
1956,Raphael Schäfer
1957,Raphaël Varane
1958,Raul Meireles
1959,Raúl Albentosa Redal
1960,Raúl Albiol i Tortajada
1961,Raúl García Carnero
1962,Raúl García Escudero
1963,Raúl González Blanco
1964,Raúl Miguel Cámara
1965,Raúl Rodríguez Navarro
1966,Raúl Rodríguez Navas
1967,Raúl Tamudo Montero
1968,Raúl de Tomás Gómez
1969,Renan Augusto Lodi dos Santos
1970,Renato Dirnei Florencio
1971,Renato Fabrizio Tapia Cortijo
1972,Renato Sanches
1973,Rene Krhin
1974,Ricardo Alberto Silveira de Carvalho
1975,Ricardo Carvalho
1976,Ricardo Izecson dos Santos Leite
1977,Ricardo Jorge Luz Horta
1978,Ricardo López Felipe
1979,Ricardo Miguel Moreira da Costa
1980,Ricardo Pérez de Zabalza Goytre
1981,Ricardo de Oliveira
1982,Ricardo van Rhijn
1983,Richard Javier Morales Aguirre
1984,Richmond Yiadom Boakye
1985,Ricky van Wolfswinkel
1986,Riza Durmisi
1987,Robert Huth
1988,Robert Ibáñez Castro
1989,Robert Kenedy Nunes do Nascimento
1990,Robert Navarro Muñoz
1991,Robert Pirès
1992,Robert de Pinho de Souza
1993,Roberto Antonio Correa Silva
1994,Roberto Canella Suárez
1995,Roberto Carlos Abbondanzieri
1996,Roberto Firmino
1997,Roberto Hilbert
1998,Roberto Jiménez Gago
1999,Roberto José Rosales Altuve
2000,Roberto Lago Soto
2001,Roberto Luis Gaspar de Deus Severo
2002,Roberto López Esquiroz
2003,Roberto Martínez Rípodas
2004,Roberto Pereyra
2005,Roberto Román Triguero
2006,Roberto Soldado Rillo
2007,Roberto Soriano
2008,Roberto Suárez Pier
2009,Roberto Suárez Álvarez
2010,Roberto Torres Morales
2011,Roberto Trashorras Gayoso
2012,Robin Aime Robert Le Normand
2013,Robin van Persie
2014,Robinho
2015,Rodolfo Bodipo Díaz
2016,Rodolfo Martín Arruabarrena
2017,Rodrigo Ely
2018,Rodrigo Hernández Cascante
2019,Rodrigo Javier De Paul
2020,Rodrigo Moreno Machado
2021,Rodrigo Ríos Lozano
2022,Rodrigo Sánchez Rodriguez
2023,Rodrigo Tarín Higón
2024,Rodrygo Silva de Goes
2025,Roger Claver Assalé Djapone
2026,Roger García Junyent
2027,Roger Martí Salvador
2028,Roland Conde Lamah
2029,Romain Del Castillo
2030,Romain Faivre
2031,Roman Pavlík
2032,Romelu Lukaku
2033,Román Fernando Martínez
2034,Roque Luis Santa Cruz Cantero
2035,Roque Mesa Quevedo
2036,Rosinei Adolfo
2037,Royston Ricky Drenthe
2038,Rubén Alcaraz Jiménez
2039,Rubén Baraja Vegas
2040,Rubén Blanco Veiga
2041,Rubén Castro Martín
2042,Rubén Duarte Sánchez
2043,Rubén García Santos
2044,Rubén González Rocha
2045,Rubén Gracia Calmache
2046,Rubén Martín Pulido
2047,Rubén Navarro Méndez
2048,Rubén Pardo Gutiérrez
2049,Rubén Peña Jiménez
2050,Rubén Rochina Naixes
2051,Rubén Salvador Pérez Del Mármol
2052,Rubén Sobrino Pozuelo
2053,Rubén Suárez Estrada
2054,Rubén de la Red Gutiérrez
2055,Rui Costa
2056,Rui Patrício
2057,Rui Pedro da Rocha Fonte
2058,Ruud van Nistelrooy
2059,Ryad Boudebouz
2060,Ryan Donk
2061,Ryan Giggs
2062,Ryan Guno Babel
2063,Róbson de Souza
2064,Rômulo
2065,Rúben Afonso Borges Semedo
2066,Rúben Micael Freitas da Ressurreição
2067,Rúben Miguel Nunes Vezo
2068,Răzvan Raț
2069,Sabin Merino Zuloaga
2070,Sabit Abdulai
2071,Saidy Janko
2072,Salih Özcan
2073,Salomon Kalou
2074,Salvador Ballesta Vialcho
2075,Salvador Sevilla López
2076,Salvador Sánchez Ponce
2077,Salvatore Sirigu
2078,Sami Khedira
2079,Samir Nasri
2080,Samuel Castillejo Azuaga
2081,Samuel Chimerenka Chukwueze
2082,Samuel Dahl
2083,Samuel García Sánchez
2084,Samuel Sáiz Alonso
2085,Samuele Longo
2086,Sandro Ramírez Castillo
2087,Sanjin Prcić
2088,Santiago Arias Naranjo
2089,Santiago Cazorla González
2090,Santiago Cáseres
2091,Santiago Mina Lorenzo
2092,Santiago Wilmer Acasiete Ariadela
2093,Savo Milošević
2094,Saïd Boutahar
2095,Saúl Berjón Pérez
2096,Saúl Fernández García
2097,Saúl Ñíguez Esclapez
2098,Saša Papac
2099,Scott Brown
2100,Scott McDonald
2101,Sead Kolašinac
2102,Sebastian Rode
2103,Sebastian Rudy
2104,Sebastián Bruno Fernández Miglierina
2105,Sebastián Carlos Cristóforo Pepe
2106,Sebastián Dubarbier
2107,Sebastián Ricardo Nayar
2108,Sebastián Taborda Ramos
2109,Sendoa Aguirre Basterretxea
2110,Serdar Gürler
2111,Sergei Bryzgalov
2112,Sergei Semak
2113,Sergey Ryzhikov
2114,Sergi Darder Moll
2115,Sergi Gómez Solà
